detectedEmotion,emotion,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
negative,positive,"[""Księga, dżungi"", pomimo, że, jest, animacją, przeznaczoną, dla, dzieci, i, młodzieży, jest, bardzo, mrocznym, filmem, Pełnym, ciemnych, scenerii, i, wszechobecnego, czarnego, charakteru, Jednak, nie, jest, bezwzględnie, pozbawiania, dobrego, poczucia, humoru, i, scen, radości, a, piosenki, wykonywane, przez, głównych, bohaterów, dostarczą, uśmiechu, niejednemu, widzowi]",6.0,-0.046511627906976744,"""Księga dżungi"" pomimo, że jest animacją przeznaczoną dla dzieci i młodzieży jest bardzo mrocznym filmem. Pełnym ciemnych scenerii i wszechobecnego czarnego charakteru. Jednak nie jest bezwzględnie pozbawiania dobrego poczucia humoru i scen radości, a piosenki wykonywane przez głównych bohaterów, dostarczą uśmiechu niejednemu widzowi.",43.0,43.0,1.0
positive,negative,"[Całość, bliska, jest, animowanego, pierwowzoru, ale, nie, ma, ducha, oryginału, Gonitwa, po, dżungli, wykreowanej, rzeczywiście, w, imponujący, sposób, szybko, mnie, znużyła]",5.0,0.09523809523809523,"Całość bliska jest animowanego pierwowzoru, ale nie ma ducha oryginału. Gonitwa po dżungli, wykreowanej rzeczywiście w imponujący sposób, szybko mnie znużyła.",21.0,21.0,1.0
neutral,negative,"[Łatwo, podziwiać, ale, trudno, się, w, niej, zakochać]",5.0,0.0,"Łatwo podziwiać, ale trudno się w niej zakochać.",8.0,8.0,0.0
neutral,negative,"[Fabuła, nie, zaskakuje, a, klisza, goni, kliszę, schemat, goni, schemat]",5.0,0.0,"Fabuła nie zaskakuje, a klisza goni kliszę, schemat goni schemat.",10.0,10.0,0.0
neutral,negative,"[Nie, jest, idealnym, filmem, grozy, ale, przynajmniej, są, elementy, które, pozwalają, uwierzyć, że, horrory, jeszcze, nie, są, tak, całkowicie, zgubione]",5.0,0.0,"Nie jest idealnym filmem grozy, ale przynajmniej są elementy, które pozwalają uwierzyć, że horrory jeszcze nie są tak całkowicie zgubione.",20.0,20.0,0.0
negative,negative,"[Jakże, ograny, i, przewidywalny, horror, który, ratuje, oprawa, i, umiejętność, reżysera, do, straszenia, tym, czego, nie, widać]",5.0,-0.17647058823529413,"Jakże ograny i przewidywalny horror, który ratuje oprawa i umiejętność reżysera do straszenia tym, czego nie widać.",17.0,17.0,3.0
negative,negative,"[Choć, filmowa, potrawa, okazuje, się, zjadliwa, wciąż, mamy, do, czynienia, z, celuloidowym, fast, foodem]",5.0,-0.07142857142857142,"Choć filmowa potrawa okazuje się zjadliwa, wciąż mamy do czynienia z celuloidowym fast foodem.",14.0,14.0,1.0
negative,negative,"[Wygląda, ciekawie, i, zachęcająco, ale, po, bliższym, spotkaniu, stwierdzamy, że, to, było, tylko, złudzenie, a, czas, na, obejrzenie, filmu, można, przeznaczyć, na, coś, innego]",4.0,-0.041666666666666664,"Wygląda ciekawie i zachęcająco, ale po bliższym spotkaniu stwierdzamy, że to było tylko złudzenie, a czas na obejrzenie filmu można przeznaczyć na coś innego.",24.0,24.0,2.0
neutral,negative,"[Jedna, z, tych, produkcji, przy, których, po, upływie, zaledwie, piętnastu, minut, zaczynasz, spoglądać, na, zegarek, z, utęsknieniem, wyczekując, końca, projekcji]",4.0,0.0,"Jedna z tych produkcji, przy których po upływie zaledwie piętnastu minut zaczynasz spoglądać na zegarek, z utęsknieniem wyczekując końca projekcji.",20.0,20.0,0.0
neutral,negative,"[Nuda, zamiast, strachu]",3.3,0.0,Nuda zamiast strachu.,3.0,3.0,0.0
neutral,negative,"[Straszy, jedynie, tych, którzy, zdołają, przebrnąć, i, obejrzą, go, w, całości, Sztampa, i, banał, idą, w, tym, filmie, w, parze, gdzie, zamiast, mistycyzmu, grozy, jedyne, co, nas, czeka, to, ziewnięcie]",3.0,0.0,"Straszy jedynie tych, którzy zdołają przebrnąć i obejrzą go w całości. Sztampa i banał idą w tym filmie w parze, gdzie zamiast mistycyzmu grozy jedyne co nas czeka to ziewnięcie.",30.0,30.0,1.0
neutral,positive,"[Odważna, mądra, zabawna, i, poważna, historia, o, dorastaniu]",8.3,0.0,"Odważna, mądra, zabawna i poważna historia o dorastaniu.",8.0,8.0,0.0
neutral,positive,"[Bez, pruderii, i, oceny, za, to, z, bezbłędnym, humorem, i, zaskakującą, dojrzałością]",8.3,0.0,"Bez pruderii i oceny, za to z bezbłędnym humorem - i zaskakującą dojrzałością.",13.0,12.0,0.0
positive,positive,"[Szczery, do, bólu, zabawny, i, niezwykle, prawdziwy, portret, dorastającej, dziewczyny]",8.3,0.18,"Szczery do bólu, zabawny i niezwykle prawdziwy portret dorastającej dziewczyny.",10.0,10.0,2.0
neutral,positive,"[Do, silnych, stron, tego, zachwycającego, filmu, należy, również, bardzo, dobra, obsada, która, w, połączeniu, z, osobistą, narracją, w, pierwszej, osobie, ładnym, oświetleniem, nadającym, obrazowi, pastelowych, barw, naturalnym, językiem, i, świetną, muzyką, kreują, wysokiej, klasy, widowisko, audiowizualne]",8.0,0.0,"Do silnych stron tego zachwycającego filmu należy również bardzo dobra obsada, która w połączeniu z osobistą narracją w pierwszej osobie, ładnym oświetleniem nadającym obrazowi pastelowych barw, naturalnym językiem i świetną muzyką kreują wysokiej klasy widowisko audiowizualne.",36.0,36.0,2.0
negative,positive,"[Humorystyczne, spojrzenie, na, newralgiczny, moment, życia, dorastającego, człowieka, obfituje, w, niezręczne, sytuacje, które, potrafią, wzbudzić, gromkie, salwy, śmiechu, a, które, stanowią, też, interesującą, refleksję, nad, ludzką, naturą]",8.0,-0.037037037037037035,"Humorystyczne spojrzenie na newralgiczny moment życia dorastającego człowieka obfituje w niezręczne sytuacje, które potrafią wzbudzić gromkie salwy śmiechu, a które stanowią też interesującą refleksję nad ludzką naturą.",27.0,27.0,1.0
neutral,positive,"[Nie, wszystkim, przypadnie, do, gustu, a, niektórych, nawet, oburzy, Inni, docenią, grę, aktorską, klimat, muzykę, i, przede, wszystkim, momentami, zabawną, a, zarazem, bezpretensjonalną, i, odważną, historię]",8.0,0.0,"Nie wszystkim przypadnie do gustu, a niektórych nawet oburzy. Inni docenią grę aktorską, klimat, muzykę i przede wszystkim momentami zabawną, a zarazem bezpretensjonalną i odważną historię.",26.0,26.0,0.0
neutral,positive,"[Bardzo, dobrze, się, go, ogląda, przyjemnie, jest, towarzyszyć, Minnie, w, jej, przygodach, i, patrzeć, na, to, jak, dojrzewa, zmienia, się, a, mimo, że, nabija, sobie, po, drodze, kilka, siniaków, to, ostatecznie, dochodzi, przecież, do, właściwych, wniosków]",8.0,0.0,"Bardzo dobrze się go ogląda, przyjemnie jest towarzyszyć Minnie w jej przygodach i patrzeć na to, jak dojrzewa, zmienia się, a mimo że nabija sobie po drodze kilka siniaków, to ostatecznie dochodzi przecież do właściwych wniosków.",36.0,36.0,1.0
positive,positive,"[W, rękach, mniej, zdolnego, debiutanta, ""Wyznania, nastolatki"", mogłyby, się, stać, kolejną, niesmaczną, komedią, lub, w, najlepszym, wypadku, ambitną, porażką, Na, szczęście, Heller, zdaje, się, być, świadoma, pożądanych, efektów, i, potrzebnych, do, ich, uzyskania, środków, filmowych]",8.0,0.05714285714285714,"W rękach mniej zdolnego debiutanta ""Wyznania nastolatki"" mogłyby się stać kolejną niesmaczną komedią lub, w najlepszym wypadku, ambitną porażką. Na szczęście Heller zdaje się być świadoma pożądanych efektów i potrzebnych do ich uzyskania środków filmowych.",35.0,35.0,1.0
neutral,positive,"[Jedna, z, najciekawszych, produkcji, skierowana, dla, wchodzącego, w, okres, nastoletni, podchodzący, do, ich, problemów, szczerze, i, bez, moralizatorstwa, nuty, fałszu]",7.5,0.0,"Jedna z najciekawszych produkcji skierowana dla wchodzącego w okres nastoletni, podchodzący do ich problemów szczerze i bez moralizatorstwa, nuty fałszu.",20.0,20.0,1.0
positive,positive,"[Spełnione, marzenie, feministek]",7.0,0.6666666666666666,Spełnione marzenie feministek.,3.0,3.0,1.0
neutral,positive,"[Nie, przeprowadza, żadnej, rewolucji, nie, wyważa, zamkniętych, drzwi, ale, gwarantuje, świeże, spojrzenie, lekką, formę, i, dobrze, pozszywaną, narrację]",7.0,0.0,"Nie przeprowadza żadnej rewolucji, nie wyważa zamkniętych drzwi, ale gwarantuje świeże spojrzenie, lekką formę i dobrze pozszywaną narrację.",18.0,18.0,0.0
neutral,positive,"[Konsekwentnie, dziewczyńska, perspektywa]",7.0,0.0,Konsekwentnie dziewczyńska perspektywa.,3.0,3.0,0.0
positive,negative,"[Mogły, być, odważnym, śmiałym, i, ważnym, filmem, ale, postanowiły, spocząć, w, pół, drogi, na, tanim, szokowaniu, Nie, zmienią, tego, nawet, świetna, ścieżka, dźwiękowa, niezły, klimat, epoki, czy, znakomita, rola, 24letniej, Powley]",5.0,0.021505376344086023,"Mogły być odważnym, śmiałym i ważnym filmem, ale postanowiły spocząć w pół drogi, na tanim szokowaniu. Nie zmienią tego nawet świetna ścieżka dźwiękowa, niezły klimat epoki czy znakomita rola 24-letniej Powley.",31.0,31.0,3.0
neutral,positive,"[Intryguje, szczególnie, jeżeli, weźmiemy, pod, uwagę, w, jak, partyzanckich, warunkach, powstawał]",7.0,0.0,"Intryguje, szczególnie jeżeli weźmiemy pod uwagę w jak partyzanckich warunkach powstawał.",11.0,11.0,0.0
neutral,positive,"[Kreśli, obraz, Kuby, jakiej, nie, oglądamy, zwykle, na, kinowych, ekranach]",7.0,0.0,"Kreśli obraz Kuby, jakiej nie oglądamy zwykle na kinowych ekranach.",10.0,10.0,0.0
neutral,positive,"[Kino, raczej, hermetyczne, o, specyficznej, poetyce, i, wymagającym, rytmie]",6.7,0.0,"Kino raczej hermetyczne, o specyficznej poetyce i wymagającym rytmie.",9.0,9.0,0.0
negative,positive,"[Poza, płynną, niejednoznaczną, konwencją, w, ""Epokowym, projekcie"", uderza, smutek, bijący, niemal, z, każdego, ujęcia]",6.7,-0.14285714285714285,"Poza płynną, niejednoznaczną konwencją w ""Epokowym projekcie"" uderza smutek bijący niemal z każdego ujęcia.",14.0,14.0,1.0
neutral,negative,"[Granice, między, sztucznością, a, prawdą, są, za, mocno, zatarte]",3.3,0.0,Granice między sztucznością a prawdą są za mocno zatarte.,9.0,9.0,1.0
neutral,negative,"[Spokojny, łagodny, ukazujący, perypetie, ""Patona"", bez, wielkich, emocji, obserwacyjnie, z, dyskretnym, poczuciem, humoru]",5.0,0.0,"Spokojny, łagodny, ukazujący perypetie ""Patona"" bez wielkich emocji, obserwacyjnie, z dyskretnym poczuciem humoru.",13.0,13.0,2.0
neutral,negative,"[Kino, z, drugiej, ligi]",4.0,0.0,Kino z drugiej ligi.,4.0,4.0,0.0
negative,negative,"[Gdyby, wszyscy, nie, mówili, że, Paton, jest, klubową, gwiazdą, za, nic, nie, dałoby, się, tego, stwierdzić, Podobnie, wyglądają, pozostałe, elementy, tego, sztucznego, dość, nudnego, niczym, niewyróżniającego, się, filmu]",3.3,-0.07142857142857142,"Gdyby wszyscy nie mówili, że Paton jest klubową gwiazdą, za nic nie dałoby się tego stwierdzić. Podobnie wyglądają pozostałe elementy tego sztucznego, dość nudnego, niczym niewyróżniającego się filmu.",28.0,28.0,1.0
neutral,positive,"[Robi, piorunujące, wrażenie, i, zaskakuje, równie, przyjemnie, jak, dwa, lata, temu, udało, się, to, ""Whiplash"", a, rok, temu, ""Ex, Machina""]",10.0,0.0,"Robi piorunujące wrażenie i zaskakuje równie przyjemnie jak dwa lata temu udało się to ""Whiplash"", a rok temu ""Ex Machina"".",20.0,20.0,1.0
negative,positive,"[Jeżeli, kochacie, niepokój, na, ekranie, i, uwielbiacie, ciszę, przed, burzą, to, jesteście, kupieni]",9.0,-0.07692307692307693,"Jeżeli kochacie niepokój na ekranie i uwielbiacie ciszę przed burzą, to jesteście kupieni.",13.0,13.0,1.0
positive,positive,"[Ciekawy, świeży, pomysł, który, przez, większą, część, filmu, nie, pozwoli, wam, oderwać, się, od, ekranu]",9.0,0.03333333333333333,"Ciekawy, świeży pomysł, który przez większą część filmu nie pozwoli wam oderwać się od ekranu.",15.0,15.0,2.0
positive,positive,"[Nadspodziewanie, udany, intensywny, thriller]",8.5,0.25,"Nadspodziewanie udany, intensywny thriller.",4.0,4.0,2.0
neutral,positive,"[Dzięki, wyśmienitej, produkcji, całości, okazało, się, filmem, totalnym, takim, który, pochłania, widza, nie, w, wizualnych, orgazmach, ale, intelektualnych, grach, wstępnych]",8.3,0.0,"Dzięki wyśmienitej produkcji całości okazało się filmem totalnym, takim, który pochłania widza nie w wizualnych orgazmach, ale intelektualnych grach wstępnych.",20.0,20.0,1.0
neutral,positive,"[Inteligentny, i, smakomity, gatunkowo]",8.3,0.0,Inteligentny i smakomity gatunkowo.,4.0,4.0,0.0
positive,positive,"[Zapowiada, się, jakby, fragment, większej, całości, którą, dopiero, będziemy, odkrywać, Świata, który, może, fascynować, intrygować, i, zaskakiwać, Obok, ""Deadpoola"", to, największa, niespodzianka, tego, roku, mam, nadzieję, że, nie, ostatnia]",8.0,0.034482758620689655,"Zapowiada się jakby fragment większej całości, którą dopiero będziemy odkrywać. Świata, który może fascynować, intrygować i zaskakiwać. Obok ""Deadpoola"" to największa niespodzianka tego roku - mam nadzieję, że nie ostatnia.",30.0,29.0,2.0
neutral,positive,"[Dawno, nie, było, już, w, kinie, tak, precyzyjnie, napisanego, scenariusza, który, od, początku, do, końca, wodzi, nas, za, nos, i, robi, wolty, o, 180, stopni, w, najmniej, spodziewanych, momentach, Nakręcony, małym, nakładem, finansowym, ""Cloverfield, Lane, 10"", dobitnie, pokazuje, że, nie, liczy, się, kasa, ale, pomysł, i, to, jak, można, go, sprzedać]",8.0,0.0,"Dawno nie było już w kinie tak precyzyjnie napisanego scenariusza, który od początku do końca wodzi nas za nos i robi wolty o 180 stopni w najmniej spodziewanych momentach. Nakręcony małym nakładem finansowym ""Cloverfield Lane 10"" dobitnie pokazuje, że nie liczy się kasa, ale pomysł i to, jak można go sprzedać.",51.0,51.0,3.0
positive,positive,"[Niewiedza, widza, to, błogosławieństwo, dla, reżysera, a, już, w, szczególności, dla, reżysera, horroru, czy, thrillera, Dzięki, niej, nowy, Cloverfield, to, tak, dobry, film]",8.0,0.11511387163561078,"Niewiedza widza, to błogosławieństwo dla reżysera, a już w szczególności dla reżysera horroru czy thrillera. Dzięki niej nowy Cloverfield to tak dobry film.",23.0,23.0,3.0
neutral,positive,"[Połączenie, ""Projektu, Monster"", i, ""Cloverfield, Lane, 10"", nie, jest, oczywiste, i, w, tym, tkwi, największa, zaleta, serii]",8.0,0.0,"Połączenie ""Projektu: Monster"" i ""Cloverfield Lane 10"" nie jest oczywiste i w tym tkwi największa zaleta serii.",17.0,17.0,0.0
neutral,positive,"[Thriller, zaskakujący, na, wielu, poziomach, trzymający, w, napięciu, i, niepewności, od, początku, do, końca]",8.0,0.0,"Thriller zaskakujący na wielu poziomach, trzymający w napięciu i niepewności od początku do końca.",14.0,14.0,0.0
neutral,positive,"[Okazał, się, kameralnym, thrillerem, ze, świetną, zabawą, napięciem]",8.0,0.0,Okazał się kameralnym thrillerem ze świetną zabawą napięciem.,8.0,8.0,0.0
neutral,positive,"[Jest, solidnym, minimalistycznym, thrillerem, który, oczywiście, ma, też, swoje, wady]",8.0,0.0,"Jest solidnym, minimalistycznym thrillerem, który oczywiście ma też swoje wady.",10.0,10.0,1.0
positive,positive,"[Przez, niemal, cały, seans, siedzimy, na, krawędzi, fotela, nasz, wzrok, szuka, kolejnych, wskazówek, a, umysł, gorączkowo, usiłuje, znaleźć, rozwiązanie, głównej, zagadki]",8.0,0.06349206349206349,"Przez niemal cały seans siedzimy na krawędzi fotela, nasz wzrok szuka kolejnych wskazówek, a umysł gorączkowo usiłuje znaleźć rozwiązanie głównej zagadki.",21.0,21.0,3.0
neutral,positive,"[Nie, będziecie, zawiedzeni, a, na, 100, zaintrygowani, i, zaskoczeni, do, samego, końca]",8.0,0.0,"Nie będziecie zawiedzeni, a na 100% zaintrygowani i zaskoczeni do samego końca.",12.0,12.0,0.0
neutral,positive,"[Nawet, jeżeli, końcówka, ""Cloverfield, Lane, 10"", nie, przypadnie, wam, do, gustu, nie, przekreśla, to, bardzo, dobrej, produkcji, Dana, Trachtenerga, który, na, prostym, pomyśle, stworzył, coś, co, długo, będzie, przykładem, doskonale, rozpisanego, i, angażującego, thrillera]",8.0,0.0,"Nawet jeżeli końcówka ""Cloverfield Lane 10"" nie przypadnie wam do gustu, nie przekreśla to bardzo dobrej produkcji Dana Trachtenerga, który na prostym pomyśle, stworzył coś, co długo będzie przykładem doskonale rozpisanego i angażującego thrillera.",34.0,34.0,1.0
neutral,positive,"[Jest, dziełem, pełnym, od, początku, do, końca, Wszystko, tu, jest, na, swoim, miejscu, i, niczego, nie, brakuje]",8.0,0.0,Jest dziełem pełnym od początku do końca. Wszystko tu jest na swoim miejscu i niczego nie brakuje.,17.0,17.0,0.0
neutral,positive,"[Zgodnie, ze, złotą, zasadą, Alfreda, Hitchcocka, następuje, trzęsienie, ziemi, A, potem, napięcie, już, tylko, rośnie]",8.0,0.0,"Zgodnie ze złotą zasadą Alfreda Hitchcocka, następuje trzęsienie ziemi. A potem napięcie już tylko rośnie.",15.0,15.0,0.0
neutral,positive,"[Na, tle, przerośniętych, efektami, specjalnymi, schematycznych, do, bólu, produkcji, o, podobnej, tematyce, ""Cloverfield, Lane, 10"", prezentuje, się, naprawdę, dobrze]",7.8,0.0,"Na tle przerośniętych efektami specjalnymi, schematycznych do bólu produkcji o podobnej tematyce, ""Cloverfield Lane 10"" prezentuje się naprawdę dobrze.",19.0,19.0,0.0
positive,positive,"[Trachtenberg, mógł, i, powinien, z, filmu, wycisnąć, więcej, ale, trzeba, mu, oddać, iż, potrafił, w, zwariowany, sposób, żonglować, znanymi, motywami, i, stworzyć, pewną, nową, jakość]",7.0,0.04,"Trachtenberg mógł i powinien z filmu wycisnąć więcej, ale trzeba mu oddać, iż potrafił w zwariowany sposób żonglować znanymi motywami i stworzyć pewną nową jakość.",25.0,25.0,1.0
negative,positive,"[Kawał, dobrego, thrillera, z, elementami, innych, gatunków, Film, daleki, od, doskonałości, jednak, będący, porządnie, zrealizowanym, i, nienudzącym, obrazem, momentami, bardzo, zaskakującym, który, nie, rozczaruje, żadnego, widza]",7.0,-0.01775147928994083,"Kawał dobrego thrillera z elementami innych gatunków. Film daleki od doskonałości, jednak będący porządnie zrealizowanym i nienudzącym obrazem, momentami bardzo zaskakującym, który nie rozczaruje żadnego widza.",26.0,26.0,3.0
neutral,positive,"[Po, dość, monotonnym, i, nie, do, końca, spełnionym, ""Projekcie, Monster"", środkowa, czy, bardziej, druga, część, rodzącej, się, serii, wchodzi, jakościowo, co, najmniej, o, jeden, schodek, wyżej]",7.0,0.0,"Po dość monotonnym i nie do końca spełnionym ""Projekcie: Monster"", środkowa, czy bardziej druga część rodzącej się serii wchodzi jakościowo co najmniej o jeden schodek wyżej.",26.0,26.0,2.0
neutral,positive,"[Twórcy, niezwykle, umiejętnie, dawkują, napięcie, oraz, informacje, na, temat, świata, przedstawionego]",7.0,0.0,Twórcy niezwykle umiejętnie dawkują napięcie oraz informacje na temat świata przedstawionego.,11.0,11.0,0.0
negative,positive,"[Znajduje, wybawienie, w, dwóch, pierwszych, segmentach, wspaniale, niesionych, falą, znakomitego, tandemu, aktorskiego, WinsteadGoodman, co, z, jednej, strony, czyni, do, krwi, bzdurny, finał, tym, boleśniej, frustrującym, z, drugiej, ratuje, film, przed, osunięciem, się, w, rejony, przyciasnej, szkolnej, rozprawki]",7.0,-0.02702702702702703,"Znajduje wybawienie w dwóch pierwszych segmentach, wspaniale niesionych falą znakomitego tandemu aktorskiego Winstead-Goodman, co z jednej strony czyni do krwi bzdurny finał tym boleśniej frustrującym, z drugiej ratuje film przed osunięciem się w rejony przyciasnej szkolnej rozprawki.",37.0,37.0,1.0
neutral,positive,"[Obejrzeć, ten, film, może, niekoniecznie, trzeba, ale, warto, choćby, po, to, aby, przez, niemal, godzinę, i, czterdzieści, pięć, minut, ""wypocząć"", i, wejść, w, pełną, napięcia, interakcję, z, porywczym, będącym, w, doskonałej, formie, Johnem, Goodmanem]",7.0,0.0,"Obejrzeć ten film, może niekoniecznie trzeba, ale warto, choćby po to, aby przez niemal godzinę i czterdzieści pięć minut ""wypocząć"" i wejść w pełną napięcia interakcję z porywczym, będącym w doskonałej formie Johnem Goodmanem.",34.0,34.0,1.0
neutral,positive,"[Najfajniejsze, i, najciekawsze, w, obu, filmach, z, logiem, ""cloverfield"", jest, bowiem, to, że, ich, fabuły, można, śmiało, odczytywać, jako, metaforyczne, oddanie, stanu, ducha, głównych, bohaterów]",7.0,0.0,"Najfajniejsze i najciekawsze w obu filmach z logiem ""cloverfield"" jest bowiem to, że ich fabuły można śmiało odczytywać jako metaforyczne oddanie stanu ducha głównych bohaterów.",25.0,25.0,0.0
neutral,positive,"[Fajny, pomysł, fajne, rozwinięcie, mocno, dyskusyjny, finał]",7.0,0.0,"Fajny pomysł, fajne rozwinięcie, mocno dyskusyjny finał.",7.0,7.0,2.0
negative,positive,"[Dawno, żaden, film, tyle, razy, mnie, nie, oszukał]",7.0,-0.25,Dawno żaden film tyle razy mnie nie oszukał.,8.0,8.0,1.0
neutral,positive,"[Kpi, sobie, z, oczekiwań, widza, dostarczając, solidnej, acz, przewrotnej, rozrywki]",7.0,0.0,"Kpi sobie z oczekiwań widza, dostarczając solidnej, acz przewrotnej rozrywki.",10.0,10.0,0.0
neutral,positive,"[Kultu, brak, ale, jak, na, debiut, za, kamerą, Trachtenberg, nie, ma, czego, się, wstydzić]",7.0,0.0,"Kultu brak, ale jak na debiut za kamerą Trachtenberg nie ma czego się wstydzić.",14.0,14.0,1.0
neutral,positive,"[Są, tutaj, momenty, zdecydowanie, słabsze, ale, summa, summarum, mamy, do, czynienia, z, bardzo, przyzwoitym, dreszczowcem, sf, który, nie, zawiedzie, fanów, gatunku]",7.0,0.0,"Są tutaj momenty zdecydowanie słabsze, ale summa summarum mamy do czynienia z bardzo przyzwoitym dreszczowcem s-f, który nie zawiedzie fanów gatunku.",21.0,21.0,1.0
neutral,positive,"[Nic, nowego, ale, świetnie, przyrządzone, i, podane, z, gracją]",7.0,0.0,"Nic nowego, ale świetnie przyrządzone i podane z gracją.",9.0,9.0,0.0
neutral,positive,"[Hitchcockowski, suspens, ale, finał, podzieli, widzów]",6.7,0.0,"Hitchcockowski suspens, ale finał podzieli widzów.",6.0,6.0,0.0
neutral,positive,"[Kameralny, dreszczowiec, rozpisany, właściwie, na, troje, aktorów, Wszystko, działa, więc, min, dzięki, świetnym, Goodmanowi, i, Winstead, a, także, kojarzącej, się, z, postapokalipsą, ścieżce, dźwiękowej]",6.7,0.0,"Kameralny dreszczowiec, rozpisany właściwie na troje aktorów. Wszystko działa więc m.in. dzięki świetnym Goodmanowi i Winstead, a także kojarzącej się z postapokalipsą ścieżce dźwiękowej.",24.0,24.0,0.0
neutral,positive,"[Nie, będzie, to, dzieło, które, zapisze, się, w, historii, kina, ale, na, pewno, uzbiera, pokaźne, grono, fanów]",6.5,0.0,"Nie będzie to dzieło, które zapisze się w historii kina, ale na pewno uzbiera pokaźne grono fanów.",17.0,17.0,0.0
neutral,positive,"[Dostarcza, dokładnie, takich, emocji, i, intelektualnych, łamigłówek, jakich, należy, oczekiwać, od, poprawnie, nakręconego, thrillera, psychologicznego]",6.5,0.0,"Dostarcza dokładnie takich emocji i intelektualnych łamigłówek, jakich należy oczekiwać od poprawnie nakręconego thrillera psychologicznego.",15.0,15.0,1.0
positive,positive,"[Operując, ogranymi, schematami, dreszczowca, i, SF, uzyskano, efekt, świeży, i, interesujący, No, może, jeden, drobiazg, butelka, whiskey, nie, zapala, się, w, taki, sposób]",6.0,0.13043478260869565,Operując ogranymi schematami dreszczowca i S-F uzyskano efekt świeży i interesujący. No może jeden drobiazg - butelka whiskey nie zapala się w taki sposób.,24.0,23.0,6.0
neutral,positive,"[Atmosfera, gęstnieje, z, minuty, na, minutę, jednak, im, dalej, w, las, to, prawie, stu, dwudziesto, minutowy, film, rozjeżdża, się, niczym, piramidka, z, kart]",6.0,0.0,"Atmosfera gęstnieje z minuty na minutę, jednak im dalej w las, to prawie stu dwudziesto minutowy film rozjeżdża się niczym piramidka z kart.",23.0,23.0,0.0
positive,negative,"[Jeden, z, tych, tytułów, po, obejrzeniu, których, człowiek, ma, ochotę, nakopać, do, tyłków, jego, autorom, Zaczynają, oni, z, wysokiego, ""C"", by, zakończyć, na, niskim, ""H""]",5.0,0.01,"Jeden z tych tytułów, po obejrzeniu których człowiek ma ochotę nakopać do tyłków jego autorom. Zaczynają oni z wysokiego ""C"", by zakończyć na niskim ""H"".",25.0,25.0,1.0
neutral,negative,"[Jest, idealnym, przykładem, genialnego, thrillera, który, zostaje, doszczętnie, zrujnowany, przez, zakończenie]",5.0,0.0,"Jest idealnym przykładem genialnego thrillera, który zostaje doszczętnie zrujnowany przez zakończenie.",11.0,11.0,1.0
positive,negative,"[Jeśli, ktoś, lubi, zwariowany, humor, nie, zawsze, z, górnej, półki, a, także, jest, fanem, McCarthy, będzie, zadowolony, kto, jej, nie, lubi, na, pewno, się, tym, występem, do, aktorki, nie, przekona]",5.0,0.15,"Jeśli ktoś lubi zwariowany humor nie zawsze z górnej półki, a także jest fanem McCarthy, będzie zadowolony, kto jej nie lubi, na pewno się tym występem do aktorki nie przekona.",30.0,30.0,4.0
positive,negative,"[Mógłby, to, być, sympatyczny, film, rodzinny, o, oschłej, karierowiczce, która, poznaje, wartość, przywiązania, do, ludzi, gdyby, nie, dziesiątki, wulgaryzmów, oraz, kilka, średnio, udanych, aluzji, seksualnych]",5.0,0.1,"Mógłby to być sympatyczny film rodzinny o oschłej karierowiczce, która poznaje wartość przywiązania do ludzi, gdyby nie dziesiątki wulgaryzmów oraz kilka średnio udanych aluzji seksualnych.",25.0,25.0,3.0
neutral,negative,"[Jest, bardzo, niezobowiązującą, rozrywką, zdecydowanie, skierowaną, do, niewymagających, widzów]",4.5,0.0,"Jest bardzo niezobowiązującą rozrywką, zdecydowanie skierowaną do niewymagających widzów.",9.0,9.0,0.0
neutral,negative,"[Zaczyna, się, zaskakująco, dobrze, ale, szybko, daje, do, zrozumienia, że, nie, należy, się, po, niej, spodziewać, sensownej, fabuły]",3.3,0.0,"Zaczyna się zaskakująco dobrze, ale szybko daje do zrozumienia, że nie należy się po niej spodziewać sensownej fabuły.",18.0,18.0,0.0
negative,negative,"[Jest, lekką, choć, mało, zabawną, komedią, ale, prowadzoną, w, dobrym, tempie, I, dobrze, bo, przynajmniej, szybciej, mija, czas, w, oczekiwaniu, na, koniec, tego, słabiutkiego, filmu]",3.0,-0.08,"Jest lekką, choć mało zabawną komedią, ale prowadzoną w dobrym tempie. I dobrze, bo przynajmniej szybciej mija czas w oczekiwaniu na koniec tego słabiutkiego filmu...",25.0,25.0,2.0
negative,negative,"[Czuć, już, bardzo, zmęczenie, materiału, Dodajcie, do, tego, cieniutką, fabułkę, i, garść, nieszczególnych, gagów, a, nawet, charyzma, McCarthy, nie, uciągnie, filmu]",3.0,-0.09523809523809523,"Czuć już bardzo zmęczenie materiału. Dodajcie do tego cieniutką fabułkę i garść nieszczególnych gagów, a nawet charyzma McCarthy nie uciągnie filmu.",21.0,21.0,1.0
