comment,emotion,rate
"Dopiero używam, wygląda solidnie, filiżanki rzeczywiście wymagają podgrzania. Po jednym dniu użytkowania jestem zadowolona, mam nadzieję że po dłuższym czasie nie zmienię zdania.",positive,4.0
"gosny, pekl uchwyt od kolby, drzy cay podczas parzenia, przecieka pojemnik na wod´, odbarwia sie taca ociekowa",negative,1.0
"Ekspres Zelmer, slabej jakosci",negative,2.0
"solidny, ładny przyjechał oryginalnie zapakowany,ktoś przed wysyłką otwierał karton, co nasunęło podejrzenie, że coś mogło być wymienione - uchwyt kolby jest wyszczerbiony i porysowany, niby nie widać ale niesmak pozostaje...",positive,5
"Kawę parzy bardzo dobrą, jednakże w trakcie ustawienia funkcji na spienianie mleka, ekspres przepuszcza wodę z dyszy, z której leci kawa :(",positive,4.0
"Jak na razie sprawuje sie dobrze, zobaczymy jak długo.
Za radą przeczytanych opini w internecie expres jest wyłaczany calkowicie z sieci.",positive,4.0
"dobry ekspres w doberj cenie. Jedynym minusem jest brak mozliwosci wyłączenia tacki do podgrzewania filizanek, bez sensu!!!!",positive,4.0
"Nie wytrzymuje wysokiego ciśnienia, przez co mielona Lavazza Espresso nie chce się zaparzyć, woda wypływa obok kolby. Ponoć za drobno zmielona. Z innymi kawami na razie nie ma tego problemu. Poza tym ok.",positive,4.0
"Za nie wielką cenę bardzo dobry produkt który parzy różnego rodzaju przepyszną kawę, jest bardzo czytelny i łatwy w obsłudze. Jedyna wada zresztą nie wielka to brak podtrzymania zegara po wyłączeniu ekspresu z sieci",positive,5
"Jak na parę dni użytkowania nie ma żadnych uwag, szkoda ze nie ma podtrzymywaniu zegara w dobie baterii akumulatorów.",positive,4.0
"Nie mogę ocenić, gdyż to prezent pod choinkę. Ale prezentuje się znakomicie.",positive,5
Produkt ZELMER 13Z012 godny polecenia !!!,positive,5
"Produkt świetnie się sprawuje, wszystko zgodnie z opisem.",positive,5
Zelmer Maestro to maestria smaku kawy i elegancja ekspresu! Polecam wszystkim.,positive,5
Za takie pieniądze nie ma lepszego i trwalszego produktu. Kawa smakuje wyśmienicie.,positive,5
Jeśli Ktoś lubi dobrą kawę i chce wydać ok.500zł to naprawdę polecam. Mam go dopiero dwa tygodnie- jestem zadowolony. Przed zakupem zbadałem rynek co inni producenci oferują w tej cenie. Nie ma lepszego ekspresu ciśnieniowego: kolba solidnie wykonana jak w profes. ekspresach ( sprawdźcie sami inni renomowani producenci mają w takich produktach prawie całe kolby plastikowe). Bardzo dobry serwis w Polsce. Polecam!,positive,5
"Kawa wychodzi pyszna porównywalna do tej z kawiarni, jest trochę głośny ale mi to nie przeszkadza zaletą jest to, że szybko się nagrzewa. Rano nie trzeba czekać kilku minut na kawę :))",positive,5
"Jest to mój pierwszy ekspres ciśnieniowy, kupiłam go po wizycie u koleżanki, która miała maestro. Robi pyszną kawę, świetnie spienia mleko i nieźle wygląda. Wady to: jest za głośny i cały czas nagrzewa się górna płyta. Może ja mam taki głośny, bo widzę, że chwalicie go za cichą pracę.",positive,4.0
"Rewelacyjny, pyszna kawka, łatwy w obsłudze.
Towar godny polecenia",positive,5
"Świetny, elegancki, szybki i robi pyszną kawę.",positive,5
"Dobrze zaparza espresso, dobra crema. Trudno zrobic dwie kawy, bo trwa to wieki, a ponoc ma 18 bar na wyjsciu",negative,3.0
zbyt krótki termin używania,positive,4.0
bardzo dobry i ładny,positive,4.0
Bardzo dobry sprzęt za przystępną cenę. Po 4 miesiącach INTENSYWNEGO używania wszystko działa tak samo jak pierwszego dnia - bez zarzutu. Jedyna uwaga to lekko ścierające się oznaczenia przycisków przy wyświetlaczu.,positive,5
"Produkt został zakupiony na prezent i mam nadzieję, że spełni wszystkie oczekiwania przyszłych użytkowników. Ekspres wygląda bardzo solidnie, dodatkowym atutem jest dość duży wyświetlacz ułątwiający korzystanie z niektórych funkcji.",positive,4.0
"Dobry sprzęt w przyzwoitej cenie. Polecam, robi naprawdę dobrą kawę.",positive,4.0
"Polecam każdemu ten produkt. Robi wyśmienitą kawę, dobrze spienia mleka, łatwy w obsłudze. Niska cena - wysoka jakość wykonania urządzenia. Polecam.",positive,5
"Bardzo dobry ekspres, obudowa metalowa a nie plastikowa, duży zbiornik na wodę,  można robić kawę do standardowych kubków a nie tylko do niskich filiżanek, Zelmer posiada dużo punktów serwisowych w Polsce.",positive,4.0
"Jestem z tego produktu bardzo zadowolony. Wygląda nowocześnie. Robi bardzo solidne wrażenie. Jest cały z metalu, ciężki solidny. Kawa jest dobra. Ekspres nie jest przesadnie głośny. Obsługa mogłaby być łatwiejsza. Na początku trudno się w tym połapać.
Rewelacyjny stosunek ceny do jakości 408 PLN z dostawą !",positive,5
"Jest to mój drugi ekspres.Jest super. Solidny, świetna kawa z pianką. Oczywiście smak kawy uzależniony jest również od jakości kawy.Dużą zaletą tego ekspresu jest duży zbiornik do  wody  Mleko spienia idealnie. Jest do tego osobny dzbanuszek. Niedogodnością jest brak wyłącznika podgrzewania górnej płyty.Zakup uważam za bardzo udany.",positive,4.0
Świetny! nie mam zastrzeżeń!,positive,5
"Nie wiem, jak jest z jego trwałością i niezawodnością, mam go dopiero od dwóch tygodni. Niewielką wadą tego ładnie zaprojektowanego urządzenia jest jego głośność, ale niektóre opinie na ten temat uważam za grubo przesadzone. Nie hałasuje przecież jak piła spalinowa i nie powinno to w żadnym razie zniechęcać do jego zakupu. Dźwięk raczej nikogo nie zbudzi i nie usłyszą go sąsiedzi. Nie jest głośniejszy, niż gotujący wodę czajnik elektryczny. Nie jest trudny w obsłudze. Należy podkreślić dwie jego ważne zalety: przy odrobinie wprawy, którą nie jest trudno zdobyć, parzy naprawdę DOSKONAŁĄ kawę każdego rodzaju,latte czy cappuccino NICZYM nie różni się od tego zamówionego w drogiej kawiarni (oczywiście nie radzę używać taniej kawy kupionej za 3 zł w ""stonce"", lepiej zainwestować w dobrą jakościowo arabicę), doskonale spienia mleko, przynajmniej to pełnotłuste 3,2%. Druga zaleta do stosunek ceny produktu do jego jakości i możliwości. Daję ocenę ""6"" (celującą) tylko dlatego, że wyższej w skali ocen już nie ma. Polecam ten sprzęt każdemu, droższy w domowym zastosowaniu wcale nie jest potrzebny.",positive,5
ok! godny polecenia,positive,4.0
"ekspres oferuje dobry stosunek ceny do jakosci. solidnie wykonany o ladnym wygladzie. Zaparzona kawa jest wysmienita, fantastyczna pianka (crema) nawet przy uzyciu ""zwyklej"" kawy. Brak metalicznego posmaku w kawie co sie zdarza w innych (szczegolnie tanich) ekspresach. Fantastycznie spienia mleko przez co dziecko az prosi o dodatkowa szklanke np kakao ze spienionym mlekiem. Prosty w obsludze. Glosnosc umiarkowana...nie przeszkadza. Za ta cene trudno sie czepiac.
Ps. pobor pradu w trybie grzania filizanek (oczekiwanie) wynosi ok 0,018 kWh (dane producenta) czyli naprawde niewiele
jak na pierwszy ekspres wart polecenia",positive,4.0
"spełnił moje oczekiwania, zaparza b.dobrą kawę, świetna crema, doskonały spieniacz do mleka choć dysza mogłaby mieć większą regulację. Brakuje wyłącznika podgrzewania tacki, wyłącza się dopiero po dobie, ale to tylko szczegóły, ogólnie bardzo udany produkt! Polecam",positive,4.0
"super ekspres , ładnie się prezentuje , jest w miarę cichy no i przede wszystkim pyszną kawusie robi. polecam dobry ekspres za przystępną cenę.",positive,4.0
jestem zadowolony z zakupu ekspres dziala bez zarzutu robi pyszna kawe,positive,4.0
dobry ekspres w dobrej cenie,positive,5
"Były kłopoty z pierwszym uruchomieniem lecz jak zassał wodę to już działa , zbyt krótko go użytkuje by napisać coś sensownego . Wydaje się być obiecujący  ... parzenie kawy to jak komponowanie melodii sam musisz wiedzieć jakie nuty cię zachwycą wiec ty wybierasz kawę i proporcje ...",positive,4.0
"Kawa super, polecam ten produkt",positive,4.0
"Bardzo dobry ekspres. 
Dokupiliśmy młynek do kawy i pijemy sobie teraz pyszną, świeżo mieloną kawę.",positive,5
Narazie w fazie prób!,positive,4.0
"Ekspres super... kawę parzy bardzo dobrą, za taką cenę wprost bajka... Spienianie mleka działa bez zarzutu, więc można przygotowywać różne kawy.
Mały minus to brak wyłącznika płyty do podgrzewania filiżanek, wyłącza się dopiero po kilkunastu godzinach. Z ogromną przyjemnością polecam ten ekspres dla tych, którzy cenią sobie dobrą kawę a niekoniecznie chcą wydawać na 2 tyś na ekspres. Naprawdę warto go kupić.",positive,5
"fajny ekspres do domowego użytku, w dobrej cenie",positive,4.0
"Ekspres kupuliśmy około rok temu. Do tego czasu chodzi ok, tacka nie rdzewieje bardzo szybko i prosto robi kawy .
+ za możliwość robienia 2 kaw naraz.
- kawa nie jest gorąca
+ pienienie mleka bardzo fajne i proste
+ możliwosc podstawiania wiekszych kubkow
+ za ciepla wode do np kakao lub herbaty
Ogolnie za ta cene to ok, tylko ze ta kawa nie wychodzi goraca to jedyny minus",positive,4.0
"kawa aromatyczna, prosta obsługa",positive,4.0
"Bardzo dobry produkt jak na taką cenę. Mam go od 3tygodni i nie sprawia żadnych problemów. Godny polecenia dla ludzi, którzy nie oczekują fajerwerków, ale zadowolą się dobrą kawą z pianką.",positive,4.0
"Ładny ekspres, dobrze się prezentuje a co najważniejsze parzy dobrą kawę, jest porządnie wykonany lecz niestety widać, że jest to model ze średniej półki. Jest dosyć głośny (rano to przeszkadza) i niestety nie ma automatycznego poziomu nalewania kawy, przy ekspresie trzeba stać i pilnować by nie przelał filiżanki.",positive,4.0
"produkt zgodny z opisem,dobra kawa,przystępna cena",positive,4.0
Bardzo dobrze się sprawdza w moim porannym zwyczaju parzenia kawy.,positive,4.0
Testujemy dwa dni.Na razie wszystko ok.Kawa wychodzi naprawdę dobra.Za te pieniądze naprawdę ciężko znaleść lepszy produkt,positive,4.0
"Gratulacje dla Zelmera za ten sprzęt;) Instrukcja tak szczegółowo opisana, że zwlekałam 2 dni aby go uruchomić;) W ostateczności okazuje się, że są to 3 ruchy aby zaparzyć pyszną kawę z pianką. Oprócz kawy mielonej można używać kapsułek (dodatkowe sitko). Dwa regularne kubki z powodzeniem mieszczą się na tacy. Jest nieco hałaśliwy. Przy małym dziecku mam opory włączać go wcześnie rano. W pokoju dźwięk jest wygłuszony, ale słychać, że ekspres chodzi. Podgrzewająca płyta jest dla mnie całkowicie zbędna! Denerwujące jest, że wyłącza się dopiero po tak długim czasie;/ Przez to właśnie wyłączam ekspres z gniazdka po każdym użyciu(zużycie prądu niby nie duże, ale słychać w tle, że coś gdzieś pracuje). Suma sumarum jestem zadowolona z zakupu! Polecam!",positive,4.0
Narazie działa bez zastrzeżeń!,positive,4.0
"poręczny ,zajmuje mało miejsca kawa pyszna cena przystępna jednym słowem rewelacja:DD",positive,5
"Za taką cenę całkiem przyzwoity ekspres. Kawa nam smakuje. początkowo nam nie wyszła ekstra pianka, ale jak już się opanuje technikę to jest naprawdę niezła kawka. Ps ja go kupiłam rodzicom na prezent i są zadowoleni.",positive,4.0
Mam go od kilku dni i jestem bardzo zadowolony,positive,4.0
rewelacja!!!!!!!!!!!!!!!!!!!!!!!!!!!!,positive,5
"Ekspres kupiłam jakieś 3 lata temu i powiem szczerze ,że działa do tej pory bez zarzutów. Mam nadzieję, że dalej tak będzie:) Poleciałam już 2 osobom zakup ponieważ jest to na prawdę fajny ekspres. Jest łatwy w obsłudze, kawa wychodzi na prawdę pyszna. Jeśli zastanawiasz się nad zakupem to polecam z czystym sumieniem.Warto zainwestować na początek ekspresowej znajomości:)POLECAM!!!!!",positive,5
"Mały, zgrabny, ładny (dobre wykończenie w przeciwieństwie do konkurencji w tym zakresie cenowy), robi smaczną kawę, dobrze spienia mleko, trochę zabawy z czyszczeniem po każdym parzeniu, ale ogólnie cena/jakość - 5 z plusem",positive,5
"Bardzo fajny ekspres, za taką cenę",positive,5
jaką kawę mogę tu parzyć poza espresso i z mlekiem. może late albo capucino czy nie,negative,1.0
"Kawa pychota, obsługa intuicyjna. New look design! Ogólnie 5+ za fajne pieniążki.",positive,5
"Za tą cenę nic lepszego nie widziałem,
na co dzień w firmie używam urządzenia za
dużo większe pieniądze smak kawy taki sam.
Polecam",positive,4.0
Kawa przepyszna i robi się ją bardzo szybko:) Ekspres może troszkę na początku wibruje ale potem już nie jest tak źle. Za takie pieniążki jest wart polecenia.,positive,4.0
"Rewelacyjny za tą cenę. Uwielbiam tą kawkę, mleczko też świetnie ubite na aksamitną piankę.",positive,4.0
"bardzo przyzwoity ekspres, używam kawy lavazza (po miesiącu - niezawodny)głośno pracuje",positive,5
"super kawka ,spieniacz lepiej działa bez nasadki gumowej (opinia Baristy)",positive,4.0
"Kupiłem już drugi egzemplarz, na prezent, bo mój śmiga jak należy. Oczywiście jak na takie urządzenie i za takie pieniądze.",positive,5
KAWA PYSZNA,positive,4.0
super ekspres kawa pyszna,positive,4.0
Express na razie odkrywam! Ale Kawka już jest dobra :D,positive,4.0
Bardzo dobra i prosta w obsłudze konstrukcja.Super sprzęt dla wielbicieli kawy rozpoczynających swoją przygodę z czarnym płynem w nowym wydaniu ( parzeniu).,positive,4.0
"Polecam ten produkt, znakomicie spelnia swoja funkcje . Ekspres dział bez problemu kawa smaczna. Łatwość i prostota obsługi tego expresu czynią go idealnym do szybkiego zrobienia przepysznej kawy o poranku jak i o każdej innej porze dnia, jak za te pieniądze to jest on naprawdę rewelacyjny",positive,4.0
Ekspres spełnia me oczekiwania co do jakości kawy.,positive,4.0
Ekspres sprawuje się doskonale. Wychodzi pyszna kawka. Z ochotą każdego dnia wstaję i parzę w nim kawę. Łatwy w obsłudze. A do tego bardzo ładnie wygląda w kuchni.,positive,5
"Świetny ekspres za przystępną cenę...ponieważ:

- kawa z ekspresu wyśmienita
- wykonany z dobrych materiałów
- łatwy w użytkowaniu
- przystępna cena",positive,5
"Ekspres dotarł do mnie z wadą fabryczną. Był nieszczelny, nie dość że nie działa jak należy to jeszcze jakaś katastrofa mogła się zdarzyć, przecie to urządzenie elektryczne...",negative,1.0
"bardzo pozytywnie ocenia sprzęt para młoda, która go teraz używa",positive,4.0
"na razie kawa b.dobra. Przy wyświetlaczu na srebrym polu czarna kropka, tacka niedokładnie przylega, toporne wykonanie, adekwatne do ceny",positive,4.0
Bardzo dobry produkt za rewelayjnie niską cenę. Produkt z wyższej półki.,positive,5
"Kupiłam na prezent. Prezentobiorcy zadowoleni, kawa pyszna i ekspres używany od 2 dni działa bez zarzutu. Poza tym estetyczny i fajny design w tak dobrej cenie. I ważne: nie śmierdzi chińskim plastikiem!",positive,4.0
"ekspres jest łatwy w obsłudze, kawa rewelacyjna",positive,5
"Bez żadnych zastrzeżeń. Cicha i sprawna praca, a kawka wychodzi pyszna",positive,4.0
"Eksperes działał przez rok bez zarzutów. Przed koncem gwarancji zaczeły się problemy: z ekspresu cieknie, woda, zatykają się sitka, podczas parzenia kawy pęknął uchwyt mocujący sitko do ekspresu, tacka na filiżanki grzeje według własnego uznania.",negative,2.0
"Długo szukałem ekspresu i uznałem, że jest najlepszy do ceny około 1000zł, a kosztuje połowę mniej. Myślę, że się nie pomyliłem - ekspres wygląda super, robi świetną kawę (w zależności od jakości wsypanej kawy), błyskawicznie spienia mleko, ma ciekawe dodatkowe funkcje.",positive,5
Produkt sprawuje się rewelacyjnie. Tacka ociekowa jest plastikowa tak że nic nie zardzewieje.,positive,4.0
"Ekspresik super, kawka pyszna( oczywiście z dobrej kawy, najlepiej świeżo mielonej) z gęstą i długo utrzymującą się pianką. Wgląd ekspresu sugeruje jakby kosztował  3 razy tyle. Do tego świetnie spienia mleko.",positive,5
"Ekspres jak był nowy to działał. W miarę upływu czasy pokrętło działało coraz gorzej, dodatkowo tacka dostała przebarwień i pęcherzy tak jakby się utleniałą. Wszystko to działo się mimo cyklicznego odkamieniania zalecanymi przez producenta środkami. Oddałem ekspres do serwisu wymieniony zostal cały zawór oraz tacka. Po około 3 miesiącach cała sytuacja się powtórzyła. Nie polecam. PS. Pan z serwidu powiedział mi że wszystkie produktu zelmera z literą w modelu są produkowane w chinach i jest to totalna tandeta. Polecał z kolei te bez liter bo są one produkowane wyłącznie w polsce.",negative,1.0
Rewelacyjny express o niepowtarzalnym designie i łatwości i szybkości obsługi,positive,5
"Nie wpadłam w zachwyt, ale jest to mój pierwszy ekspres cisnieniowy i nie mam porównania. W kazdym razie kawa wychodzi bardzo dobra i cudownie spieniona.",positive,4.0
Jestem zadowolony . Jakość wykonania bardzo dobra . Wysoki stosunek jakości do ceny .,positive,5
"Długo się wahałem przed zakupem; czytałem opinie itd. Nie jestem ""kawofiem"" i jak dla mnie w tej cenie, ekspres jest ok.
Kawa pyszna!",positive,4.0
"A mnie nie denerwuje to, że podgrzewacz do filiżanek jest cały czas ciepły. Zawsze tam leżą  2 filiżanki i jak ma ochotę robić kawę to zawsze mam ciepły kubeczek. Wyłącza się to podgrzewanie samo jeżeli przez całą dobę nie robię kawy.Kawa jest pyszna, można też używać kawę w saszetkach. Za taką cenę jest naprawdę super.",positive,5
"Ekspres natychmiast po uruchomieniu nadawał się do reklamacji ponieważ ciekła z niego woda. w serwisie usterka szybko została usunięta przyczyną była niesprawna pompa.Po naprawie ekspres działa bez zarzutu,jest cichy, szybko się nagrzewa, doskonale spienia mleko, jest prosty w obsłudze,po wyjęciu tacki ociekowej można korzystać z wysokich kubeczków. Polecam!",positive,5
"prosty intuicyjny ekspres, żeby zrobić dobrą kawę trzeba dojść do wprawy. trochę marnej jakości plastiki ale w tej cenie to i tak rewelacja. jedyne czego brakuje to możliwość wyłączenia podgrzewania filiżanek",positive,4.0
"ok.,,",negative,3.0
Bardzo ciekawa propozycja za nie wielką cenę. Cichy i przyjemny w obsłudze. Polecam!!!,positive,4.0
"Produkt ładny z wyglądu, robi dobrą kawę, trochę głośny ale nie spotkałem jeszcze ekspresu który by nie hałasował. cóż więcej mogę dodać, dla zwykłego wypijacza kawy dobry produkt w dobrej cenie.",positive,4.0
"Do kupna ekspresu szykowałem się już jakiś czas miał być innej firmy ale do tego modelu zelmera przekonały mnie opinie użytkowników i własne spostrzeżenia. Poprzedni ekspres tańszy Saeco po 4 latach przestał robić dobrą kawę.W firmie mam Saeco odea giro z młynkiem i robi rewelacyjną kawę ale cena i gabaryty go wykluczyły, poza tym był raz wymieniony na nowy i dwa razy w naprawie w pierwszym miesiącu użytkowania. Tak więc dla czego 13Z012 bo jak piszą inni jest mniej awaryjny od 13Z018 (nad którym też się zastanawiałem)i bardziej mi się podoba wizualnie a kawę mielę zewnętrznym młynkiem. Pomijając kilka małych niedociągnięć z których najbardziej denerwująca jest ciągle grzejąca się tacka do podgrzewania filiżanek (ale robię tak jak pisali inni użytkownicy,czyli wyłączam wtyczkę z prądu) to ekspres w tej cenie czyli 426 zł. w morele.net robi dobrą kawę z ekstra pianką i jest w miarę cichy, oraz się szybko nagrzewa po włożeniu wtyczki do gniazdka (przynajmniej szybciej od tych które testowałem).",positive,4.0
przewyzsza jakoscia swoją cene,positive,4.0
Swietny ekspres,positive,4.0
"Jestem zadowolona z ekspresu ,wprawdzie dopiero pierwsze testy ale pozytywne.",positive,4.0
"Łatwy w obsłudze, rewelacyjna cena, godny polecenia, w sam raz na prezent na każdą okazję",positive,5
"solidne wykonanie, przystępna cena. polecam",positive,4.0
"Ekspres super!!łatwa obsługa, bardzo szybko zaparza kawę,bardzo ładnie wygląda.Polecam.",positive,5
"Wszystko pozytywnie, produkt spelnia moje oczekiwania",positive,5
Spelnia moje potrzeby:),positive,5
fajny ekspres.  bardzo szybko się nagrzewa kawka jest super pianka polecam. nie jest głośny zajmuje mało miejsca.,positive,5
ok :),positive,4.0
Mam go dopiero 2 dni i jak narazie jestem zadowolony. Naprawdę szybko sie nagrzewa i cicho pracuje. Fajne jest to iż można podstawić naprawdę wysoki kubek.,positive,4.0
"Bardzo dobry prtodukt!
Łatwy w obsłudze. Parzy doskonałą kawę. Polecam!",positive,4.0
"Działa bez zarzutu, trzeba cierpliwie dobrać rodzaj kawy oraz dawkowanie i suuuper kawa gotowa. Zdarza się czasami,że podczas wyjmowania uchwytu sitka sitko pozostaje przy ekspresie. Mały zonk :)",positive,4.0
Mam go od 3 dni to jest zbyt krótko aby wyrazić jakąś konkretną opinię. Jest to mój pierwszy ekspres ciśnieniowy i nie mam skali porównawczej. Na razie spełnia moje oczekiwania. Kawa z niego smakuje rewelacyjnie. Zaparzenie trwa kilka chwil. Oczyszczenie ekspresu po zaparzonej kawie łatwe i trwa momencik. Przy zakupie sugerowałem się opiniami innych urzytkowników na www.skapiec.pl i www.ceneo.pl i w innych różnych sklepach. Na dzień dzisiejszy ekspres polecam smakoszom dobrej kawy.,positive,4.0
Bardzo dobry ekspres do domu.Łatwa obsługa i czyszczenie.Bardzo szybko zaparza kawę.Cena naprawdę warta tego produktu.,positive,5
"Kawa pyszna, pianka smaczna:) Mam jedank pytanie dotyczące trybu STANDBY.. Kiedy on się włącza? bo u mnie po zaparzeniu kawy i wyłączeniu przyciskiem ""włącz/wyłącz nie zaświeca się ten tryb..",positive,4.0
"ok tani,",positive,4.0
"mam ekspres miesiąc i jak na razie w porządku. Kawa jest pyszna, z pianka, spieniacz do mleka działa super. Może faktycznie trochę głośno chodzi ale uważam że za takie pieniądze ekspres jest godny polecenia.",positive,4.0
Dobry ekspres ciśnieniowy za rozsądne pieniądze.,positive,4.0
"Jak na razie bez zarzutów. Przy parzeniu kawy 2x dziennie zbędna jest funkcja podtrzymywania tempratury, szkoda prądu. Miałem krupsa z wyższej półki i w porownaniu z zelmerem wypada blado, zwłszcza że popsuł się po 25 miesiącach. Mam nadzieję, że zelmer wytrzyma dłużej. No i to co wszyscy zachwalają: super spienia mleko.",positive,4.0
produkt bardzo dobrej jakosci i dobrej cenie,positive,5
"Polecam wszystkim. Kawka bardzo dobra.
Prosty i szybki w obsłudze.",positive,5
"Ekspres mam od ponad miesiąca, użytkowany 2 razy dziennie. Sprawdza się idealnie. 
Opinie o tym, że głośno działa są naprawdę mocno przesadzone. Kawę robi doskonałą, mleko pieni się łatwo. 
Ogromną zaletą jest dzbanuszek do mleka.
Osobiście nie korzystam kompletnie z funkcjo podgrzewania filiżanek, po prostu odłączam ekspres z prądu po użyciu. Ponieważ ekspres i tak jest wyłączony przez większośc dnia, dlatego nie przeszkadza mi to, że zegar się rozprogramowuje po każdym wyłączeniu z prądu.
Nie wiem tylko z czego wynika fakt, że po zapażeniu kawy i zdjęciu kolby z głowicy kawa w sitku nie jest wyschnięta na wiór, a ma konsystencję błota. Czytałam już różne komentarze w tej sprawie i niestety mocniejsze ubijanie kawy w sitku nie pomaga. Niemniej, nie umniejsza to w niczym zasług ekspresu, który szczerze polecam.",positive,5
Ma to co powinien mieć ekspres do kawy. Dla mnie w zupełności wystarcza.,positive,4.0
"ok, mogę polecić",positive,4.0
dobra jakość w niskiej cenie,positive,4.0
Ekspres robi naprawdę bardzo dobrą kawę .Dobrze spienia mleko .Narazie jestem bardzo zadowolony.,positive,4.0
"Ekspres bardzo ładny, intuicyjna obsługa, bardzo dobra kawa. Najlepszy produkt w tym segmencie. 
Jedyny problem to kapiąca woda z głowicy przy spienianiu mleka.. ale może wszystkie tak mają. ..i to ciągłe podgrzewanie górnej płyty, przez co trzeba odłączać ekspres od sieci.
Ale ogólnie jestem bardzo zadowolony z zakupu i polecam, a znakomita kawa robi furorę wśród znajomych.",positive,5
drugi tydzień użytkowania i jestem bardzo zadowolony,positive,4.0
"działa rewelacyjnie, nic dodać nic ująć
polecam, kawa przepyszna",positive,4.0
Super expres polecam każdemu!,positive,5
"Ekspres w pełni spełnia moje oczekiwania. Przyrządza pyszne espresso. Ładnie wygląda i niewiele kosztuje. Nic się nie psuje (jak do tej pory) i wcale nie jest taki głośny jak niektórzy opisują. Mam jedynie problem ze spienianiem mleka, ale tego trzeba się nauczyć :)",positive,4.0
"Polecam gorąco ekspres ZELMER. W pełni zgadzam się z wcześniejszymi opiniami na temat jego wyglądu, funkcjonalności, prostoty obsługi, itp. Jestem nim oczarowana!",positive,5
Polecam wszystkim zarówno sklep jak i produkt. Ekspres parzy super kawę i naprawdę jego obsługa jest samą przyjemnością.,positive,5
"fajny ekspres w dobrej cenie. jakościowo w porządku, jak przystało na zelmera. głośny tez niejest za bardzo wiec ok. idealna rownowaga pomiedzy ceną a oczekiwaniami.",positive,5
"ekspres jest cichy w użyciu,wszystko dokładnie jest opisane w szczegłowej instrukcji która ma obrazy z poszczególnych czynności.Kawę każdy zrobi sam nawet jeśli kupił po raz pierwszy ekspres do kawy.Jest godny polecenia.",positive,5
"instrukcja jest czytelna i zrozumiała do tego są rysunki poszczególnych faz realizacji kawy.Ekspres chodzi cicho,nic nie skacze kawa smaczna .",positive,5
Ekspres super. polecam wszystkim wielbicielom/kom kawy.,positive,5
"Bardzo sympatyczny express do kawy,jak na cenę tego produktu ilość funkcji i jakość parzonej kawy jest rewelacyjna (w smaku nie odbiega znacząco od kaw parzonych w expresach z wyższej półki).Bardzo dobrze spienia mleko.
Wygląd-bardzo estetyczny,express zgrabny i malutki.Jesli ktoś nie chce wydawać więćej niż 1000zl na express a mimo to mieć na prawde przyzwoity produkt-POLECAM!",positive,5
"ekspres rewelacja, robi pyszna kawe.jedynym minusem jest brak wylaczania grzania plyty na gorze ekspresu.",positive,5
"Prosta obsługa, szybkość, jestem zadowolony. Cena w sklepie elektro.pl rewelacyjna - oszczędziłem 200 zł!",positive,4.0
"Ekspres ładnie się prezentuje. Najważniejsze,że jest ze stali nierdzewnej(a nie z plastiku). Cena nie przeraża,a kawusia jest przepyszna i doskonale spienia mleko.",positive,4.0
"Kupiłam ekspresik kilka dni temu; zanim jednak to zrobiłam spędziłam kilkanaście dni na szperaniu w necie na temat wieluuu ekspresów. Wybór padł na Zelmera Maestro. Choć zrobiłam dopiero kilka kaw (pysznych zresztą)- wszystko zależy oczywiście od rodzaju samej kawy- jestem bardzo zadowolona z tego wyboru - pierwsze wrazenie liczy się przecież równie ważnie jak dalsze użytkowanie.
Jedyny minus to ta płyta do filiżanek, do użytku domowego rzeczywiście zbędne.",positive,5
"Sami zobaczcie, czy ta poranna kawusia nie wygląda zachęcająco?",positive,5
"Ekspres za tę cenę naprawdę super! świetny wygląd, prosta obsługa.  Dzięki funkcji ""spieniacza"" można zrobić naprawdę super kawę! Podgrzewanie filiżanek mało funkcjonalne!  POLECAM",positive,5
"Ekspres za tą cenę naprawdę super! świetny wygląd, prosta obsługa i przygotowuję naprawdę super kawę! podgrzewanie filiżanek mało funkcjonalne! w kwestii ""spieniacza"" jak tylko nabierze się troszkę doświadczenia świetna sprawa! POLECAM",positive,4.0
plamki rdzy na tacce ociekowej ,positive,4.0
"Kawa z tego ekspresu świetnie smakuje. Na początku mieliśmy z żoną problemy ze spienianiem mleka, ale to tylko kwestia wprawy. Nasi goście są zachwyceni podawaną przez nas kawą. Ekspres zbudowany jest z solidnych materiałów, bardzo ładnie prezentuje się w kuchni. ",positive,4.0
"Bardzo ładny wygląd ekspresu , przystępna cena. Kawa wychodzi  bardzo dobra, spienianie mleka ok. Ekspres  jest kompatybilny z saszetkami ese.Poza tym kawę można parzyć nie tylko w małych filiżankach- mieszczą się też większe kubki.",positive,4.0
Bardzo dobry produkt w tej cenie. Bardzo dobra kawa (pod warunkiem użycia kawy dobrego producenta). Dosyc latwy w obsłudze.,positive,4.0
"Kawa po prostu rewelka! I ta pianka! Nawet co niektóre kawiarnie się nie umywają, serwując to, co nazywają kawą, w porównaniu do napoju, który wydobywa się z tego urządzenia o relatywnie niskiej cenie jak na jego zaspokajające podniebienie możliwości.",positive,5
Mam go już rok i naprawdę za tą cene go kupić i użytować. Niejestem znawcą kawy ale mi się wydaje ze naprawdę robi świetną kawę choć wszystko zależy od kawy.  Jedyna wada jaką zauważyłem to to że może dtoszkę głośno czasmi chodzi Polecam w końcu co polskie to dobre ,positive,4.0
