detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
positive,positive,"[wnętrze, gość, zadowolony]","[przepiękne, eleganckie, wnętrze, wszędzie, unosi, się, zapach, świeżych, róż, jedzenie, znakomite, polecam, sezonowe, specjały, które, kelner, pięknie, zaprezentuje, jeszcze, przed, podaniem, obsługa, na, najwyższym, poziomie, kelner, proponuje, degustację, wina, i, zadba, o, to, by, gość, wyszedł, w, pełni, zadowolony, i, przy, tym, wszystkim, nie, jestwięcej]",5.0,0.05555555555555555,"Przepiękne, eleganckie wnętrze, wszędzie unosi się zapach świeżych róż. Jedzenie znakomite, polecam sezonowe specjały, które kelner pięknie zaprezentuje jeszcze przed podaniem. Obsługa na najwyższym poziomie, kelner proponuje degustację wina i zadba o to by gość wyszedł w pełni zadowolony. I przy tym wszystkim nie jest...Więcej",45.0,45.0,3.0
negative,positive,"[piękny, razy]","[najlepsza, super, obsługa, pyszne, jedzenie, super, piękny, ogród, latem, willa, bo, ambasadzie, egiptu, jeżeli, dobrze, pamietam, byłem, kilka, razy, nigdy, sie, nie, zawiodłem]",5.0,-0.028985507246376815,"Najlepsza :) super obsługa pyszne jedzenie super !!!!! Piękny ogród latem , willa bo ambasadzie Egiptu jeżeli dobrze pamietam , byłem kilka razy nigdy sie nie zawiodłem .",28.0,23.0,2.0
positive,positive,"[restauracja, świetny]","[byliśmy, z, rodziną, restauracja, w, pięknej, starej, willi, bardzo, ładne, stylowe, wnętrza, w, gablotach, piękna, porcelana, jedzenie, świetne, bardzo, dobre, przystawki, świetny, królik]",5.0,0.08695652173913043,"Byliśmy z rodziną. Restauracja w pięknej, starej willi. Bardzo ładne, stylowe wnętrza, w gablotach piękna porcelana. Jedzenie świetne, bardzo dobre przystawki, świetny królik.",23.0,23.0,2.0
negative,positive,"[restauracja, sam, raz, mój, gust, dań]","[restauracja, zlokalizowana, w, kamienicy, bardzo, ładnie, zaaranżowane, wnętrza, klasyka, lat, 20, ubiegłego, wieku, w, sam, raz, mój, gust, menu, brzmi, dostojnie, i, wykwintnie, jednak, większość, dań, była, albo, słabo, doprawiona, dzieciom, smakowało, jednakowoż, albo, nie, w, moim, guście, w, każdym, razie, czytając, opisy, w, karciewięcej]",4.0,-0.044444444444444446,"Restauracja zlokalizowana w kamienicy, bardzo ładnie zaaranżowane wnętrza, klasyka lat 20 ubiegłego wieku, w sam raz mój gust. Menu brzmi dostojnie i wykwintnie, jednak większość dań była albo słabo doprawiona (dzieciom smakowało jednakowoż) albo nie w moim guście, w każdym razie czytając opisy w karcie...Więcej",45.0,45.0,6.0
neutral,positive,"[wystrój, miejsce]","[grupa, zagranicznych, gości, z, pewnością, długo, będzie, wspominać, kolację, w, różanej, wystrój, klimat, obsługa, jedzenie, wszystko, na, najwyższym, poziomie, rewelacyjne, miejsce, nie, tylko, na, spotkania, biznesowe, zdecydowanie, powrócę, tam, z, bliskimi, ceny, do, najniższych, nie, nalezą, ale, za, tę, jakość, warto, zapłacić, każdą, złotówkę]",5.0,0.0,"Grupa zagranicznych gości z pewnością długo będzie wspominać kolację w Różanej: wystrój, klimat, obsługa, jedzenie- wszystko na najwyższym poziomie. Rewelacyjne miejsce nie tylko na spotkania biznesowe, zdecydowanie powrócę tam z bliskimi. Ceny do najniższych nie nalezą, ale za tę jakość warto zapłacić każdą złotówkę.",44.0,44.0,2.0
positive,positive,"[miła, wystrój, świetny, wystrój, dobry]","[obsługa, bardzo, miła, wystrój, świetny, jedzenie, dobre, obsługa, 1010, wystrój, 1010, jedzenie, 8510, był, to, bardzo, dobry, wybór, na, kolację, z, okazji, zaręczyn, polecam]",5.0,0.20555555555555557,"Obsługa bardzo miła :-), wystrój świetny, jedzenie dobre.
Obsługa 10/10, wystrój 10/10, jedzenie 8,5/10.
Był to bardzo dobry wybór na kolację z okazji zaręczyn. Polecam :-)",26.0,24.0,5.0
negative,positive,"[średni, wystrój]","[rosół, średni, ale, reszta, rewelacja, bardzo, profesjonalna, obsługa, i, do, tego, mówiąca, po, angielsku, im, dłużej, siedziałem, tym, bardziej, przemawiał, do, mnie, wystrój, restauracji, przepiękne, świeże, kwiaty]",4.0,-0.018518518518518517,"Rosół średni ale reszta rewelacja . Bardzo profesjonalna obsługa i do tego mówiąca po angielsku . Im dłużej siedziałem , tym bardziej przemawiał do mnie wystrój restauracji . Przepiękne świeże kwiaty !",32.0,27.0,2.0
neutral,positive,[],"[piekne, wnetrze, prawdziwa, elegancja, krochmalone, obrusysrebrne, swiecznikistylowe, meble, jedzenie, znakomite, pieknie, podane, troszke, drogo]",4.0,0.0,"Piekne wnetrze, prawdziwa elegancja.
Krochmalone obrusy,srebrne swieczniki,stylowe meble...
Jedzenie znakomite, pieknie podane.
Troszke drogo:)))",14.0,14.0,0.0
positive,positive,"[ten, styl, restauracja, marzenie]","[nigdy, się, nie, rozczarowałam, tym, miejscem, uwielbiam, ten, styl, podania, obsługę, restauracja, zachwyca, wystrojem, i, formą, podania, potraw, kaczka, marzenie]",4.0,0.1,"Nigdy się nie rozczarowałam tym miejscem. Uwielbiam ten styl podania, obsługę . Restauracja zachwyca wystrojem i formą podania potraw. Kaczka .....marzenie",21.0,20.0,4.0
positive,positive,"[miejsce, cudowny]","[przepiękne, miejsce, cudowny, klimat, jedzenie, przepyszne, polecam, kaczkę, desery, cudne, a, obsługa, naprawdę, na, wysokim, poziomie, polecam, jak, najbardziej]",5.0,0.045112781954887216,"Przepiękne miejsce, cudowny klimat. Jedzenie przepyszne- polecam kaczkę :), desery cudne. A obsługa naprawdę na wysokim poziomie.
Polecam jak najbardziej.",20.0,19.0,2.0
positive,positive,"[bogaty, wystrój, bez, ten]","[restauracje, charakteryzuje, bogaty, w, różnego, rodzaju, bibeloty, wystrój, co, nieco, przytłacza, obsługa, nienaganna, profesjonalna, potrafiąca, doradzić, zarówno, w, wyborze, potraw, jak, i, trunków, jedzenie, typowo, polskie, bez, specjalnych, achów, i, ochów, ceny, jak, na, ten, poziom, ciut, za, wysokie]",4.0,0.041025641025641026,"Restauracje charakteryzuje bogaty w różnego rodzaju bibeloty wystrój, co nieco przytłacza. Obsługa nienaganna, profesjonalna, potrafiąca doradzić zarówno w wyborze potraw jak i trunków. Jedzenie typowo polskie, bez specjalnych achów i ochów. Ceny jak na ten poziom ciut za wysokie.",39.0,39.0,4.0
negative,positive,[nikt],"[pyszne, jedzenie, obsługa, na, najwyższym, poziomie, zawsze, uśmiechnięta, i, pomocna, w, wyborze, dania, wspaniale, zaaranżowany, ogród, byliśmy, latem, stoliki, w, idealnej, odległości, od, siebie, nikt, nikomu, nie, przeszkadzał, w, rozmowie, czy, posiłku, przepyszna, beza, z, likierem, szczerze, polecam]",5.0,-0.05263157894736842,"Pyszne jedzenie, obsługa na najwyższym poziomie ( zawsze uśmiechnięta i pomocna w wyborze dania), wspaniale zaaranżowany ogród (byliśmy latem) stoliki w idealnej odległości od siebie - nikt nikomu nie przeszkadzał w rozmowie czy posiłku. Przepyszna beza z likierem. Szczerze polecam!",40.0,38.0,1.0
neutral,positive,[kuchnia],"[polska, kuchnia, w, najlepszym, wydaniu, bardzo, przyjemne, wnetrza, duzo, swiezych, kwiatow, wieczorem, muzyka, na, zywo, obsluga, rewelacja, goraco, polecam]",5.0,0.0,Polska kuchnia w najlepszym wydaniu. Bardzo przyjemne wnetrza. Duzo swiezych kwiatow. wieczorem muzyka na zywo. Obsluga rewelacja. Goraco polecam.,19.0,19.0,1.0
neutral,positive,[ku],"[wybralismy, tą, restaurację, poniewaz, nasi, znajomi, z, usa, chcieli, skosztować, tradycyjnej, polskiej, kuchni, zamiast, do, sieciowych, pierogarni, zabralismy, ich, do, urzekającej, wystrojem, restauracji, polskiej, różana, obawialismy, sie, czy, kelnerzy, sprostają, obsłudze, w, angielskim, prosto, z, florydy, jednak, ku, naszemu, zdziwieniu, i, wielkiej, uciesze, spisali, sięwięcej]",5.0,0.0,"Wybralismy tą restaurację, poniewaz nasi znajomi z USA chcieli skosztować tradycyjnej polskiej kuchni. Zamiast do sieciowych pierogarni zabralismy ich do urzekającej wystrojem restauracji Polskiej Różana. Obawialismy sie czy kelnerzy sprostają obsłudze w angielskim prosto z Florydy, jednak ku naszemu zdziwieniu i wielkiej uciesze spisali się...Więcej",45.0,45.0,1.0
neutral,positive,[restauracja],"[restauracja, jak, zwykle, zachwyca, szczegółami, wystroju, i, ciekawym, menu, wyśmienite, potrawy, przepyszne, desery, wszystko, serwowane, przez, kompetentnych, kelnerów, miło, czysto, przyjemnie, i, smacznie, polecam, szczególnie, tatara, wołowego, i, polędwice]",5.0,0.0,"Restauracja jak zwykle zachwyca szczegółami wystroju i ciekawym menu. Wyśmienite potrawy, przepyszne desery, wszystko serwowane przez kompetentnych kelnerów. Miło, czysto, przyjemnie i smacznie. Polecam szczególnie tatara wołowego i polędwice.",29.0,29.0,1.0
positive,positive,"[piękny, wystrój, restauracja]","[morze, świeżych, tulipanów, wszędzie, piękny, wystrój, restauracja, zarówno, biznesowa, jak, i, rodzinna, romantyczna, mnóstwo, zakamarków, gdzie, można, poczuć, się, jakby, się, było, tam, samemu, obsługa, dyskretna, i, bardzo, profesjonalna, doradza, doskonałe, jedzenie, od, przystawki, do, deseru]",5.0,0.037037037037037035,"Morze świeżych tulipanów wszędzie, piękny wystrój. Restauracja zarówno biznesowa jak i rodzinna, romantyczna, mnóstwo zakamarków gdzie można poczuć się jakby się było tam samemu. Obsługa dyskretna i bardzo profesjonalna, doradza. Doskonałe jedzenie od przystawki do deseru.",36.0,36.0,3.0
negative,positive,"[miejsce, kuchnia, poza, pan]","[fenomenalne, miejsce, najlepsza, kuchnia, jaką, kiedykolwiek, jadłam, poza, domem, moich, rodziców, kaczka, rozpływa, się, w, ustach, obsługa, brak, słów, pan, manager, najwyższy, poziom, obsługi, klinetów]",5.0,-0.04,Fenomenalne miejsce. Najlepsza kuchnia jaką kiedykolwiek jadłam - poza domem moich rodziców:) Kaczka rozpływa się w ustach. Obsługa - brak słów. Pan manager - najwyższy poziom obsługi klinetów.,28.0,25.0,4.0
negative,positive,"[razy, ja, restauracja, cielęcina]","[jednym, słowem, rewelacja, byłem, już, kilkanaście, razy, w, różanej, i, w, końcu, postanowiłem, ja, ocenić, dla, mnie, w, skali, od, 1, do, 10, to, 11, prawdziwa, polska, restauracja, serwująca, przepyszne, dania, zaczynajac, od, gorących, przystawek, pierożków, z, cielęcina, nereczek, naleśników, z, szyjkami, rakowymiwięcej]",5.0,-0.09302325581395349,"Jednym słowem rewelacja Byłem już kilkanaście razy w Różanej i w końcu postanowiłem ja ocenić Dla mnie w skali od 1 do 10 to 11. Prawdziwa Polska restauracja serwująca przepyszne Dania Zaczynajac od gorących przystawek pierożków z cielęcina , nereczek , naleśników z szyjkami rakowymi...Więcej",45.0,43.0,4.0
neutral,positive,[atmosfera],"[zarówno, jedzenie, atmosfera, jak, i, obsługa, na, najwyższym, poziomie, dania, wyśmienite, zdecydowanie, polecam, z, pewnością, bedę, częstym, gościem]",5.0,0.0,"Zarówno jedzenie, atmosfera jak i obsługa na najwyższym poziomie. Dania wyśmienite. Zdecydowanie polecam. Z pewnością bedę częstym gościem! :-)",19.0,18.0,1.0
neutral,positive,[restauracja],"[było, przepysznie, polecamy, naleśniki, z, rakami, jest, to, bardzo, ekskluzywna, restauracja, aczkolwiek, warta, swojej, ceny, kto, jeszcze, tu, nie, był, musie, się, tu, znaleźć, jak, najszybciej]",5.0,0.0,Było przepysznie! Polecamy naleśniki z rakami :) Jest to bardzo ekskluzywna restauracja aczkolwiek warta swojej ceny. Kto jeszcze tu nie był musie się tu znaleźć jak najszybciej :),28.0,26.0,1.0
negative,positive,"[nic, nic]","[nic, dodać, nic, ująć, jedzenie, smaczne, obsługa, na, poziomie, jak, to, jedzenie, pachnie, wyśmienicie, pysznie]",5.0,-0.26666666666666666,"Nic dodać nic ująć, jedzenie smaczne obsługa na poziomie !!! Jak to jedzenie pachnie wyśmienicie pysznie ;)",17.0,15.0,2.0
positive,positive,"[dobry, ciekawy, ziołowy, wielkość, intensywny]","[tatar, dobry, zamiast, z, łososia, podali, z, wołowiny, dodatki, zbalansowane, ciekawy, serek, ziołowy, jako, dodatek, wielkość, niezadowalająca, 610, nerki, bdobre, świeże, w, całości, jedna, konsystencja, no, ale, to, danie, do, bistro, z, piwem, podane, w, rondlu, intensywny, czosnek, 55, ocena, wg, bistrowięcej]",3.0,0.12936507936507938,"Tatar - dobry, (zamiast z łososia podali z wołowiny) dodatki zbalansowane, ciekawy serek ziołowy jako dodatek wielkość niezadowalająca, 6/10
Nerki - b.dobre, świeże, w całości jedna konsystencja no ale to danie do bistro z piwem, podane w rondlu ! intensywny czosnek 5/5 (ocena wg. bistro...Więcej",45.0,42.0,5.0
positive,positive,"[miły, miła, pan, ten, restauracja]","[byłem, tam, na, jesień, 2015, miły, lokal, na, spotkania, biznesowe, miła, obsługa, pan, kelner, przyniósł, koszyk, z, rydzami, i, w, ten, sposób, nas, zachęcił, do, ich, zjedzenia, polecam, ceny, niestety, wysokie, restauracja, na, okazje, słabo, z, miejscem, parkingowym, w, okolicy]",4.0,0.06666666666666667,Byłem tam na jesień 2015. Miły lokal na spotkania biznesowe. Miła obsługa. Pan kelner przyniósł koszyk z rydzami i w ten sposób nas zachęcił do ich zjedzenia....:). Polecam. Ceny niestety wysokie. Restauracja na okazje. Słabo z miejscem parkingowym w okolicy,40.0,40.0,5.0
positive,positive,[miła],"[przepyszna, kaczka, doskonałe, faworki, i, mega, tort, bezowy, w, ładnym, miejscu, miła, obsługa, dobra, lokalizacja, doskonała, herbata, w, cudacznym, dzbanki]",5.0,0.1,"Przepyszna kaczka, doskonałe faworki i mega tort bezowy. W ładnym miejscu, miła obsługa. Dobra lokalizacja, doskonała herbata w cudacznym dzbanki.",20.0,20.0,1.0
negative,positive,"[wystrój, gra, móżdżek, cielęcy]","[różana, to, zdecydowanie, jedna, z, najbardziej, ekskluzywnych, restauracji, w, warszawie, mieści, się, w, jednopiętrowy, domu, o, gustowny, wystrój, i, atmosferze, na, parterze, gra, na, żywo, pianista, kelnerzy, niezwykle, sympatyczni, i, profesjonalni, jedzenie, pyszne, polecamy, zwłaszcza, móżdżek, cielęcy, naleśniki, z, rakami, i, kaczkę, z, pieca, cenywięcej]",5.0,-0.03333333333333333,"Różana to zdecydowanie jedna z najbardziej ekskluzywnych restauracji w Warszawie. Mieści się w jednopiętrowy domu o gustowny wystrój i atmosferze. Na parterze gra na żywo pianista, kelnerzy niezwykle sympatyczni i profesjonalni. Jedzenie pyszne, polecamy zwłaszcza móżdżek cielęcy, naleśniki z rakami i kaczkę z pieca. Ceny...Więcej",45.0,45.0,4.0
positive,positive,"[restauracja, dobry, obłędny]","[restauracja, oferuje, dania, polskie, bardzo, smacznie, fachowa, obsługa, bardzo, dobry, wybór, win, oraz, pyszne, i, piękne, desery, obłędny, żurek, ceny, stosunkowo, wysokie, jednak, polecam, warto]",5.0,0.010666666666666668,"Restauracja oferuje dania polskie. Bardzo smacznie, fachowa obsługa, bardzo dobry wybór win oraz pyszne i piękne desery. Obłędny żurek. Ceny stosunkowo wysokie, jednak polecam - warto.",26.0,25.0,3.0
positive,positive,"[wystrój, odpowiedni, spójny, odpowiednio]","[lokal, położony, w, dobrym, miejscu, z, dala, od, gwarnej, ulicy, problemem, jest, brak, wolnych, miejsc, parkingowych, w, okolicy, wystrój, lokalu, tworzy, odpowiedni, i, spójny, klimat, porcje, posiłków, odpowiednio, dobrane, jedzenie, smaczne, i, estetycznie, podane, przerwy, pomiędzy, grą, na, pianinie, przerywane, muzyką, która, niewięcej]",4.0,0.02713178294573643,"Lokal położony w dobrym miejscu - z dala od gwarnej ulicy. Problemem jest brak wolnych miejsc parkingowych w okolicy.
Wystrój lokalu tworzy odpowiedni i spójny klimat.
Porcje posiłków odpowiednio dobrane - jedzenie smaczne i estetycznie podane.
Przerwy pomiędzy grą na pianinie przerywane muzyką, która nie...Więcej",45.0,43.0,4.0
neutral,positive,"[wrażenie, bez]","[jako, że, gościliśmy, z, mężem, i, córką, w, stolicy, postanowiłam, na, walentynki, zaprosić, rodzinę, do, różanej, po, bardzo, dobrych, recenzjach, spodziewałam, się, wow, niestetymiałam, wrażenie, ze, obsługa, traktuje, pozostałych, gości, bardziej, życzliwie, niż, nas, ale, może, to, tylko, moje, odczuciajedzenie, średnie, żurek, bez, jajka, kiełbasawięcej]",3.0,0.0,"Jako że gościliśmy z mężem i córką w Stolicy, postanowiłam na Walentynki zaprosić rodzinę do Różanej. Po bardzo dobrych recenzjach spodziewałam się wow! Niestety...Miałam wrażenie ze obsługa traktuje pozostałych gości bardziej życzliwie niż nas ale może to tylko moje odczucia...Jedzenie średnie. Żurek bez jajka, kiełbasa...Więcej",45.0,45.0,2.0
positive,positive,"[miła, fakt, restauracja]","[fortepianowa, muzyka, na, żywo, świetne, jedzenie, tak, delikatnego, śledzia, dawno, nie, jadłem, i, miła, obsługa, sprawiają, że, chce, się, wracać, fakt, faktem, że, restauracja, nie, należy, do, najtańszych, ale, za, taką, ucztę, smaków, naprawdę, warto, zapłacić, nawet, wysoką, cenę]",5.0,0.05128205128205128,"Fortepianowa muzyka na żywo, świetne jedzenie (tak delikatnego śledzia dawno nie jadłem) i miła obsługa sprawiają, że chce się wracać. Fakt faktem, że restauracja nie należy do najtańszych, ale za taką ucztę smaków naprawdę warto zapłacić nawet wysoką cenę.",39.0,39.0,3.0
negative,positive,"[nikt, doskonały]","[obsługakuchniaklimatwystrójniezmiennie, na, wysokim, poziomie, to, jedno, z, nielicznych, miejsc, w, warszawiegdzie, można, spróbować, polskich, potraw, w, najlepszym, wydaniu, a, wszystko, w, cudownej, willi, jaka, cudem, przetrwała, wojnę, jedyne, co, bym, poprawił, to, karta, winale, cóż, nikt, nie, jest, doskonały]",5.0,-0.020512820512820513,"Obsługa,kuchnia,klimat,wystrój:niezmiennie na wysokim poziomie. To jedno z nielicznych miejsc w Warszawie,gdzie można spróbować polskich potraw w najlepszym wydaniu. A wszystko w cudownej willi , jaka cudem przetrwała wojnę. Jedyne, co bym poprawił ,to karta win....Ale cóż nikt nie jest doskonały!",40.0,39.0,2.0
positive,positive,"[miła, wystrój, miejsce]","[polecam, tę, restaurację, jedzenie, było, bardzo, smaczne, obsługa, bardzo, miła, wystrój, przyjemny, świetne, miejsce, na, wypoczynek, jak, najbardziej, za]",5.0,0.10526315789473684,"Polecam tę restaurację, jedzenie było bardzo smaczne, obsługa bardzo miła, wystrój przyjemny. Świetne miejsce na wypoczynek, jak najbardziej za! ;)",20.0,19.0,3.0
neutral,positive,[kuchnia],"[wszystko, na, bardzo, wysokim, poziomie, jedzenie, bardzo, dobre, polska, kuchnia, kelnerzy, sa, dobrze, wyszkoleni, i, bardzo, pomocni, wystroj, przyuroczy, z, deserow, beza, jest, boska]",5.0,0.0,Wszystko na bardzo wysokim poziomie. Jedzenie bardzo dobre. Polska kuchnia. Kelnerzy sa dobrze wyszkoleni i bardzo pomocni. Wystroj przyuroczy. Z deserow beza jest boska!!!!,24.0,24.0,1.0
negative,positive,"[bez, jeden, ubrany, jeden, gotowy]","[różaną, odwiedziliśmy, bo, była, pierwsza, na, tripadvisorze, nie, żałujemy, poszliśmy, na, tak, zwaną, pałę, bez, rezerwacji, oczywiście, okazało, się, że, nie, ma, miejsc, jednak, jeden, z, kelnerów, a, może, menadżerów, sali, był, ubrany, inaczej, niż, większość, powiedział, że, jeden, stolik, jest, gotowy, do, rachunku, więcwięcej]",5.0,-0.022222222222222223,"Różaną odwiedziliśmy, bo była pierwsza na TripAdvisorze. Nie żałujemy. Poszliśmy na tak zwaną pałę, bez rezerwacji. Oczywiście, okazało się, że nie ma miejsc. Jednak jeden z kelnerów (a może menadżerów sali? był ubrany inaczej niż większość) powiedział, że jeden stolik jest gotowy do rachunku więc...Więcej",45.0,45.0,5.0
negative,positive,"[miejsce, razy, czas]","[cóż, moge, napisać, miejsce, w, którym, byłam, juz, kilka, razy, i, jak, do, tej, pory, nie, zawiodłam, sie, mam, nadzieje, ze, tak, pozostanie, jedzenie, przepyszne, obsługa, na, najwyższym, poziomie, chyba, juz, czas, na, odwiedziny]",5.0,-0.058823529411764705,"Cóż moge napisać, miejsce w którym byłam juz kilka razy i jak do tej pory nie zawiodłam sie. Mam nadzieje ze tak pozostanie. Jedzenie przepyszne, obsługa na najwyższym poziomie. Chyba juz czas na odwiedziny :)",35.0,34.0,3.0
negative,positive,"[niewielki, razy, dań]","[jedna, z, najlepszych, restauracji, w, warszawie, eleganckie, wnętrza, zachwycające, kwiaty, w, sali, głównej, bywa, ciasnawo, ale, są, gabinety, i, sale, na, prywatne, spotkania, latem, też, niewielki, ogród, byłym, wiele, razy, i, trudno, powiedzieć, co, jest, moim, ulubionym, daniem, bo, karta, dań, zmienia, się, często, choćwięcej]",5.0,-0.044444444444444446,"Jedna z najlepszych restauracji w Warszawie. Eleganckie wnętrza, zachwycające kwiaty. W sali głównej bywa ciasnawo, ale są gabinety i sale na prywatne spotkania. Latem też niewielki ogród. Byłym wiele razy i trudno powiedzieć, co jest moim ulubionym daniem, bo karta dań zmienia się często. Choć...Więcej",45.0,45.0,3.0
positive,positive,"[ciepły, wytworny, miła, młody, pan]","[do, restauracji, "", różana"", powraca, się, zawsze, z, taka, samą, przyjemnością, jak, za, pierwszym, razem, szalenie, ciepły, i, wytworny, lokal, miła, doświadczona, obsługa, tym, razem, wybrałam, naleśniki, z, rakami, bardzo, smaczne, oraz, domową, cielęcinę, z, marchewką, i, kopytkami, młody, pan, kelner, zaproponował, nam, wspaniałewięcej]",5.0,0.10330578512396693,"Do restauracji "" Różana"" powraca się zawsze z taka samą przyjemnością jak za pierwszym razem. Szalenie ciepły i wytworny lokal, miła, doświadczona obsługa. Tym razem wybrałam naleśniki z rakami - (bardzo smaczne) oraz domową cielęcinę z marchewką i kopytkami. Młody pan kelner zaproponował nam wspaniałe...Więcej",45.0,44.0,5.0
positive,positive,"[miła, atmosfera]","[troszkę, tłoczno, ale, miła, atmosfera, i, dobre, jedzonko, nastrojowa, muzyka, na, żywo, wspaniała, obsługa, mam, nadzieję, wrócić, tam, z, żoną]",5.0,0.1,"Troszkę tłoczno ale miła atmosfera i dobre jedzonko.
Nastrojowa muzyka na żywo.
Wspaniała obsługa, mam nadzieję wrócić tam z żoną.",20.0,20.0,2.0
negative,positive,"[poza, wystrój, bogaty, lekko, delikatny, pełen]","[pierwsze, co, rzuca, się, w, oczy, poza, dobrą, lokalizacją, to, wystrój, bogaty, lecz, nieprzytłaczający, lekko, delikatny, pełen, kwiatów, karta, niedługa, za, to, wyszukana, można, znaleźć, tam, dania, których, się, nie, próbowało, z, tegoż, właśnie, powodu, wybrałam, łosia, i, teraz, to, co, w, restauracjach, najważniejsze, więcej]",4.0,-0.008888888888888887,"Pierwsze co rzuca się w oczy poza dobrą lokalizacją to wystrój. Bogaty, lecz nieprzytłaczający, lekko delikatny, pełen kwiatów. Karta niedługa, za to wyszukana, można znaleźć tam dania, których się nie próbowało. Z tegoż właśnie powodu wybrałam łosia. I teraz to, co w restauracjach najważniejsze -...Więcej",45.0,45.0,6.0
negative,positive,"[restauracja, miły, przystojny, gęś, gęś, poza, ubrany]","[restauracja, jest, elegancko, dekorowana, jest, prawdziwą, muzykę, serwis, jest, miły, i, przystojny, wszytko, smakowało, nam, oprócz, gęś, gęś, była, dobra, tylko, spróbowałem, jelenia, od, mojego, brata, i, to, był, najśmieszniejszym, kawałkiem, mięsa, kiedykolwiek, jadłem, poza, tym, byłym, decydowanie, nieodpowiednio, ubrany, miałem, na, sobie, kangerówkęwięcej]",4.0,-0.06439393939393939,"Restauracja jest elegancko dekorowana, jest prawdziwą muzykę, serwis jest miły i przystojny. Wszytko smakowało nam , oprócz gęś. Gęś była dobra tylko spróbowałem jelenia od mojego brata i to był najśmieszniejszym kawałkiem mięsa kiedykolwiek jadłem! Poza tym, byłym decydowanie nieodpowiednio ubrany. Miałem na sobie kangerówkę...Więcej",45.0,44.0,7.0
neutral,positive,[miejsce],"[często, bywam, w, restauracjach, ta, trzyma, klasę, od, lat, wszystkim, głodnym, bardzo, polecam, radzę, zostawić, miejsce, na, deser, 😊]",5.0,0.0,"Często bywam w restauracjach , ta trzyma klasę od lat. Wszystkim głodnym bardzo polecam. Radzę zostawić miejsce na deser 😊",20.0,19.0,1.0
neutral,positive,"[kolacja, czas]","[wszystko, świeże, smaczne, i, z, gustem, podane, lunch, kolacja, biznesowa, z, murowanym, sukcesem, czas, spędzony, w, gronie, rodzinnym, z, gwarancją, pięknych, wspomnień, polecam]",5.0,0.0,"Wszystko świeże, smaczne i z gustem podane. Lunch, kolacja biznesowa z murowanym sukcesem. Czas spędzony w gronie rodzinnym z gwarancją pięknych wspomnień.
Polecam",23.0,23.0,2.0
positive,positive,"[restauracja, niedzielny, miły]","[elegancka, restauracja, na, niedzielny, obiad, do, jedzenia, przygrywa, na, pianinie, muzykbardzo, miły, dodatek]",5.0,0.05128205128205128,"Elegancka restauracja na niedzielny obiad, do jedzenia przygrywa na pianinie muzyk-bardzo miły dodatek",13.0,13.0,3.0
positive,positive,"[restauracja, wystrój, miła]","[ta, restauracja, wręcz, zaprasza, do, siebie, gości, jej, wystrój, zachwyca, obsługa, bardzo, miła, a, jedzenie, przeeeepyszne, polecam, każdemu]",5.0,0.1111111111111111,"Ta restauracja wręcz zaprasza do siebie gości!!! Jej wystrój zachwyca!! Obsługa bardzo miła, a jedzenie przeeeepyszne!!! Polecam każdemu!!!",18.0,18.0,3.0
neutral,positive,"[miejsce, sytuacja, restauracja]","[to, bardzo, dobre, miejsce, na, oficjalna, kolacje, biznesową, w, restauracji, jest, kilka, pokoi, gwarantujących, intymność, rozmów, pod, warunkiem, że, kelnerzy, nie, będą, nielegalnie, nagrywać, jest, szansa, że, po, skandalu, z, próbą, nagrania, rozmów, dwóch, ministrów, obrony, więcej, taka, sytuacja, się, nie, powtórzy, jednocześnie, restauracja, gwarantujewięcej]",4.0,0.0,"To bardzo dobre miejsce na oficjalna kolacje biznesową. W restauracji jest kilka pokoi gwarantujących intymność rozmów, pod warunkiem, że kelnerzy nie będą nielegalnie nagrywać. Jest szansa, że po skandalu z próbą nagrania rozmów dwóch ministrów obrony więcej taka sytuacja się nie powtórzy. Jednocześnie restauracja gwarantuje...Więcej",45.0,45.0,3.0
positive,positive,"[kuchnia, wnętrze, polski]","[bardzo, dobra, kuchnia, wnętrze, przypominające, eleganckie, domowe, troche, w, stylu, dworek, polski, bardzo, dobra, obsługa]",4.0,0.06666666666666667,Bardzo dobra kuchnia. Wnętrze przypominające eleganckie domowe - troche w stylu dworek polski. Bardzo dobra obsługa.,16.0,15.0,3.0
neutral,positive,[],"[do, tej, restauracji, zabieramy, zawsze, naszych, zagranicznych, gości, zawsze, są, to, kolacje, na, najwyższym, poziomie, smaku, odpowiedniej, atmosfery, i, obsługi, różana, to, klasa, premium, pod, każdym, względem]",5.0,0.0,"Do tej restauracji zabieramy zawsze naszych zagranicznych gości. Zawsze są to kolacje na najwyższym poziomie smaku, odpowiedniej atmosfery i obsługi.
Różana to klasa Premium pod każdym względem.",27.0,27.0,0.0
