detectedEmotion,emotion,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
negative,positive,"[treść, prosta, forma, który, rzecz, on, urzekać, historia, grunt, w, dopiero, wydobywać, głęboki, z, to]",9.0,-0.06666666666666667,"Ta w gruncie rzeczy prosta historia urzeka formą, która to dopiero wydobywa z niej głębszą treść.",16.0,15.0,5.0
positive,positive,"[i, budzić, niepokój, komediodramat, na, uśmiech, twarz, intrygujący, opowieść]",9.0,0.2222222222222222,"Niezwykły komediodramat. Autentycznie intrygująca opowieść, budząca niepokój i uśmiech na twarzy.",11.0,9.0,4.0
negative,positive,"[rozgrywać, dzięki, który, również, aktor, się, głos, świadomość, w, podróż, użyczający, arcydzieło, wrażenie, robić, bohater]",8.3,-0.06666666666666667,"Wizualnie - arcydzieło. Melancholijna podróż, która rozgrywa się w świadomości bohatera, robi wrażenie również dzięki aktorom, użyczającym głosu.",18.0,15.0,6.0
negative,positive,"[dla, szermierka, cenić, ten, emocjonalny, ironia, ubrany, oryginalnie, i, który, szczerość]",8.3,-0.2727272727272727,"Intelektualna szermierka dla tych, którzy cenią oryginalnie ubraną ironię i emocjonalną szczerość.",12.0,11.0,6.0
neutral,positive,"[myślić, nim, się, ale, świetnie, o, lepiej, znacznie, seans, po]",8.3,0.0,"Ogląda się świetnie, ale znacznie lepiej myśli się o nim po seansie.",12.0,10.0,2.0
positive,positive,"[i, kino, smutny, ale, nie, refleksyjny, bardzo, nadzieja, doświadczenie, pozbawić]",8.0,0.1,"Bardzo smutne kino, ale i bardzo refleksyjne, nie pozbawione nadziei. Niecodzienne doświadczenie.",12.0,10.0,1.0
negative,positive,"[duch, a, idea, powiększać, się, życie, ważny, ludzie, nie, bezsensowność, lepiej, szybko, inny, w, względem, być, produktywność, osobisty, dla, nasze, więcej, i, o, my, gdzie, systematyczność, uczucia]",8.0,-0.024691358024691353,"Film o systematyczności i bezsensowności naszego życia, gdzie najważniejsze nie są dla nas osobiste uczucia względem innych ludzi, a powiększająca się produktywność w duchu idei: więcej, szybciej, lepiej.",28.0,27.0,8.0
positive,positive,"[ale, dziać, bo, zawierać, się, scena, najbardziej, jeden, niekomfortowy, być, historia, prawdziwy, łatwy, opar, koszmar, psychodeliczny, kina, rzeczywistość, odbiór, pogodny, w, niesamowicie, z, łóżkowy, opowieść]",8.0,0.012000000000000002,"Nie jest pogodną, łatwą w odbiorze opowieścią, ale psychodelicznym koszmarem dziejącym się w oparach rzeczywistości, zawierającym jedną z najbardziej niekomfortowych, bo niesamowicie prawdziwych, scen łóżkowych w historii kina.",28.0,25.0,7.0
positive,positive,"[swój, okazja, nim, błąd, właściwie, krzepiący, być, prosty, mądry, nie, rozrachunek, a, ostateczny, żaden, popełnić, na, emocjonalny, Kaufman, to, w, przy, wyjątkowo, jednak, po, sposób, opowieść]",8.0,0.038461538461538464,"Kaufman nie popełnił w nim właściwie żadnych błędów - jest to opowieść mądra, na swój sposób jednak w ostatecznym rozrachunku krzepiąca, a przy okazji po prostu wyjątkowo emocjonalna.",28.0,26.0,8.0
positive,positive,"[medium, przykry, współczesny, zjawisko, Kaufman, tylko, nie, łatwie, być, dodatkowy, animacja, nad, głębia, nabierać, refleksja, przyswajalny, lecz]",8.0,0.29411764705882354,"Dzięki medium animacji, przykra refleksja Kaufmana nad współczesnym zjawiskiem ""samotności w tłumie"" jest nie tylko łatwiej przyswajalna, lecz nabiera dodatkowej głębi.",21.0,17.0,6.0
negative,positive,"[schemat, Johnson, i, Charlie, od, wciągać, Kaufman, daleki, oferować, opowieść]",8.0,-0.046153846153846156,Charlie Kaufman i Duke Johnson oferują wciągającą opowieść daleką od schematu.,11.0,10.0,1.0
neutral,positive,"[a, rozczarowywać, zaskakiwać, na, poziom, w, dodatek, wiele]",8.0,0.0,"Nie rozczarowuje, a w dodatku na wielu poziomach zaskakuje.",9.0,8.0,0.0
positive,positive,"[czysta, świat, dla, intelektualny, ten, estetyczny, i, widz, ale, tylko, ćwiczenie, nie, to, w, przyjemność]",8.0,0.13333333333333333,"Wejść w ten świat to dla widza nie tylko ćwiczenie intelektualne, ale i czysta estetyczna przyjemność.",16.0,15.0,2.0
positive,positive,"[jak, życie]",7.5,1.0,Animacja jak życie.,3.0,2.0,1.0
positive,positive,"[śmieszny, renoma, miał, surrealistyczny, początek, reżyser, kafkowski, Charlie, się, finalnie, wyrobić, to, na, film, scenarzysta, my, przytłoczyć, elementy, ciężar, taki, smutny, najpierw, dramat, się, każdy, komedia, kolejny, niż, już, a, bardzo, łączyć, staje, coraz, od, pomysłowy, Kaufman, jako, że, w, intrygujący, z, wizja, sposób, plan]",7.5,0.011111111111111112,"Z każdym kolejnym filmem Charlie Kaufman staje się bardziej smutny, niż śmieszny. Wygląda na to, że taki miał plan od początku - najpierw wyrobić sobie renomę intrygującego scenarzysty w pomysłowy sposób łączącego elementy surrealistycznej komedii z dramatem, a finalnie, już jako reżyser, przytłoczyć nas ciężarem coraz bardziej kafkowskich wizji.",49.0,45.0,11.0
positive,positive,"[ten, podporządkować, co, zostać, zostać, że, być, film, tak, dobitnie, piękny, na, to, bardzo, cały, mimo, bardzo, dokładnie, forma, mało, po, trochę, ta, myślić, zauroczenie, polegać, założyć, tylko, jeden, nie, wrażenie, opowiedzieć, Szkoda, udowodnić, by, już, z, mieć, przepięknie, i, czym, da, przedstawić, początek, się, pokazować, jednak, pomysł, opowieść]",7.0,0.03401360544217687,"Świetny pomysł, przepięknie przedstawiony, tak dokładnie, dobitnie pokazujący na czym polega zauroczenie, że bardziej się już nie da. Szkoda tylko trochę, że cały film jest tej jednej myśli tak bardzo podporządkowany, i ma się wrażenie, że opowieść ta została opowiedziana tylko po to by udowodnić to co zostało z początku założone. A to, mimo pięknej formy, jednak trochę mało.",59.0,49.0,7.0
positive,positive,"[względy, pod, wiele]",7.0,0.3333333333333333,Wyjątkowe pod wieloma względami.,4.0,3.0,1.0
neutral,positive,"[forma, powinny, przekonać, filmowy, eksperyment, lubić, zabawa, nietypowy]",7.0,0.0,Widzów lubiących filmowe eksperymenty powinna przekonać nietypowa zabawa formą.,9.0,8.0,3.0
neutral,positive,"[wyjść, z, kina, powinien, rozczarować, nie]",7.0,0.0,Raczej nie powinniśmy wyjść z kina rozczarowani.,7.0,6.0,0.0
negative,positive,"[do, można, animacja, ostatni, zaliczyć, i, świat, wyobcowanie, emocjonalny, dystans, studium, wobec, lato, samotność, ciekawy]",7.0,-0.03333333333333333,"Przejmujące studium samotności, wyobcowania i emocjonalnego dystansu wobec świata można zaliczyć do najciekawszych animacji ostatnich lat.",16.0,15.0,6.0
negative,negative,"[obsesja, średni, niż, który, wiek, nudny, nie, ciekawy, niczym, jedynie, być, go, który, odgrywać, forma, lalka, więcej, przez, poza, to, podróż, w, facet]",4.0,-0.13043478260869565,"Niestety poza ciekawą formą, to jedynie nudna podróż przez obsesje faceta w średnim wieku, który nie jest niczym więcej niż lalką, która go odgrywa.",24.0,23.0,10.0
negative,negative,"[który, przedstawić, świat, nie, zniechęcać, odstraszać, torpedować, być, wręcz, a, jednak, i, banalny, otoczka, nijaki, zaciekawiać]",4.0,-0.1875,"Realizm przedstawionego świata torpedowany jest jednak nijaką i banalną otoczką, która nie zaciekawia, a wręcz zniechęca i odstrasza.",18.0,16.0,3.0
negative,negative,"[i, nudny, pusty, fabularnie, zwyczajnie]",3.0,-0.72,Rozdzierająco pusty fabularnie i zwyczajnie nudny.,6.0,5.0,2.0
positive,positive,"[spory, wysoki, elementy, bohater, wynikać, stoa, film, życiowy, solidny, naiwność, na, jakość, równoważyć, ckliwy, z, poziom, humorystyczny]",8.0,0.09103641456582634,"Produkt wysokiej jakości. Aktorsko film stoi na solidnym poziomie. Momenty ckliwe równoważą elementy humorystyczne, wynikające ze sporej naiwności życiowej bohatera.",20.0,17.0,7.0
positive,positive,"[ważny, dobrze, za, doktor, być, zbiorowy, honor, naród, wątek, porcja, na, to, sensacyjny, romantyzm, do, niemal, pogonić, się, oglądać, dramatyzm, film, zmuszać, przemyślenie, napięcie, pokolenie, nawet, pokolenie, temat, odpowiedzialność, przekazywać, dyskusja, i, w, grzech, z]",7.0,0.06666666666666667,"Jest w filmie napięcie, jest dramatyzm, jest i porcja romantyzmu, jest nawet niemal sensacyjny wątek pogoni za doktorem Mengele - ogląda się to dobrze, temat jest ważny, zmuszający do dyskusji i przemyśleń na temat honoru narodu, grzechów przekazywanych z pokolenia na pokolenie i odpowiedzialności zbiorowej.",45.0,35.0,9.0
positive,positive,"[co, gatunkowy, się, ale, drugi, nie, połowa, zepsuć, tak, prawda, zostać, wyjść, pozytywny, kina, i, na, rozłazić, wrażenia, udawać, mu, w, dobre, wzór, hollywoodzki, nieco]",6.7,0.15,"Uszyty został na wzór hollywoodzkiego kina gatunkowego, co wyszło mu na dobre. Co prawda, w drugiej połowie ""Labirynt kłamstw"" nieco się rozłazi, ale i tak nie udaje mu się zepsuć pozytywnego wrażenia.",32.0,25.0,5.0
neutral,positive,"[ale, schematyczny, film]",6.7,0.0,"Porządny, ale schematyczny film.",4.0,3.0,1.0
negative,positive,"[Rzesza, mocny, odpowiedzialność, się, rozrachunkowy, uczciwy, za, zbrodnia, zachodnioniemiecki, wojna, społeczeństwo, uchylanie, i, na, od, dramat, temat, po]",6.7,-0.022222222222222216,Chyba najuczciwszy i najmocniejszy dramat rozrachunkowy na temat uchylania się od odpowiedzialności za zbrodnie III Rzeszy społeczeństwa zachodnioniemieckiego po wojnie.,20.0,18.0,5.0
neutral,positive,"[wstrząsająco, choć, emocja, budzić, nie, taki, podać, czas, już]",6.0,0.0,"Prawda, choć czasami wstrząsająco podana, nie budzi już takich emocji.",10.0,9.0,1.0
neutral,positive,"[można, ale, co, w, ostatecznie, sam, wychodzić, Niemcy, śledztwo, filmowy, opowieść, lato, zawsze, prokuratorski, nie, banał, kilka, z, wyciągnąć, na, unikać, przeplatać, o, moment, gatunek, dobre, interesujący]",6.0,0.0,"Giulio Ricciarelli przeplata w ""Labiryncie kłamstw"" kilka gatunków, co nie zawsze wychodzi na dobre samemu filmowi. Nie unika banałów, ale ostatecznie z opowieści o prokuratorskim śledztwie w Niemczech lat 50. można wyciągnąć kilka interesujących momentów.",35.0,27.0,6.0
neutral,positive,"[niestety, wizualny, nie, w, przeciętny, stan, być, scenariusz, strona, przyćmić]",6.0,0.0,Solidna strona wizualna nie jest niestety w stanie przyćmić przeciętnego scenariusza.,11.0,10.0,2.0
negative,negative,"[do, niemniej, łatwie, impet, wysoki, się, ale, moment, że, też, często, toporność, nawet, daleko, oko, Tym, waga, kina, i, na, nieporadność, mu, sprawiać, przymykać, temat, moralny, jeśli, emocjonować, film, klasy]",5.0,-0.00952380952380952,"Pewien moralny impet, ale też waga tematu, sprawiają, że często łatwiej przymyka się oko na toporność i nieporadność filmu. Tym niemniej, nawet jeśli momentami emocjonuje, daleko mu do kina wysokiej klasy.",31.0,30.0,7.0
neutral,negative,"[zdecydowanie, wykorzystać, mierzyć, ciężar, jaki, się, potencjał, nie, mu, reżyser, udźwignąć, z, przyjść]",5.0,0.0,"Obraz z niewykorzystanym potencjałem. Debiutujący reżyser zdecydowanie nie udźwignął ciężaru, z jakim przyszło mu się mierzyć.",16.0,13.0,1.0
positive,negative,"[okazja, się, dowieść, że, być, całkowicie, zbędny, porządnie, ważny, to, temat, na, ten, może, udawać, słuszny, zrobić, film, przy, film, coś]",3.0,1.057355261547768e-17,"Jeśli ""Labiryntowi..."" udaje się czegoś dowieść, to może tego, że porządnie zrobiony, słuszny film na ważny temat może być przy okazji filmem całkowicie zbędnym.",24.0,21.0,6.0
negative,negative,"[chodzić, gryzoń, wola, o, nie, przynajmniej, śpiewać, z, Mars]",5.0,-0.1111111111111111,"Jeśli chodzi o gryzonie wolę Motomyszy z Marsa, przynajmniej nie śpiewają.",11.0,9.0,2.0
neutral,negative,"[nastawić, występ, na, dostać, to, czego, oczekiwać, wiewiórka]",5.0,0.0,"Widzowie nastawieni na występy wiewiórek dostaną to, czego oczekiwali.",9.0,8.0,1.0
positive,positive,"[portret, wokalistka, legendarny]",8.3,0.6666666666666666,Intymny portret legendarnej wokalistki.,4.0,3.0,1.0
positive,positive,"[eksplozja, widz, ale, życie, dokument, być, szczególnie, świat, wybitnie, dotykać, kiedy, nad, sam, twórca, popychać, to, jej, emocjonalny, samotność, do, połączenie, on, w, który, się, tylko, poznawać, nie, stan, uwierzyć, Joplin, z, również, i, artystka, problem, jeżeli, życie, refleksja, twórczość, jednak, zrealizować]",8.0,0.023809523809523808,"Nie jest to dokument wybitnie zrealizowany, jednak jeżeli uwierzymy twórcom, życie artystki w połączeniu z jej twórczością, stanie się emocjonalną eksplozją, która popycha do refleksji nie tylko nad życiem Joplin i jej problemami, ale również nad samotnością - szczególnie, kiedy ona sama dotyka, poznającego świat Joplin, widza.",47.0,42.0,8.0
neutral,positive,"[z, temperamentny, ostatni, lato, dokument, najbardziej]",8.0,0.0,Jeden z najbardziej temperamentnych dokumentów ostatnich lat.,7.0,6.0,1.0
positive,positive,"[typowy, badać, geneza, ale, człowiek, muzyka, społeczny, film, oddźwięk, on, dokumentalny, i, ponad, o, kino, Berg, w, banał, utwór, który, nakręcić, się]",8.0,0.10227272727272728,"Wznosi się ponad typowe kino dokumentalne o muzykach, w którym bada się genezę utworów i ich społeczny oddźwięk. To banał, ale Berg nakręciła film o człowieku.",26.0,22.0,7.0
positive,positive,"[dobry, oskarowy, godny, następca, od]",8.0,0.4866666666666667,Trochę lepszy od Amy godny następca oskarowego 20 Feet from Stardom.,11.0,5.0,2.0
positive,positive,"[do, jaka, i, przesłanie, celebrować, postać, nienachalny, świetny, była, pozostawać, muzyka, Joplin, dziś, niezwykły]",7.0,0.17857142857142858,"Dzięki świetnej muzyce i nienachalnemu przesłaniu, celebruje niezwykłą postać, jaką była i do dziś pozostaje Joplin.",16.0,14.0,2.0
positive,positive,"[znana, swój, wciągnąć, tyle, błogi, dawać, w, wybrzmieć, że, zniuansować, wspominać, raz, tamten, emocje, przyjemność, repetycja, my, i, na, może, dawkować, tok, intymność, historia, sposób, jeszcze]",7.0,0.11538461538461539,"Reżyserka dawkuje emocje i intymność w sposób na tyle zniuansowany, że znana historia może wybrzmieć raz jeszcze i wciągnąć nas w swój tok, w dającą przyjemność repetycję, błogie wspominanie tamtych ""ciekawszych czasów"".",32.0,26.0,5.0
negative,negative,"[rozpłynąć, dla, przeciętny, do, ból, przy, się, angażować, i, uczuciowy, być, miąć, jednak, film, który]",5.0,-0.13333333333333333,"Rozumiem uczuciowe rozpłynięcie się przy Janis, który dla mnie jest jednak filmem do bólu przeciętnym i nieangażującym.",17.0,15.0,3.0
negative,positive,"[niż, ten, być, współczesny, rynek, przymus, wybór, krytyk, wat, mierność, być, dobierany, zajęcie, z, skierować, na, rzeczywistość, światła, cały, praca, gdzie, bardzo]",8.0,-0.12121212121212123,"W tej całej mierności rzeczywistości ""Miary człowieka"" światła krytyki skierowane są na współczesny rynek pracy, gdzie zajęcie dobierane jest bardziej z przymusu niż wyboru.",24.0,22.0,6.0
positive,positive,"[obserwować, co, obserwować, jednak, ludzki, wiele, rzecz, niezwykły, być, naturalny, na, jaki, już, tak, kin, ten, jaki, widzieć, dzień, przez, dramat, kino, wat, to, grunt, w, rzadko, obyczajowy]",8.0,0.0023809523809523803,"W gruncie rzeczy jest to ""zwykłe"" obyczajowe kino. Pewien ludzki dramat, jakich widzieliśmy już wiele. Ludzki dramat, jaki obserwujemy na co dzień. A jednak, przez tą tak rzadko obserwowaną w kinie naturalną ""zwykłość"" jest tak niezwykły.",36.0,28.0,8.0
negative,positive,"[do, ostatni, wciągać, od, dramat, scena, opowiedzieć, jednostki, pierwsza, który]",7.3,-0.26666666666666666,"Kameralnie opowiedziany dramat jednostki, który wciąga od pierwszej do ostatniej sceny.",11.0,10.0,4.0
positive,positive,"[rodzina, wciągać, kadry, ujęcie, się, ścieżka, realistyczny, styl, kręcić, postać, który, szybko, kamera, jedno, i, dźwiękowy, definiować, los, bardzo, kazać, Długie, on, brak, z, przejąć, film]",7.0,0.057692307692307696,"Długie kadry, kręcone z jednego ujęcia kamery i brak ścieżki dźwiękowej definiują realistyczny styl filmu, który bardzo szybko wciąga i każe przejąć się losem postaci i jego rodziny.",28.0,26.0,5.0
positive,positive,"[formalny, emocja, skupiać, ujęcie, głównie, bohater, siła, też, kolejny, rozmowa, tkwieć, on, i, na, długi, bez, wcielać, w, się, kreacja, reakcja, Vincent]",7.0,0.041666666666666664,"Reżyser w kolejnych długich ujęciach bez formalnych udziwnień skupia się na bohaterach, ich rozmowach, reakcjach i emocjach. Stąd też siła ""Miary człowieka"" tkwi głównie w kreacji wcielającego się w Thierry'ego Vincenta Lindona.",32.0,22.0,7.0
negative,positive,"[iście, ale, godność, figura, pełny, być, poemat, nieprzenikniony, surowy, to, system, ckliwość, nagle, wartość, walczący, ekonomiczny, humanistyczny, się, dysproporcja, siłacz, duży, empatia, człowiek, pokazać, przemiana, społeczeństwo, ofiara, kafkowski, o, bez, staje, w, z]",7.0,-0.012626262626262628,"Bohater, z iście kafkowskiej figury, człowieka będącego ofiarą nieprzeniknionego systemu, staje się nagle siłaczem, walczącym o godność w pełnym ekonomicznych dysproporcji społeczeństwie. Jego przemiana - pokazana z empatią, ale bez ckliwości - to największa wartość surowego, humanistycznego poematu Brizé.",39.0,33.0,14.0
positive,positive,"[bracia, przypominać, styl, realizm]",6.7,0.25,Sugestywny realizm przypomina styl braci Dardenne.,6.0,4.0,2.0
negative,positive,"[badający, poddawać, presja, granica, paląco, dramat, aktualny, wytrzymałość, egzystencjalny, zwykły, człowiek, nieustanny]",6.7,-0.12916666666666668,"Wielowymiarowy, paląco aktualny dramat egzystencjalny, badający granicę wytrzymałości zwykłego człowieka, poddawanego nieustannej presji.",13.0,12.0,4.0
negative,negative,"[ogół, co, przesadnie, zostać, ujęcie, nie, podać, pod, koniec, i, spokojny, przez, długi, poruszać, niezwykle, w, sposób]",5.0,-0.11764705882352941,"Całość podana została w niezwykle długich ujęciach, w przesadnie spokojny i bezemocjonalny sposób, przez co pod koniec w ogóle nie porusza.",21.0,17.0,3.0
neutral,negative,"[godne, gatunek, fan, ale, tylko, polecenie]",5.0,0.0,"Niezłego, ale godnego polecenia tylko fanom gatunku.",7.0,6.0,0.0
neutral,positive,"[zdjęcia, dech, i, pierś, fotel, wbijać, w, zapierać, aktorstwo, akcja]",10.0,0.0,"Doborowe aktorstwo, zapierające dech w piersiach zdjęcia i wbijająca w fotel akcja.",12.0,10.0,1.0
negative,positive,"[natura, nad, wyraz, wybaczać, brutalny, piękno, nie, ale, jak, być]",10.0,-0.18,"Jest jak natura - nie wybacza, jest brutalna, ale nad wyraz piękna.",12.0,10.0,3.0
positive,positive,"[budżet, epicki, kino, się, autorski, hollywoodzki, wyglądać, jak, dostawać, odpowiedź, zastanawiać, z, film, artystyczny]",10.0,0.2619047619047619,"Kto zastanawiał się, jak wyglądałoby epickie kino artystyczne, autorski film z hollywoodzkim budżetem, dostaje odpowiedź.",15.0,14.0,6.0
positive,positive,"[niezwykły, także, wypadać, być, aktorsko, epoka, Paunis, detal, wykonać, język, Glass, rewelacyjnie, na, realia, Indianin, znany, przykład, broń, pietyzm, strzał, dbałość, indiański, mniej, wspomnieć, rzemieślnik, a, indiański, i, o, wierność, mówić, z, coraz, jeszcze]",9.0,0.13970588235294118,"Technicznie jest rewelacyjnie, aktorsko także, wypada jeszcze wspomnieć o niezwykłej dbałości o detale i wierność realiom epoki - Indianie i Glass mówią coraz mniej znanym językiem Paunisów i Arikarów, a indiańską broń, na przykład strzały, z pietyzmem wykonali indiańscy rzemieślnicy.",40.0,34.0,7.0
positive,positive,"[oko, który, ponownie, pewność, obejrzeć, tylko, dla, nie, cieszenie, gra, arcydzieło, względy, z, Leonardo, wiele]",9.0,0.13333333333333333,"Wizualne arcydzieło, które z pewnością obejrzę ponownie z wielu względów, nie tylko dla cieszenia oczu grą Leonardo DiCaprio.",18.0,15.0,6.0
neutral,positive,"[a, dech, być, ten, się, być, trzeba, jedno, znacznie, który, zobaczyć, film, pejzaż, dla, zdawać, więcej, pierś, mi, powód, przecież, w, taki, z, jak]",9.0,0.0,"Zapierające dech w piersiach pejzaże są jednym z powodów, dla których trzeba zobaczyć ten film, a przecież, jak mi się zdaje, taki powodów jest znacznie więcej.",26.0,24.0,2.0
positive,positive,"[masa, czy, wat, scena, za, bohater, cały, wyraźny, film, mama, długo, jednak, na, dawać, to, zachowanie, się, praca, fenomenalny, opozycja, we, pamięć, irracjonalny, rewelacyjny, wątek, wyborny, skracać, wątpienie, który, ujęcie, kamera, i, niektóry, znak, zapadać, w, z]",9.0,0.013513513513513507,"Bez wątpienia film, który na długo zapada w pamięć. Momentami dawały się jednak we znaki irracjonalne zachowania bohaterów, czy wyraźne skracanie niektórych wątków. W opozycji mamy za to rewelacyjną pracę kamery z fenomenalnymi ujęciami i całą masą wybornych scen.",39.0,37.0,15.0
positive,positive,"[i, na, oraz, mistrzowski, muzyka, poziom, dźwięk, montaż, być]",9.0,0.2222222222222222,Zdjęcia i muzyka oraz montaż dźwięku są na poziomie mistrzowskim.,10.0,9.0,2.0
positive,positive,"[epicki, spektakularny]",9.0,2.0,"Wielki, spektakularny, epicki.",3.0,2.0,2.0
neutral,positive,"[pamięć, znakomicie, emocje, Miały, na, właśnie, oddziaływać, ten, wywiązywać, klimat, w, epoka, się]",9.0,0.0,Miał oddziaływać na emocje. Zapadać w pamięć. Pokazywać klimat epoki. Z tego właśnie wywiązuje się znakomicie.,16.0,13.0,1.0
neutral,positive,"[niezwykły, ostatni, film, lato, z, najbardziej]",9.0,0.0,Jeden z najbardziej niezwykłych filmów ostatnich lat.,7.0,6.0,1.0
positive,positive,"[natura, walc, kolejny, o, niezłomność, duch, historia, być, człowiek, z, przypowieść, lecz]",9.0,0.1875,"Nie jest kolejną historią o walce człowieka z naturą, lecz przypowieścią o niezłomności ducha.",14.0,12.0,5.0
negative,positive,"[kinoman, który, nawet, krytyczny, i, wymaganie, widowisko, sprostać, srogi, poruszający, udany, najbardziej]",9.0,-0.3333333333333333,"Bezsprzecznie udane, poruszające widowisko, które sprosta wymaganiom nawet najbardziej srogich i krytycznych kinomanów.",13.0,12.0,5.0
positive,positive,"[a, do, konfrontacja, z, ekstremalny, strona, sytuacja, ludzki, zasiewać, także, dobry, co, człowiek, natura, wątpliwość]",9.0,0.09000000000000001,"Pokazuje konfrontację człowieka z sytuacją ekstremalną, a także zasiewa wątpliwości co do dobrej strony ludzkiej natury.",16.0,15.0,7.0
positive,positive,"[wszystko, naturalny, mieć, co, kino, może, całość, dobre, w, przy, zaoferować, współczesny, się, światło]",9.0,0.09999999999999999,"Kręcona w całości przy świetle naturalnym Zjawa ma w sobie wszystko, co dobrego może zaoferować współczesne kino.",17.0,14.0,4.0
positive,positive,"[strona, cudownie, spełnić, i, drugi, jeden, klasyczny, pełnokrwisty, z, kin]",8.3,0.075,"Jest kinem cudownie spełnionym. Mitycznym i klasycznym, z jednej strony. Dzikim i pełnokrwistym, z drugiej.",15.0,10.0,6.0
positive,positive,"[wskroś, poprzez, głębszy, wyrażać, wizualny, metafizyczny, autorski, dzieło, strona, imponujący, na, oraz, osobliwy, to, narracja, sens, wielotorowy]",8.3,0.058823529411764705,"Jest to dzieło na wskroś autorskie, wyrażające głębszy, metafizyczny sens poprzez osobliwą, wielotorową narrację oraz imponującą stronę wizualną.",18.0,17.0,5.0
negative,positive,"[do, dosłownie, bo, emocja, widz, bebech, wypruwać, docierać, niż, potraktować, ważny, a, i, dusza, tu, przez, sumienie, umysł, przed, ciało, bardzo, się]",8.3,-0.07575757575757575,"Kino ważne, bo wypruwanie przed widzem bebechów potraktowano tu dosłownie, a do emocji i sumienia dociera się tu bardziej przez ciało niż umysł i duszę.",25.0,22.0,4.0
negative,positive,"[Star, przekazać, się, ale, strach, móc, zimowy, krew, i, scenografia, czuć, gąszcz, usatysfakcjonować, to, mroczny, gin, w, survival, coś]",8.1,-0.15789473684210525,"Stara się coś przekazać, ale ginie to w gąszczu krwi, strachu i mrocznej zimowej scenografii. Fani survivalu mogą czuć się usatysfakcjonowani.",21.0,19.0,4.0
positive,positive,"[spójny, i, z, niezły, piękny, klimat, sugestywny, muzyka, fabuła, zdjęcia]",8.0,0.3833333333333333,"Dobry - ze spójną fabułą, sugestywnym klimatem, pięknymi zdjęciami i niezłą muzyką.",12.0,10.0,4.0
positive,positive,"[z, i, kino, wybitny, operator, genialny, wybitny, obsada, reżyser]",8.0,0.6111111111111112,"Świadome kino, z wybitną obsadą, z genialnym operatorem i wybitnym reżyserem.",11.0,9.0,5.0
negative,positive,"[można, od, równocześnie, nie, każdy, norma, że, nigdy, kolejny, interesujący, tak, Alejandro, i, raz, okrutny, piękno, przedstawić, udowadniać, niezwykle, przyroda, w, historia, była, odbiegać, po, sposób, jak]",8.0,-0.07407407407407407,"Jeszcze nigdy przyroda nie była równocześnie tak piękna jak i okrutna. Alejandro González Iñárritu po raz kolejny udowadnia, że każdą historię można przedstawić w niezwykle interesujący i odbiegający od normy sposób.",31.0,27.0,5.0
neutral,positive,"[który, poprzez, dzięki, ten, czuć, na, się, głównie, wspomnieć, dobrze, wręcz, mróz, się, zdjęcia]",8.0,0.0,"Ogląda się dobrze głównie dzięki wspomnianym zdjęciom, poprzez które wręcz czuć na sobie ten mróz.",15.0,14.0,2.0
neutral,positive,"[żądza, przetrwaniać, i, kunszt, ociekać, techniczny, zemsta, o, oraz, sil, jakość, wykonanie, zachwycać]",8.0,0.0,Opowieść o sile przetrwania i żądzy zemsty ocieka kunsztem technicznym oraz zachwyca jakością wykonania.,14.0,13.0,2.0
positive,positive,"[swoić, być, pewny, przestawać, pod, film, granica, na, dogłębny, tytuł, przez, bardzo, miejsce, wysoce, natomiast, film, móc, ocenić, gdzie, bo, moment, który, nie, kinowy, twórca, stoa, niż, być, już, a, penetracja, dosłowność, mieć, dobry, przeżycie, ściana, pragnienie, w]",8.0,0.02982456140350877,"Nie mogę natomiast ocenić filmu wyżej niż bardzo dobry, bo tytuł stoi na granicy, gdzie film przestaje być kinowym przeżyciem, a jest dogłębną penetracją pragnień twórcy, który przez swoją dosłowność stoi w pewnym momencie pod ścianą, gdzie nie ma już miejsca na ""magię kina"".",44.0,38.0,9.0
positive,positive,"[zasługiwać, nim, na, film, poruszający, o, to, świetny, pisać, wszędzie, by, który]",8.0,0.16666666666666666,"Jest świetnym, poruszającym filmem, który zasługuje na to, by o nim pisać wszędzie.",13.0,12.0,3.0
neutral,positive,"[wszystko, zachwycić, forma, przed, całokształt, jako, dobrze, ale, wypadać, bardzo, też]",8.0,0.0,"Jestem zachwycony przede wszystkim formą, ale jako całokształt też wypada bardzo dobrze.",12.0,11.0,1.0
negative,positive,"[chropawy, przeszywający, do, być, zimno, nie, szpik, o, łatwo, który, kości, film, zapomnieć]",8.0,-0.02564102564102564,"Surowy, chropawy, przeszywający zimnem do szpiku kości film, o którym nie będzie łatwo zapomnieć.",14.0,13.0,3.0
negative,positive,"[rozegrana, produkcja, marketingowy, brutalność, i, naturalizm, klimatyczny, o, fatalnie, w, swoje, strona]",8.0,-0.18055555555555558,Bardzo klimatyczna produkcja o fatalnie rozegranej stronie marketingowej. Przejmująca w swoim naturalizmie i brutalności.,14.0,12.0,6.0
