detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
positive,positive,"[realistyczny, współczesny, cały, polski]","[we, się, ale, relacja, reszta, realistyczny, współczesny, oddanie, już, rodzina, wyjść, cały, świetnie, udały, zwykle, polski, jednać, rzecz, jak]",7.0,0.07017543859649122,Jedna rzecz udała się świetnie: realistyczne oddanie słodko-gorzkich relacji we współczesnej polskiej rodzinie. Ale cała reszta wyszła już jak zwykle.,20.0,19.0,4.0
negative,positive,"[surowy, zbyt, potknięcie, krótki, gra, formalny]","[metraż, emocja, się, często, surowy, przypominać, że, cieszyć, chwila, bywać, film, zdecydowanie, zbyt, i, bronić, potknięcie, krótki, los, aktorski, gra, mimo, w, warstwa, aby, formalny]",7.0,-0.10800000000000001,"Mimo potknięć w warstwie formalnej i zbyt krótkiego metrażu film zdecydowanie broni się emocjami i grą aktorską. Przypomina, aby cieszyć się chwilą, mimo że los często bywa surowy.",28.0,25.0,6.0
positive,positive,"[umiejętny, gatunkowy, emocjonalny, wewnętrzny, zainteresowanie]","[sprawiać, niesłabnący, tornado, poprowadzić, umiejętny, oglądać, oraz, gatunkowy, że, emocjonalny, wewnętrzny, z, się, zainteresowanie]",7.0,0.14285714285714285,"Umiejętne poprowadzenie gatunkowe sprawia, że ""Moje córki krowy"" ogląda się z niesłabnącym zainteresowaniem oraz wewnętrznym tornadem emocjonalnym.",17.0,14.0,5.0
positive,positive,"[udany, mocno, kino, scena]","[udany, w, z, zapadać, mocno, a, pamięć, pozbawić, zwyczajny, teoretycznie, i, kino, wad, scena, duet, jednak]",7.0,0.020833333333333336,"Teoretycznie zwyczajne kino, niepozbawione wad, a jednak ze scenami mocno zapadającymi w pamięć i udanym duetem Kulesza-Dziędziel.",17.0,16.0,4.0
neutral,positive,"[śmierć, dorosłość, rodzic]","[tym, śmierć, zagrać, i, dorosłość, świetnie, rodzic, o, że, dopiero, wyreżyserować, tragikomedia, po, osiągać]",7.0,0.0,"Świetnie wyreżyserowana i zagrana tragikomedia o tym, że dorosłość osiągamy dopiero po śmierci rodziców.",14.0,14.0,3.0
positive,positive,"[kłótnia, autentyczny, mądry, ten, rodzinność, dowcipny, subtelny, pretensja, duży, siła]","[wkurzyć, moment, się, kłótnia, autentyczny, poczucie, być, mądry, ten, rodzinność, bliskość, i, złościć, dowcipny, subtelny, pretensja, duży, sposób, w, siła, z, pokazać, film, przeplatać]",7.0,0.057638888888888885,"Momenty złości, wkurzenia, kłótni i pretensji przeplatają się z poczuciem autentycznej bliskości. Pokazanie tego w subtelny sposób, mądra, dowcipna rodzinność tego filmu, jest największą siłą ""Moich córek krów"".",28.0,24.0,10.0
positive,positive,"[pełnokrwisty, skromny, kino, każdy, kameralny, znajda, który]","[pełnokrwisty, dla, skromny, i, kino, coś, każdy, kameralny, w, znajda, być, się, który, komediodramat]",7.0,0.14285714285714285,"Skromne i kameralne kino, będące pełnokrwistym komediodramatem, w którym każdy znajdzie coś dla siebie.",14.0,14.0,7.0
positive,positive,"[mądry, świetny]","[mądry, i, potrzebny, obraz, świetny]",6.7,0.6,"Świetny, mądry i potrzebny obraz.",5.0,5.0,2.0
positive,positive,"[humor, ciepło, rodzinny, pigułka, pełny]","[humor, i, ciepło, rodzinny, pigułka, pełny]",6.7,0.5555555555555556,"Słodko-gorzka pigułka, pełna humoru i ciepła rodzinnego.",7.0,6.0,5.0
positive,positive,"[koncert, czas, który, cały]","[powracać, i, koncert, moment, aktorski, niestety, dialog, schemat, dobre, polskie, przełamywać, czas, który, cały]",6.7,0.023809523809523808,"Momentami polskie ""Czułe słówka"", cały czas aktorski koncert i dobre dialogi przełamujące schemat, który niestety powraca.",16.0,14.0,4.0
negative,negative,"[przyzwoity, ten, miara, produkcja, tło]","[przyzwoity, w, telewizja, się, nie, paradokumentalny, aktorstwo, wyróżniać, ten, zbytnio, miara, i, czym, od, produkcja, my, temat, tło, na, oprócz, karmia]",5.0,-0.023809523809523808,"Na tle produkcji paradokumentalnych, oprócz w miarę przyzwoitego aktorstwa i tematu nie wyróżnia się zbytnio od tego czym karmi nas telewizja.",21.0,21.0,5.0
negative,negative,"[rodzinny, prawdziwy, nieskończony, kolejny, raz, produkcja, filmowy, inny]","[razem, gorzeć, radzić, rodzinny, się, ale, prawdziwy, nieskończony, więc, łatwizna, lepiej, kolejny, także, się, raz, już, zdarzać, widzieć, pójście, i, na, produkcja, filmowy, fragment, komediodramat, w, liczba, perełka, inny]",5.0,-0.02413793103448276,"Kolejny komediodramat rodzinny - raz radzący sobie lepiej, innym razem gorzej. Filmowi zdarzają się więc prawdziwe perełki, ale także i pójścia na łatwiznę - fragmenty widziane już w nieskończonej liczbie produkcji.",31.0,29.0,8.0
positive,negative,"[wesoły, filmowy, laurka, stypa, który, ludzie]","[dawać, wesoły, tyle, on, treści, filmowy, laurka, stypa, który, samo, niestety, taka, i, na, o, to, ludzie, w, smutny, raczej, wartość, się]",4.0,0.09090909090909091,"To raczej taka filmowa wesoła laurka o treści ""trzymaj się"", którą daje się smutnym ludziom na stypie. I tyle samo w niej niestety wartości.",24.0,22.0,6.0
negative,positive,"[groza, szczególny, wszystek, kiepski, miejsce]","[groza, produkować, szczególny, film, wszystek, elementy, się, tutaj, znaczek, kiepski, nie, niczym, doba, wyróżniać, być, miejsce, chociaż, na, jakość, posiadać, w, taśmowo, swoje]",6.5,-0.17391304347826086,"W dobie produkowanych taśmowo, kiepskich filmów grozy, ""The Forest"" posiada znaczek jakości. Chociaż nie wyróżnia się niczym szczególnym, wszystkie elementy są tutaj na swoim miejscu.",25.0,23.0,5.0
negative,positive,"[ten, kolejny, pierwszy, podobny, raz, przerażający, inny]","[można, ten, gdy, dużo, kolejny, brać, być, gęba, uwaga, pod, pierwszy, na, tytuł, podobny, jeśli, pojawić, raz, szukać, się, krzesło, przerażający, uwzględnić, inny, wśród, kina, czym, podskoczyć, plan, naprawdę, parę, przy, jednak, coś]",6.0,-0.09090909090909091,"Podobnego kina jest naprawdę dużo, jeśli jednak szukacie czegoś, przy czym można parę razy podskoczyć na krześle, gdy na pierwszym planie pojawi się kolejna przerażająca gęba, uwzględnijcie ten tytuł wśród innych branych pod uwagę.",34.0,33.0,7.0
positive,positive,"[składny, niezły, gatunkowy]","[ambicja, przesłanie, i, siłować, schemat, się, ale, grzeszyć, nie, składny, maić, niezły, z, gatunkowy]",6.0,0.21428571428571427,Niezły - ale nie mający ambicji siłowania się z gatunkowymi schematami i nie grzeszący składnym przesłaniem.,16.0,14.0,3.0
negative,negative,"[dobry, strach, niepewność, prawdziwy, pierwotny, psychika, potwór, bohater, lęk, ostateczny, ludzki, duch, szkoda, przedstawienie]","[surrealistyczny, czy, co, strefa, bać, że, być, dobry, strach, ekran, nad, to, na, niepewność, może, reżyser, decyzja, prawdziwy, tym, pierwotny, do, podjąć, tylko, się, głównie, psychika, nie, doprowadzić, potwór, nasz, zagłada, stawiać, od, bohater, lęk, i, oraz, ostateczny, panująca, ludzki, widzieć, zaniedbywać, duch, szkoda, bardzo, przedstawienie]",5.0,-0.1289855072463768,"Bardziej od potworów i duchów bałem się panującej niepewności, nad tym czy to co widzę na ekranie jest prawdziwe czy nie, oraz czy bohater podejmie dobrą decyzje, czy może doprowadzi się do ostatecznej zagłady. Szkoda tylko że reżyserzy stawiając głównie na surrealistyczne przedstawienie strachu, zaniedbują strefę ludzkiej psychiki i naszych pierwotnych lęków.",52.0,46.0,14.0
negative,negative,[wyjściowy],"[wykorzystywać, można, pomysł, przewidywalny, tylko, nie, spacer, potencjał, a, swoje, dostać, las, wiele, wyjściowy, zrobić, naprawdę, być, z, po, popłuczyna]",5.0,-0.016666666666666666,"Nie wykorzystuje swojego potencjału. Z pomysłem wyjściowym można było zrobić naprawdę wiele, a dostaliśmy tylko przewidywalny spacer po lesie - popłuczyny po ""Blair Witch Project"".",25.0,20.0,1.0
positive,negative,"[straszny, produkcja, ciekawy, gra, dobry, inny]","[wyróżniać, obsada, straszny, się, ale, produkcja, ciekawy, aktorski, gra, w, dobry, inny, z, morze]",5.0,0.030952380952380953,"Z dobrą obsadą, ciekawą grą aktorską, ale niewyróżniający się w morzu innych strasznych produkcji.",14.0,14.0,6.0
negative,negative,"[scena, scena, różny, jasełka, horror, produkcja, wyświechtany]","[znany, scena, sprawdzać, scena, taki, na, różny, to, lub, jasełka, jak, straszyć, mało, się, trochę, do, jako, horror, nie, zebrać, trafiać, mniej, już, a, z, mieć, od, produkcja, lasa, obliczyć, przypominać, bardzo, wyświechtany]",4.0,-0.1313131313131313,"Nie sprawdza się jako horror. Ma mało scen obliczonych na straszenie, a jak już sceny takie się trafiają, to przypominają wyświechtane jasełka, zebrane trochę od sasa do lasa z różnych mniej lub bardziej znanych produkcji.",35.0,33.0,7.0
negative,negative,"[produkcja, ogólny, sprawa, wątpliwy, wyraz]","[produkcja, wydawać, za, scenariusz, warstwa, płycizna, ogólny, poprawnie, rozrachunek, pozbawić, dla, chociaż, całość, to, sprawa, okazować, irytujący, motywacja, przyczepić, do, w, trudno, psychologiczny, się, aktorski, a, zrealizować, i, naprawdę, fabuła, wątpliwy, wyraz]",3.5,-0.03125,"Chociaż całość wydaje się zrealizowana poprawnie, a do warstwy aktorskiej naprawdę trudno się przyczepić, to w ogólnym rozrachunku ""Las samobójców"" okazuje się produkcją pozbawioną wyrazu i irytującą za sprawą psychologicznej płycizny i wątpliwych motywacji dla fabuły scenariusza.",37.0,32.0,5.0
negative,negative,"[ból, narracyjny, wtórny]","[skrót, do, z, krztusić, ból, się, narracyjny, i, posklejać, klisza, wtórny, zmontować, unik]",3.3,-0.19230769230769232,"Posklejany z klisz, krztuszący się narracyjnymi unikami i skrótami, zmontowany ""na kolanie"" - wtórny do bólu.",16.0,13.0,3.0
negative,negative,"[sam, ten, minuta, koniec, symptom]","[ogół, do, on, sam, napięcie, rozwlec, nie, ten, minuta, a, trzymać, na, koniec, dziewięćdziesiąt, w, jedyne, symptom, odnajdować]",2.0,-0.1111111111111111,"Nie trzyma w ogóle w napięciu, a jedyne jego symptomy odnajdujemy na samym końcu tego rozwleczonego do dziewięćdziesięciu minut ""dzieła"".",20.0,18.0,5.0
negative,negative,"[zdecydowany, znaczny, horror, objaw, amerykański, ostatni, główny, współczesny, który, przedstawiciel, tenże]","[zdecydowany, podobnie, gatunek, gatunek, znaczny, horror, większość, trawić, objaw, ujawniać, schorzenie, amerykański, ostatni, główny, współczesny, który, przedstawiciel, jak, w, lato, tenże, nurt, większość]",2.0,-0.017391304347826087,"Podobnie jak zdecydowana większość współczesnych przedstawicieli gatunku horroru amerykańskiego głównego nurtu, ""Las samobójców"" ujawnia objawy znacznej większości schorzeń, które trawią tenże gatunek w ostatnich latach.",25.0,23.0,11.0
negative,negative,"[miejski, regularność, horror, intrygujący, metr, straszydło, miejsce, rola]","[do, sprowadzić, film, zostać, miejski, regularność, lepsze, horror, w, intrygujący, zad, wyskakiwać, metr, pierwsze, przestrzeń, straszydło, miejsce, rozkład, z, rola, z, akcja]",2.0,-0.178030303030303,Intrygująca przestrzeń w filmie Jasona Zady została sprowadzona do roli pierwszego lepszego miejsca akcji horroru ze straszydłami wyskakującymi z regularnością rozkładu miejskiego metra.,23.0,22.0,8.0
negative,positive,"[kulinarny, sport, strawny, nim, zielony, średnio, popis, kryminalny, który]","[wszystko, kulinarny, film, kotlet, filozofia, ale, być, ekstremalny, mięso, sport, strawny, na, nim, zielony, to, przywodzić, obtoczyć, popularny, średnio, panierka, myśl, temat, nie, popis, kompilacja, a, mieć, kryminalny, i, pseudo, fabuła, w, który, z]",7.0,-0.024509803921568624,"Przywodzi na myśl... średnio strawny kotlet. Nie ma w nim kulinarnych popisów, ale mięsem jest w nim kompilacją najpopularniejszych filmów z YouTube'a, których tematem jest sport ekstremalny, jajkiem-spoiwem kryminalna fabuła, a to wszystko obtoczone w panierce z pseudo filozofii New Age i Zielonych.",43.0,34.0,9.0
positive,positive,"[fotogeniczny, który, prawdziwy, niebezpieczny, sam, efekt, widowisko, specjalny]","[fotogeniczny, zamiast, on, się, który, sprawdzać, zatem, prawdziwy, sportowiec, większość, niebezpieczny, znakomicie, film, realizacja, przy, sam, z, wykonać, d, na, efekt, widowisko, sekwencja, bardzo, cacko, w, jako, postawić, specjalny, akcja, współpraca]",6.0,0.03655913978494624,"Bardzo fotogeniczne cacko. Zamiast na efekty specjalne, Core postawił przy jego realizacji na współpracę z prawdziwymi sportowcami, którzy sami wykonali większość niebezpiecznych sekwencji. Jako widowisko akcji w 3D jego film sprawdza się zatem znakomicie.",34.0,31.0,8.0
positive,positive,"[specjalny, efekt, solidny, rewelacyjny, powtórkowy, który, blado, remake, zbędny, zestawienie]","[można, specjalny, dech, efekt, nie, solidny, zasadniczo, rewelacyjny, z, powtórkowy, odmówić, który, blado, jednak, i, pierś, wykonanie, zapierać, wypadać, sekwencja, mu, naprawdę, dość, w, remake, zbędny, trochę, pierwowzór, akcja, zestawienie]",6.0,0.08333333333333333,"Zasadniczo powtórkowy i trochę zbędny remake, który w zestawieniu z pierwowzorem wypada dość blado. Nie można mu jednak odmówić naprawdę solidnego wykonania, rewelacyjnych efektów specjalnych i zapierających dech w piersiach sekwencji akcji.",32.0,30.0,10.0
negative,negative,"[produkcja, produkcja, dobry, dziura, każdy, aspekt]","[warto, spory, być, produkcja, nie, fabularny, brać, wciągać, uwaga, pod, film, liczba, on, produkcja, dobry, gdyż, należeć, pewno, na, dziura, każdy, to, mimo, zwrócić, jednak, aspekt]",5.0,-0.021794871794871794,"Mimo sporej liczby fabularnych dziur, produkcja wciąga. Nie jest to na pewno dobry film, gdyż pod uwagę należy brać każdy aspekt produkcji, jednak warto zwrócić na niego uwagę.",28.0,26.0,6.0
negative,negative,"[ciało, ten, scena, wideo, drętwy, przydługi]","[pięknie, wyrzeźbić, ciało, ten, scena, aktorstwo, wideo, drętwy, przydługi, i, marne, czynić, dobre, z, akcja, dialog]",5.0,-0.29166666666666663,"Drętwe dialogi, marne aktorstwo - pięknie wyrzeźbione ciała i dobre sceny akcji czynią z tego przydługie wideo z youtube.",19.0,16.0,6.0
positive,negative,"[kaskaderski, duch, wesoły]","[kaskaderski, gdzieś, atrakcyjność, na, ale, klimat, i, duch, zniknąć, popisy, zyskać, oryginał, wesoły]",5.0,0.15384615384615385,"Kaskaderskie popisy zyskały na atrakcyjności, ale zniknął gdzieś wesoły duch i klimat oryginału.",13.0,13.0,3.0
negative,negative,"[bohater, konstrukcja, produkcja, nadęcie]","[zapierać, potrafić, bohater, nawet, fabularnie, zbytnie, dech, konstrukcja, a, zdjęcia, zawodzić, produkcja, nadęcie, w, pierś, kuleć, zniszczyć]",5.0,-0.07843137254901962,"Produkcja Core'a fabularnie kuleje, zawodzi w konstrukcji bohaterów, a zbytnie nadęcie potrafi nawet zniszczyć zapierające dech w piersiach zdjęcia.",19.0,17.0,4.0
positive,negative,"[efektowny, pokaz, kaskaderski]","[efektowny, miał, tyle, bronić, się, wyłącznie, to, że, przecież, pokaz, jako, być, akcja, film, kaskaderski]",4.0,0.13333333333333333,Broni się wyłącznie jako pokaz efektownych akcji kaskaderskich. Tyle że przecież to miał być film...,15.0,15.0,3.0
neutral,negative,"[remake, który]","[ekstremalnie, być, remake, film, nieudany, po, który, popłuczyna]",4.0,0.0,"Popłuczyny po filmie Kathrym Bigelow, którego jest ekstremalnie nieudanym remakiem.",10.0,8.0,2.0
negative,negative,"[bohater, napuszony, nudny]","[bohater, ciężko, relacja, i, napuszony, nudny, oglądać, sprawiać, bardzo, że, akcja, między, się, dialog]",3.0,-0.20238095238095238,"Nudna akcja, ""martwa"" relacja między bohaterami i napuszone dialogi sprawiają, że ""Na fali"" ogląda się bardzo ciężko.",17.0,14.0,3.0
positive,negative,"[przepiękny, bohater, niesmak]","[wszystko, do, ekstremalny, przepiękny, przed, dwa, bohater, reszta, co, krajobraz, a, z, niesmak, i, przez, może, wyzwanie, sekwencja, widz, kilka, realizować, pozostawać, przedstawiać]",3.0,0.028985507246376805,"Przepiękne krajobrazy i może dwie z kilku sekwencji, przedstawiających realizowane przez bohaterów, ekstremalne wyzwania. A co do reszty, widzowi pozostaje przede wszystkim niesmak.",23.0,23.0,3.0
positive,negative,"[nieokiełznany, czas, hipster, pełny, wolne, który, wolność]","[nieokiełznany, czas, pseudofilozoficzny, hipster, maja, pełny, za, dużo, lato, zamienić, wolne, o, w, który, wolność, świadectwo]",2.0,0.08333333333333333,"Pełne nieokiełznanej wolności świadectwo lat 90. zamieniono w pseudofilozoficzny eko-bełkot o hipsterach, którzy mają za dużo wolnego czasu.",18.0,16.0,7.0
neutral,negative,[],"[a, być, mieć, być]",2.0,0.0,"Miało być ""na fali"", a jest ""punkt załamania"".",8.0,4.0,0.0
negative,negative,"[sport, pokaz, przebój, kinowy, sensacyjny, remake, beznadziejny]","[sport, pokaz, przebój, ekstremalny, kinowy, sensacyjny, niż, remake, z, beznadziejny, film, bardzo]",1.7,-0.08333333333333333,Beznadziejny remake kinowego przeboju z 1991. Bardziej pokaz sportów ekstremalnych niż film sensacyjny.,13.0,12.0,7.0
positive,positive,"[epizod, wszystek, społeczny, humor, absurdalny]","[epizod, musieć, wszystek, krytyka, pokonać, ile, nieśmiertelna, być, siedem, staruszka, społeczny, on, humor, scalać, i, tyle, muzyka, piętro, absurdalny]",8.0,0.05263157894736842,"Wszystkie siedem epizodów - jest ich tyle, ile pięter musi pokonać nieśmiertelna staruszka - scala absurdalny humor, społeczna krytyka i muzyka Amona Tobina.",23.0,19.0,5.0
negative,positive,"[niekonwencjonalny, absurdalny]","[niekonwencjonalny, surrealistyczny, absurdalny, nietypowy]",7.0,-0.75,"Niekonwencjonalny, nietypowy, absurdalny, surrealistyczny.",4.0,4.0,2.0
positive,positive,"[fantastyczny, gatunkowy, hollywoodzki]","[fantastyczny, gatunkowy, hollywoodzki, żonglerka, konwencja]",7.0,0.5,Fantastyczna żonglerka hollywoodzkimi konwencjami gatunkowymi.,5.0,5.0,3.0
positive,positive,"[ten, prosty, miła, niespodzianka, kino]","[surrealistyczny, można, zostawać, ten, dobrze, klimat, całkiem, robić, prosty, miła, jeść, już, niespodzianka, wciąż, i, kino, twórczo, wejść, istnieć, jak, w, się, z, po]",6.0,0.125,"Jak już się wejdzie w ten klimat, zostaje się z całkiem miłą niespodzianką: wciąż istnieje kino surrealistyczne i wciąż można je robić po prostu dobrze, twórczo.",26.0,24.0,5.0
positive,positive,"[wariacja, zaciekawienie, filmowy, różny, zapomnienie, oryginalny]","[do, gatunek, wariacja, się, zaciekawienie, twórca, obejrzeć, kreatywnie, posługujący, filmowy, dzieło, różny, i, zapomnienie, z, oryginalny]",6.0,0.09375,"Dzieło oryginalnego twórcy, kreatywnie posługującego się różnymi wariacjami gatunku filmowego, do obejrzenia z zaciekawieniem i zapomnienia.",16.0,16.0,6.0
positive,positive,"[uniwersalny, nim, swój, kolejny, absurd, satyra, kino, artystyczny]","[uniwersalny, nim, się, gonić, moment, społeczeństwo, twórca, swój, przekombinować, a, kolejny, absurd, satyra, rodzaj, zrealizować, obrazować, prężnie, kino, bawić, i, artystyczny, być, tworzyć]",6.0,0.007246376811594201,"Absurd goni kolejny absurd, a twórcy bawią się nim i tworzą prężnie zrealizowane, momentami przekombinowane kino artystyczne, będące swego rodzaju satyrą, obrazującą uniwersalne społeczeństwo.",24.0,23.0,8.0
negative,negative,"[humor, każdy, absurdalny, szał, czarny]","[nieźle, ale, się, węgier, nie, humor, być, mieć, spodobać, każdy, absurdalny, taki, poziom, z, szał, czarny]",5.0,-0.109375,"Taki poziom czarnego, absurdalnego humoru z Węgier nie spodoba się każdemu. Jest nieźle, ale szału nie ma.",17.0,16.0,5.0
negative,negative,"[nim, dziwaczny, oryginalny, niektóry, nierówny]","[w, być, nim, dziwaczny, oryginalny, pomysł, trwać, niż, dłużyzna, film, zdarzać, niektóry, i, choć, nierówny, być, krótko, bardzo, się, rzecz]",5.0,-0.075,"Rzecz jest nierówna, niektóre pomysły są bardziej dziwaczne, niż oryginalne i choć film trwa krótko zdarzają się w nim dłużyzny.",20.0,20.0,5.0
positive,negative,[zadowalający],"[kolaż, strasznie, spełnić, pomysł, wypadać, nijako, ostatecznie, lub, kilka, mniej, autor, część, bardzo, zadowalający, mimo]",5.0,0.06666666666666667,"Kolaż mniej lub bardziej spełnionych pomysłów autora, ostatecznie wypadający - mimo kilku zadowalających części - strasznie nijako.",17.0,15.0,1.0
negative,positive,"[infantylizacja, dziecięcy, ten, uczciwy, bez, duch, młode]","[do, odkrywca, infantylizacja, dziecięcy, pielęgnować, emocjonalnie, być, uczyć, dylemat, ten, uczciwy, opowiadać, i, o, bez, duch, młode]",6.7,-0.023529411764705882,"O dziecięcych dylematach opowiada bez infantylizacji, jest emocjonalnie uczciwy. Do tego pielęgnuje ducha młodego odkrywcy i uczy.",17.0,17.0,7.0
positive,positive,"[który, srebrny, świadomy, niedzielny, strona, kino]","[moralitet, do, który, familijny, się, srebrny, ani, nie, zwracać, świadomy, niż, na, niedzielny, nadawać, strona, całość, stylizacja, to, id, ramówka, w, kino, ekran, raczej, retro]",6.0,0.13,"Całość nadaje się raczej do niedzielnej ramówki niż na srebrny ekran. To kino familijne, które ani nie idzie w świadomą stylizację retro, ani nie zwraca się w stronę moralitetu.",29.0,25.0,6.0
neutral,negative,[porządnie],"[kawałek, familijny, zrobić, porządnie, kina]",5.0,0.0,Kawałek porządnie zrobionego kina familijnego.,5.0,5.0,1.0
negative,positive,"[cichy, brutalny, równość, sen, amerykański, ambiwalentny]","[cichy, kpina, afirmacja, on, brutalny, równość, o, sen, połączyć, zaskakująco, amerykański, z, ambiwalentny, film]",10.0,-0.12653061224489795,Zaskakująco ambiwalentny film: brutalna kpina z amerykańskiego snu o równości połączona z jego cichą afirmacją.,15.0,14.0,6.0
positive,positive,"[tempo, znaczenie, mistrzowski, scena]","[nadawać, metaforyczny, symbol, boja, tempo, całość, żonglować, nie, znaczenie, trzymać, używać, i, autoparodia, mistrzowski, scena, formia, po, dialog, w, się, wiele, odniesienie]",10.0,0.060606060606060615,"Trzyma tempo, żongluje odniesieniami, w formie i dialogach nie boi się autoparodii, po mistrzowsku używa symboli, nadając wielu scenom i całości metaforycznych znaczeń.",23.0,22.0,4.0
positive,positive,"[ósmy, kino, wybitny, filmowy]","[we, ósmy, tylko, kończyć, nie, trzeba, że, mieć, szkoła, reżyser, żaden, zostać, krew, i, na, to, kino, narracja, aby, dowód, wybitny, filmowy]",9.5,0.13636363636363635,"Ósmy dowód na to, że nie trzeba kończyć żadnych szkół, aby zostać wybitnym reżyserem. Trzeba mieć tylko kino i filmową narrację we krwi.",23.0,22.0,4.0
negative,positive,"[komedia, bohater, typowy, styl, który]","[powinny, portret, elementy, się, rozczarować, serwować, nie, komedia, bohater, w, dla, typowy, czuć, widz, odbiorca, o, akcja, i, styl, psychologiczny, który, kreacja, się, jednak, zapominać]",9.5,-0.013333333333333334,"Quentin Tarantino w typowym dla siebie stylu serwuje widzom elementy akcji i komedii, nie zapomina jednak o ""ambitniejszych"" odbiorcach, którzy nie powinni czuć się rozczarowani kreacją portretów psychologicznych bohaterów.",29.0,25.0,5.0
positive,positive,"[który, intrygujący]","[do, który, doświadczenie, kina, i, na, się, intrygujący, trzeba, wybrać, być, absolutnie, koniecznie, wciągać]",9.2,0.07142857142857142,"Jest doświadczeniem absolutnie wciągającym i intrygującym, na które koniecznie trzeba wybrać się do kina.",14.0,14.0,2.0
positive,positive,"[drugi, jeden, swój, strona, imponujący, popis, doskonały, filmowy, natura, ludzki, obrzydliwość]","[zamknięty, świat, drugi, jeden, bańka, swój, strona, imponujący, popis, doskonały, filmowy, natura, i, rzemiosło, przedstawić, ludzki, skrajny, studium, nihilizm, w, obrzydliwość, z]",9.0,0.1416666666666667,"Z jednej strony imponujący popis filmowego rzemiosła, z drugiej doskonałe w swojej obrzydliwości studium natury ludzkiej i świata przedstawionego zamkniętego w bańce skrajnego nihilizmu.",24.0,22.0,11.0
positive,positive,[dobry],"[ale, on, pewno, na, dobry, film, nie]",9.0,0.13333333333333333,"Nie najlepszy film Tarantino, ale na pewno jego film.",9.0,7.0,1.0
negative,positive,"[znakomity, klasyczny, barwny, krwawy, mama, spektakl, wydanie, rewelacyjny, postać, charakterystyczny]","[ponownie, znakomity, on, klasyczny, barwny, krwawy, mama, spektakl, dla, przemoc, kina, wydanie, motyw, rewelacyjny, postać, i, charakterystyczny, w, z, scenariusz, dialog]",9.0,-0.02698412698412697,"Tarantino w klasycznym wydaniu, z charakterystycznymi dla jego kina motywami. Ponownie mamy znakomity scenariusz, rewelacyjne dialogi, barwne postacie i krwawy spektakl przemocy.",22.0,21.0,10.0
positive,positive,"[obrazowy, perfekcyjny, odpowiedni, słowny, każdy, muzyczny, który]","[wszystko, obrazowy, zostać, z, doskonale, moment, perfekcyjny, odpowiedni, uwodzący, słowny, by, film, zadziałać, odmierzyć, składnik, i, każdy, jakość, w, pochłaniać, muzyczny, który, stworzyć, warstwa]",9.0,0.15277777777777776,"Film, w którym wszystko zostało odmierzone doskonale, każdy ze składników zadziałał w odpowiednim momencie, by stworzyć jakość perfekcyjną, uwodzącą, pochłaniającą warstwą słowną, muzyczną i obrazową.",25.0,24.0,7.0
positive,positive,"[mistrz, istota, niezmienny, niedościgniony, dekada, górka, swój, recykling, technicznie, kino, kreatywny]","[mistrz, zarazem, dwa, istota, że, niezmienny, znacznie, niedościgniony, dekada, wyewoluować, górka, swój, i, recykling, pozostać, na, przez, to, technicznie, w, kino, dowód, z, kreatywny]",9.0,0.1597222222222222,"Dowód na to, że przez dwie dekady z górką kino niedoścignionego mistrza kreatywnego recyklingu znacznie wyewoluowało technicznie i zarazem pozostało niezmienne w swej istocie.",24.0,24.0,11.0
positive,positive,"[ostatni, król, kolejny, niewątpliwy]","[klejnot, ostatni, korona, kinematografia, król, w, kolejny, lato, niewątpliwy]",9.0,0.07407407407407408,Kolejny klejnot w koronie niewątpliwego króla kinematografii ostatnich lat.,9.0,9.0,4.0
negative,positive,"[mocno, ten, godzina, ten, pozorny, prawdopodobnie, który, charakter, przeróżny, element, który]","[schronienie, mocno, ten, godzina, ten, mała, pozorny, zwał, chata, sklep, być, miąć, kontekst, znajdować, prawdopodobnie, który, kilka, charakter, na, tu, przeróżny, urzekać, taka, jakkolwiek, element, jak, w, gospoda, który, ta]",9.0,-0.06666666666666667,"Ten kontekst jest prawdopodobnie elementem, który urzeka mnie tu najmocniej. Ta gospoda, ten sklep, ta chata, jakkolwiek zwał, w której pozorne schronienie znajdują przeróżne charaktery, jest na tych kilka godzin jak taka mała Ameryka.",34.0,30.0,11.0
negative,positive,"[niedowierzanie, przerażenie, fotel, gra]","[niedowierzanie, być, krew, gdy, się, za, dużo, mlasnąć, wbić, przysnąć, ukontentować, gadanie, przerażenie, i, szeroko, oczyć, otworzyć, bebechy, aktorski, obserwować, w, zanurkować, fotel, z, gra]",9.0,-0.12,"Zanurkowałem w krew i bebechy, przysnąłem, gdy było za dużo gadania, wbiłem się w fotel z przerażenia, otworzyłem szeroko oczy z niedowierzania, mlasnąłem z ukontentowania obserwując naturalistyczno-groteskową grę aktorską.",29.0,25.0,4.0
positive,positive,"[kameralność, teatr, miłość, makabra, epicki, patos, ironia]","[do, gatunek, kameralność, świetnie, liryzm, oddech, napisać, łączyć, teatr, niespodziewany, się, miłość, i, makabra, epicki, zrobić, w, patos, z, zagrać, ironia]",9.0,0.08730158730158728,"Świetnie napisany, zagrany i zrobiony z miłości do gatunku. Łączący w sobie epicki oddech z kameralnością teatru, patos z ironią, makabrę z niespodziewanym liryzmem.",24.0,21.0,7.0
