detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
positive,positive,"[doskonały, świetny, udany, ogólnie, wielki, szczegół]","[choć, ale, kawa, moje, doskonały, świetny, udany, tacka, polecać, ogólnie, to, bardzo, podgrzewać, zaparzać, dopiero, móc, po, dysza, do, wyłącznik, się, tylko, mieć, spełnić, doba, brakować, produkt, wyłączać, wielki, mleko, szczegół, oczekiwanie, regulacja]",4.0,0.021212121212121217,"spełnił moje oczekiwania, zaparza b.dobrą kawę, świetna crema, doskonały spieniacz do mleka choć dysza mogłaby mieć większą regulację. Brakuje wyłącznika podgrzewania tacki, wyłącza się dopiero po dobie, ale to tylko szczegóły, ogólnie bardzo udany produkt! Polecam",36.0,33.0,6.0
positive,positive,"[pyszny, miara, dobry, przystępny, cichy]","[wszystko, cena, robić, przed, się, za, być, ładnie, pyszny, super, prezentować, miara, kawusia, dobry, no, i, polecać, w, ekspres, przystępny, cichy]",4.0,0.1680272108843537,"super ekspres , ładnie się prezentuje , jest w miarę cichy no i przede wszystkim pyszną kawusie robi. polecam dobry ekspres za przystępną cenę.",24.0,21.0,5.0
positive,positive,"[bez, zadowolony, pyszny]","[zarzut, bez, być, robić, zadowolony, ekspres, z, zakup, pyszny]",4.0,0.18518518518518517,jestem zadowolony z zakupu ekspres dziala bez zarzutu robi pyszna kawe,11.0,9.0,3.0
positive,positive,"[dobry, dobry]","[dobry, ekspres, dobry, w, cena]",5.0,0.37333333333333335,dobry ekspres w dobrej cenie,5.0,5.0,2.0
neutral,positive,"[sam, obiecujący, go, wiec, zbyt, woda, sensowny, jaki, kłopot, były, melodia, pierwszy]","[sam, uruchomić, wydawać, obiecujący, komponować, proporcja, użytkować, go, ty, zachwycić, napisać, wiec, nuty, zbyt, to, woda, wiedzieć, jak, krótko, kawa, sensowny, się, lecz, działać, jaki, coś, kłopot, wybierać, kawa, być, by, już, musieć, były, parzyć, i, ty, melodia, zassać, z, pierwszy]",4.0,0.0,"Były kłopoty z pierwszym uruchomieniem lecz jak zassał wodę to już działa , zbyt krótko go użytkuje by napisać coś sensownego . Wydaje się być obiecujący  ... parzenie kawy to jak komponowanie melodii sam musisz wiedzieć jakie nuty cię zachwycą wiec ty wybierasz kawę i proporcje ...",47.0,41.0,12.0
neutral,positive,[ten],"[kawa, super, produkt, polecać, ten]",4.0,0.0,"Kawa super, polecam ten produkt",5.0,5.0,1.0
positive,positive,"[dobry, młynek, pyszny]","[do, pić, się, dobry, teraz, i, świeżo, dokupić, młynek, kawa, bardzo, kawa, ekspres, pyszny, mielony]",5.0,0.10666666666666667,"Bardzo dobry ekspres. 
Dokupiliśmy młynek do kawy i pijemy sobie teraz pyszną, świeżo mieloną kawę.",15.0,15.0,3.0
negative,positive,"[faza, próba]","[faza, próba, w]",4.0,-0.16666666666666666,Narazie w fazie prób!,4.0,3.0,2.0
positive,positive,"[ten, ten, godzina, przyjemność, go, dobry, różny, mały, ogromny, bez, który, minus]","[warto, można, super, kupić, ten, działać, ten, za, spieniać, godzina, przyjemność, go, dobry, się, dla, różny, na, polecać, mały, zarzut, to, bardzo, wprost, parzyć, kawa, dopiero, po, do, filiżanka, cena, wyłącznik, kilkanaście, się, płyt, podgrzewać, więc, taka, kawa, ogromny, ekspres, a, chcieć, cenić, bajka, wydawać, przygotowywać, wyłączać, bez, mleko, naprawdę, który, brak, niekoniecznie, z, minus]",5.0,0.023030303030303036,"Ekspres super... kawę parzy bardzo dobrą, za taką cenę wprost bajka... Spienianie mleka działa bez zarzutu, więc można przygotowywać różne kawy.
Mały minus to brak wyłącznika płyty do podgrzewania filiżanek, wyłącza się dopiero po kilkunastu godzinach. Z ogromną przyjemnością polecam ten ekspres dla tych, którzy cenią sobie dobrą kawę a niekoniecznie chcą wydawać na 2 tyś na ekspres. Naprawdę warto go kupić.",62.0,55.0,12.0
positive,positive,"[domowy, dobry, fajny]","[do, cena, użytek, domowy, w, dobry, fajny, ekspres]",4.0,0.32916666666666666,"fajny ekspres do domowego użytku, w dobrej cenie",8.0,8.0,3.0
negative,positive,"[czas, wychodzić, fajny, ten, oko, możliwość, gorąc, jedyny, minus]","[rdzewieć, czas, rok, z, wychodzić, herbata, robić, podstawiać, około, być, kawa, tacka, fajny, kakao, pienić, bardzo, to, lub, robić, kawa, ta, do, prosta, tylko, prosto, ten, za, na przykład, kawa, naraz, nie, chodzić, temu, oko, i, możliwość, mleko, gorąc, ekspres, jedyny, minus, szybko]",4.0,-0.05952380952380952,"Ekspres kupuliśmy około rok temu. Do tego czasu chodzi ok, tacka nie rdzewieje bardzo szybko i prosto robi kawy .
+ za możliwość robienia 2 kaw naraz.
- kawa nie jest gorąca
+ pienienie mleka bardzo fajne i proste
+ możliwosc podstawiania wiekszych kubkow
+ za ciepla wode do np kakao lub herbaty
Ogolnie za ta cene to ok, tylko ze ta kawa nie wychodzi goraca to jedyny minus",69.0,42.0,9.0
neutral,positive,[aromatyczny],"[kawa, aromatyczny, prosta, obsługa]",4.0,0.0,"kawa aromatyczna, prosta obsługa",4.0,4.0,1.0
positive,positive,"[godny, go, dobry, mama, dobry, problem, ludzie, który]","[sprawiać, pianka, cena, kawa, zadowolić, tydzień, się, ale, godny, dla, nie, taka, go, dobry, mama, żaden, dobry, fajerwerk, i, na, produkt, od, problem, ludzie, bardzo, jak, który, z, oczekiwać, polecenie]",4.0,0.07888888888888891,"Bardzo dobry produkt jak na taką cenę. Mam go od 3tygodni i nie sprawia żadnych problemów. Godny polecenia dla ludzi, którzy nie oczekują fajerwerków, ale zadowolą się dobrą kawą z pianką.",31.0,30.0,8.0
positive,positive,"[średni, ważny, dobry, głośny, porządnie, ładny, automatyczny]","[co, średni, dosyć, z, dobrze, nalewać, ważny, trzeba, przelać, że, być, dobry, przeszkadzać, głośny, porządnie, to, przy, filiżanka, ładny, stać, niestety, parzyć, kawa, rano, lecz, model, poziom, się, wykonać, nie, półka, kawa, by, prezentować, a, widać, mieć, i, automatyczny, ekspres, ekspres, pilnować]",4.0,0.006349206349206353,"Ładny ekspres, dobrze się prezentuje a co najważniejsze parzy dobrą kawę, jest porządnie wykonany lecz niestety widać, że jest to model ze średniej półki. Jest dosyć głośny (rano to przeszkadza) i niestety nie ma automatycznego poziomu nalewania kawy, przy ekspresie trzeba stać i pilnować by nie przelał filiżanki.",48.0,42.0,7.0
positive,positive,[zgodny],"[produkt, cena, z, zgodny]",4.0,0.25,"produkt zgodny z opisem,dobra kawa,przystępna cena",6.0,4.0,1.0
neutral,positive,[zwyczaj],"[parzyć, dobrze, bardzo, w, kawa, moi, zwyczaj, poranny]",4.0,0.0,Bardzo dobrze się sprawdza w moim porannym zwyczaju parzenia kawy.,9.0,8.0,1.0
negative,positive,"[wychodzić, dobry, raz]","[wszystko, ciężko, produkt, wychodzić, pieniądz, dwa, naprawdę, testować, dobry, te, raz]",4.0,-0.27878787878787875,Testujemy dwa dni.Na razie wszystko ok.Kawa wychodzi naprawdę dobra.Za te pieniądze naprawdę ciężko znaleść lepszy produkt,16.0,11.0,3.0
negative,positive,"[duży, prąd, go, długi, każdy, mały, ostateczność, ten, gniazdko, pyszny, czas, zadowolony, regularny, mama, zbędny, tło]","[można, duży, opisać, przez, rano, ale, dopiero, że, dodatkowy, prąd, go, dziecki, niby, dzień, płyta, to, instrukcja, długi, kapsułka, kawa, mieścić, zaparzyć, zakup, po, sitko, gdzieś, wcześnie, każdy, mały, podgrzewać, kawa, powodzenie, całkowicie, sprzęt, używać, suma, chodzić, zelmer, w, pianka, wygłuszyć, denerwujący, ostateczność, ekspres, z, szczegółowo, ten, właśnie, dźwięk, za, ruchy, opora, gniazdko, być, pyszny, uruchomić, być, tak, dla, na, czas, pracować, dwa, pokój, wyłączać, polecać, okazować, aby, coś, nieco, zadowolony, taca, hałaśliwy, się, nie, być, miąć, włączać, regularny, mama, słychać, kubek, zwlekać, zbędny, gratulacje, wyłączać, mielony, tło, przy, oprócz]",4.0,-0.036111111111111115,"Gratulacje dla Zelmera za ten sprzęt;) Instrukcja tak szczegółowo opisana, że zwlekałam 2 dni aby go uruchomić;) W ostateczności okazuje się, że są to 3 ruchy aby zaparzyć pyszną kawę z pianką. Oprócz kawy mielonej można używać kapsułek (dodatkowe sitko). Dwa regularne kubki z powodzeniem mieszczą się na tacy. Jest nieco hałaśliwy. Przy małym dziecku mam opory włączać go wcześnie rano. W pokoju dźwięk jest wygłuszony, ale słychać, że ekspres chodzi. Podgrzewająca płyta jest dla mnie całkowicie zbędna! Denerwujące jest, że wyłącza się dopiero po tak długim czasie;/ Przez to właśnie wyłączam ekspres z gniazdka po każdym użyciu(zużycie prądu niby nie duże, ale słychać w tle, że coś gdzieś pracuje). Suma sumarum jestem zadowolona z zakupu! Polecam!",117.0,90.0,16.0
neutral,positive,[bez],"[bez, działać, zastrzeżenie]",4.0,0.0,Narazie działa bez zastrzeżeń!,4.0,3.0,1.0
positive,positive,"[poręczny, słowo, przystępny, pyszny, miejsce]","[poręczny, kawa, mało, słowo, przystępny, pyszny, miejsce, zajmować, cena, jedno]",5.0,0.26666666666666666,"poręczny ,zajmuje mało miejsca kawa pyszna cena przystępna jednym słowem rewelacja:DD",11.0,10.0,5.0
positive,positive,"[go, niezły, ja, technika, rodzic, przyzwoity, prezent]","[pianka, opanować, ale, za, być, go, my, ekstra, być, kawa, pseudonim, na, wyjść, niezły, to, jak, kupić, cena, się, całkiem, taka, początkowo, nie, ja, już, zadowolić, technika, i, rodzic, kawka, naprawdę, smakować, ekspres, przyzwoity, prezent]",4.0,0.05714285714285714,"Za taką cenę całkiem przyzwoity ekspres. Kawa nam smakuje. początkowo nam nie wyszła ekstra pianka, ale jak już się opanuje technikę to jest naprawdę niezła kawka. Ps ja go kupiłam rodzicom na prezent i są zadowoleni.",36.0,35.0,7.0
positive,positive,"[go, zadowolony, mama]","[i, od, dzień, być, go, bardzo, kilka, zadowolony, mama]",4.0,0.1111111111111111,Mam go od kilku dni i jestem bardzo zadowolony,9.0,9.0,3.0
neutral,positive,[],[rewelacja],5.0,0.0,rewelacja!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1.0,1.0,0.0
positive,positive,"[ten, osoba, wychodzić, jakiś, fajny, łatwy, mama, czysty, ekspresowy, bez, pyszny]","[zakup, ten, osoba, działać, wychodzić, nadzieja, być, por, jakiś, że, zakup, zainwestować, być, prawda, tak, kupić, dalej, nad, na, powiedzieć, polecać, szczerze, to, zarzut, polecieć, latać, fajny, jeśli, ponieważ, kawa, do, obsługa, łatwy, się, z, zastanawiać, mama, już, czysty, temu, i, ekspresowy, bez, w, ekspres, początek, pyszny]",5.0,0.07847671908726488,"Ekspres kupiłam jakieś 3 lata temu i powiem szczerze ,że działa do tej pory bez zarzutów. Mam nadzieję, że dalej tak będzie:) Poleciałam już 2 osobom zakup ponieważ jest to na prawdę fajny ekspres. Jest łatwy w obsłudze, kawa wychodzi na prawdę pyszna. Jeśli zastanawiasz się nad zakupem to polecam z czystym sumieniem.Warto zainwestować na początek ekspresowej znajomości:)POLECAM!!!!!",58.0,47.0,11.0
positive,positive,"[zgrabny, zabawa, każdy, smaczny, konkurencja, ładny, mały, ogólnie, plus]","[zgrabny, tym, wykończenie, zabawa, do, dobrze, ale, każdy, cenowy, dobre, kawa, smaczny, spieniać, z, mleko, konkurencja, ładny, mały, ogólnie, w, parzyć, czyszczenie, robić, plus, zakres, przeciwieństwo, po, trochę]",5.0,0.08333333333333333,"Mały, zgrabny, ładny (dobre wykończenie w przeciwieństwie do konkurencji w tym zakresie cenowy), robi smaczną kawę, dobrze spienia mleko, trochę zabawy z czyszczeniem po każdym parzeniu, ale ogólnie cena/jakość - 5 z plusem",33.0,28.0,9.0
positive,positive,[fajny],"[bardzo, cena, taka, fajny, ekspres, za]",5.0,0.25,"Bardzo fajny ekspres, za taką cenę",6.0,6.0,1.0
negative,negative,[poza],"[móc, jaka, albo, i, tu, espresso, może, nie, poza, czy, parzyć, kawa, mleko, z]",1.0,-0.07142857142857142,jaką kawę mogę tu parzyć poza espresso i z mlekiem. może late albo capucino czy nie,16.0,14.0,1.0
positive,positive,"[fajny, ogólnie]","[kawa, fajny, pieniążek, pychota, ogólnie, za, intuicyjny, design, obsługa]",5.0,0.16666666666666666,"Kawa pychota, obsługa intuicyjna. New look design! Ogólnie 5+ za fajne pieniążki.",12.0,9.0,2.0
negative,positive,"[sam, nic, firma, wielki, smak, ten]","[urządzenie, cena, co, sam, nic, firma, za, dużo, wielki, lepsze, smak, widzieć, nie, ten, na, polecać, dzień, pieniądz, w, używać, kawa, taki]",4.0,-0.09090909090909091,"Za tą cenę nic lepszego nie widziałem,
na co dzień w firmie używam urządzenia za
dużo większe pieniądze smak kawy taki sam.
Polecam",23.0,22.0,6.0
positive,positive,[przepyszny],"[źle, wart, ale, za, przepyszny, nie, potem, początek, być, taki, wibrować, już, tak, kawa, pieniążek, i, na, może, troszkę, bardzo, robić, on, ekspres, się, szybko, polecenie]",4.0,0.07692307692307693,Kawa przepyszna i robi się ją bardzo szybko:) Ekspres może troszkę na początku wibruje ale potem już nie jest tak źle. Za takie pieniążki jest wart polecenia.,27.0,26.0,1.0
positive,positive,"[rewelacyjny, aksamitny, ten]","[rewelacyjny, mleczko, cena, na, ubity, świetnie, za, pianka, aksamitny, uwielbiać, też, kawka, ten]",4.0,0.20512820512820515,"Rewelacyjny za tą cenę. Uwielbiam tą kawkę, mleczko też świetnie ubite na aksamitną piankę.",14.0,13.0,3.0
positive,positive,[przyzwoity],"[pracować, kawa, bardzo, używać, miesiąc, ekspres, przyzwoity, po]",5.0,0.125,"bardzo przyzwoity ekspres, używam kawy lavazza (po miesiącu - niezawodny)głośno pracuje",11.0,8.0,1.0
neutral,positive,[bez],"[działać, kawka, bez, lepiej, gumowy, nasadka, opinia, super, barista]",4.0,0.0,"super kawka ,spieniacz lepiej działa bez nasadki gumowej (opinia Baristy)",10.0,9.0,1.0
negative,positive,"[egzemplarz, drugi, mój, prezent]","[egzemplarz, urządzenie, bo, za, drugi, kupić, taki, już, i, na, oczywiście, pieniądz, należeć, śmiga, mój, prezent, jak]",5.0,-0.04411764705882353,"Kupiłem już drugi egzemplarz, na prezent, bo mój śmiga jak należy. Oczywiście jak na takie urządzenie i za takie pieniądze.",20.0,17.0,4.0
positive,positive,[pyszny],"[kawa, pyszny]",4.0,0.3333333333333333,KAWA PYSZNA,2.0,2.0,1.0
positive,positive,[pyszny],"[kawa, ekspres, super, pyszny]",4.0,0.16666666666666666,super ekspres kawa pyszna,4.0,4.0,1.0
negative,positive,[raz],"[express, d, na, ale, kawka, być, odkrywać, raz, dobra, już]",4.0,-0.2,Express na razie odkrywam! Ale Kawka już jest dobra :D,10.0,10.0,1.0
positive,positive,"[czarny, przygoda, nowy, wielbiciel, wydanie]","[czarny, prosta, obsługa, przygoda, swoić, płyn, sprzęt, dla, nowy, wielbiciel, i, bardzo, rozpoczynać, wydanie, parzyć, w, kawa, z, dobra]",4.0,0.06390977443609024,Bardzo dobra i prosta w obsłudze konstrukcja.Super sprzęt dla wielbicieli kawy rozpoczynających swoją przygodę z czarnym płynem w nowym wydaniu ( parzeniu).,22.0,19.0,5.0
positive,positive,"[ten, szybki, idealny, go, bez, rewelacyjny, każdy, inny, przepyszny, problem, ten, smaczny, prostota, swój]","[ten, szybki, za, idealny, być, go, kawa, bez, łatwość, dzień, czynić, polecać, poranek, rewelacyjny, to, każdy, jak, kawa, te, do, znakomicie, inny, przepyszny, problem, expres, ten, smaczny, prostota, funkcja, on, por, zrobić, dział, i, produkt, swój, o, pieniądz, naprawdę, ekspres, obsługa]",4.0,0.15853658536585366,"Polecam ten produkt, znakomicie spelnia swoja funkcje . Ekspres dział bez problemu kawa smaczna. Łatwość i prostota obsługi tego expresu czynią go idealnym do szybkiego zrobienia przepysznej kawy o poranku jak i o każdej innej porze dnia, jak za te pieniądze to jest on naprawdę rewelacyjny",46.0,41.0,14.0
neutral,positive,[],"[me, do, co, jakość, oczekiwanie, spełniać, kawa, ekspres]",4.0,0.0,Ekspres spełnia me oczekiwania co do jakości kawy.,8.0,8.0,0.0
negative,positive,"[każdy, nim, wychodzić, ochota, ten, kuchnia, łatwy, pyszny]","[każdy, do, doskonale, obsługa, w, nim, się, wychodzić, ochota, ten, kawa, a, parzyć, wyglądać, ładnie, kuchnia, sprawować, łatwy, dzień, kawka, i, bardzo, wstawać, ekspres, z, pyszny]",5.0,-0.012820512820512822,Ekspres sprawuje się doskonale. Wychodzi pyszna kawka. Z ochotą każdego dnia wstaję i parzę w nim kawę. Łatwy w obsłudze. A do tego bardzo ładnie wygląda w kuchni.,28.0,26.0,8.0
positive,positive,"[łatwy, przystępny, dobry, wyśmienity, przystępny, świetny]","[łatwy, przystępny, za, wykonać, użytkowanie, kawa, materiał, z, dobry, wyśmienity, przystępny, w, ekspres, cena, świetny, ekspres]",5.0,0.43333333333333335,"Świetny ekspres za przystępną cenę...ponieważ:

- kawa z ekspresu wyśmienita
- wykonany z dobrych materiałów
- łatwy w użytkowaniu
- przystępna cena",22.0,16.0,6.0
negative,negative,"[katastrofa, jakiś, nieszczelny, elektryczny, wada, fabryczny]","[działać, katastrofa, urządzenie, do, przecie, się, jakiś, jeszcze, nie, że, dotrzeć, miąć, być, nieszczelny, elektryczny, to, móc, wada, zdarzyć, jak, fabryczny, ekspres, z, należeć, dość]",1.0,-0.12,"Ekspres dotarł do mnie z wadą fabryczną. Był nieszczelny, nie dość że nie działa jak należy to jeszcze jakaś katastrofa mogła się zdarzyć, przecie to urządzenie elektryczne...",27.0,25.0,6.0
neutral,positive,"[para, który, go]","[teraz, para, który, oceniać, młoda, pozytywnie, używać, bardzo, go, sprzęt]",4.0,0.0,"bardzo pozytywnie ocenia sprzęt para młoda, która go teraz używa",10.0,10.0,3.0
negative,positive,"[wyświetlacz, adekwatny, toporny, raz]","[do, pole, przylegać, wyświetlacz, wykonanie, adekwatny, kawa, tacka, cena, czarna, przy, toporny, kropka, niedokładnie, na, raz]",4.0,-0.125,"na razie kawa b.dobra. Przy wyświetlaczu na srebrym polu czarna kropka, tacka niedokładnie przylega, toporne wykonanie, adekwatne do ceny",19.0,16.0,4.0
positive,positive,"[dobry, niski, wysoki]","[cena, dobry, produkt, za, niski, wysoki, półka, bardzo, z]",5.0,0.09417989417989418,Bardzo dobry produkt za rewelayjnie niską cenę. Produkt z wyższej półki.,11.0,9.0,3.0
positive,positive,"[dobry, ważny, bez, poza, chiński, fajny, pyszny, prezent]","[działać, tym, cena, śmierdzieć, nie, design, dobry, ważny, plastik, estetyczny, tak, kupić, bez, zadowolić, i, na, od, dzień, zarzut, poza, używać, chiński, w, fajny, ekspres, pyszny, prezent, kawa]",4.0,0.05119047619047619,"Kupiłam na prezent. Prezentobiorcy zadowoleni, kawa pyszna i ekspres używany od 2 dni działa bez zarzutu. Poza tym estetyczny i fajny design w tak dobrej cenie. I ważne: nie śmierdzi chińskim plastikiem!",32.0,28.0,8.0
positive,positive,"[łatwy, rewelacyjny]","[łatwy, kawa, obsługa, w, być, rewelacyjny, ekspres]",5.0,0.380952380952381,"ekspres jest łatwy w obsłudze, kawa rewelacyjna",7.0,7.0,2.0
negative,positive,"[bez, praca, cichy, sprawny, wychodzić, pyszny]","[a, bez, żaden, praca, cichy, i, sprawny, wychodzić, kawka, zastrzeżenie, pyszny]",4.0,-0.1617965367965368,"Bez żadnych zastrzeżeń. Cicha i sprawna praca, a kawka wychodzi pyszna",11.0,11.0,6.0
positive,negative,"[problem, woda, bez, uznanie]","[do, uchwyt, rok, problem, podczas, ekspres, woda, własne, ciec, działać, mocować, grzać, według, tacka, z, parzyć, na, filiżanka, przez, przed, bez, sitko, zarzut, uznanie, zatykać, kawa, sitko, się, gwarancja]",2.0,0.034482758620689655,"Eksperes działał przez rok bez zarzutów. Przed koncem gwarancji zaczeły się problemy: z ekspresu cieknie, woda, zatykają się sitka, podczas parzenia kawy pęknął uchwyt mocujący sitko do ekspresu, tacka na filiżanki grzeje według własnego uznania.",35.0,29.0,4.0
positive,positive,"[złoty, ciekawy, zależność, świetny, dobry]","[od, wsypać, że, około, być, wyglądać, połowa, cena, długo, myśleć, złoty, uznać, ciekawy, robić, kawa, zależność, ekspres, świetny, do, się, dobry, nie, szukać, mniej, kawa, super, dodatkowy, a, pomylić, spieniać, mieć, funkcja, i, jakość, kosztować, w, ekspres, błyskawicznie, mleko]",5.0,0.10085470085470086,"Długo szukałem ekspresu i uznałem, że jest najlepszy do ceny około 1000zł, a kosztuje połowę mniej. Myślę, że się nie pomyliłem - ekspres wygląda super, robi świetną kawę (w zależności od jakości wsypanej kawy), błyskawicznie spienia mleko, ma ciekawe dodatkowe funkcje.",41.0,39.0,5.0
negative,positive,"[plastikowy, nic]","[tacka, plastikowy, rewelacyjnie, nic, się, nie, produkt, że, zardzewieć, być, sprawować, tak]",4.0,-0.16666666666666666,Produkt sprawuje się rewelacyjnie. Tacka ociekowa jest plastikowa tak że nic nie zardzewieje.,13.0,12.0,2.0
negative,positive,"[dobry, ten, raz, pyszny, gęsty]","[sugerować, do, świeżo, ekspres, utrzymywać, dobrze, wgląd, mielony, dobry, ten, super, raz, spieniać, długo, i, pyszny, oczywiście, świetnie, kawka, tyle, pianka, gęsty, kosztować, kawa, z, jakby, się, mleko]",5.0,-0.014285714285714287,"Ekspresik super, kawka pyszna( oczywiście z dobrej kawy, najlepiej świeżo mielonej) z gęstą i długo utrzymującą się pianką. Wgląd ekspresu sugeruje jakby kosztował  3 razy tyle. Do tego świetnie spienia mleko.",31.0,28.0,5.0
positive,negative,"[wszystek, sytuacja, działo, dodatkowo, bez, nowy, pęcherz, totalny, czas, producent, pan, miara, przebarwienie, cały, cały]","[wszystko, polecać, przez, dostały, on, że, około, zalecać, być, china, tacka, działać, środki, polecać, to, jak, te, po, do, powtórzyć, wszystek, ekspres, sytuacja, działo, litera, dodatkowo, mi, zelmer, bez, i, produkować, nowy, pęcherz, totalny, z, oddać, zawór, gorzeć, tandeta, pokrętło, czas, miesiąc, serwis, upływ, litera, być, być, tak, powiedzieć, producent, cykliczny, jakby, wyłącznie, pan, miara, pseudonim, się, bo, model, nie, działać, wymienić, produkt, mimo, przebarwienie, kolej, oraz, cały, cały, w, coraz]",1.0,0.0053655264922870555,"Ekspres jak był nowy to działał. W miarę upływu czasy pokrętło działało coraz gorzej, dodatkowo tacka dostała przebarwień i pęcherzy tak jakby się utleniałą. Wszystko to działo się mimo cyklicznego odkamieniania zalecanymi przez producenta środkami. Oddałem ekspres do serwisu wymieniony zostal cały zawór oraz tacka. Po około 3 miesiącach cała sytuacja się powtórzyła. Nie polecam. PS. Pan z serwidu powiedział mi że wszystkie produktu zelmera z literą w modelu są produkowane w chinach i jest to totalna tandeta. Polecał z kolei te bez liter bo są one produkowane wyłącznie w polsce.",91.0,71.0,15.0
positive,positive,"[rewelacyjny, szybkość]","[rewelacyjny, i, express, o, design, łatwość, szybkość, obsługa, niepowtarzalny]",5.0,0.1851851851851852,Rewelacyjny express o niepowtarzalnym designie i łatwości i szybkości obsługi,10.0,9.0,2.0
negative,positive,"[pierwszy, cudownie, wychodzić, zachwyt, mama, porównanie, mój, raz]","[pierwszy, ale, cudownie, wychodzić, zachwyt, nie, być, mama, kawa, spienić, wpaść, i, porównanie, to, bardzo, mój, w, ekspres, raz, dobra]",4.0,-0.075,"Nie wpadłam w zachwyt, ale jest to mój pierwszy ekspres cisnieniowy i nie mam porównania. W kazdym razie kawa wychodzi bardzo dobra i cudownie spieniona.",25.0,20.0,8.0
positive,positive,"[wysoki, zadowolony, stosunek]","[wysoki, do, cena, wykonanie, jakość, być, bardzo, jakość, zadowolony, stosunek, dobra]",5.0,0.15584415584415587,Jestem zadowolony . Jakość wykonania bardzo dobra . Wysoki stosunek jakości do ceny .,14.0,11.0,3.0
positive,positive,"[ten, oko, pyszny]","[ten, cena, i tak dalej, czytać, nie, być, zakup, być, miąć, oko, kawa, dla, długo, i, przed, wahać, jak, w, ekspres, opinia, się, pyszny]",4.0,0.0303030303030303,"Długo się wahałem przed zakupem; czytałem opinie itd. Nie jestem ""kawofiem"" i jak dla mnie w tej cenie, ekspres jest ok.
Kawa pyszna!",23.0,22.0,3.0
negative,positive,"[cały, cały, ciepły, mama, czas, ochota, saszetka, pyszny]","[można, zawsze, być, robić, za, cały, że, robić, denerwować, tam, doba, cały, ciepły, samo, mama, filiżanka, przez, to, podgrzewać, jak, czas, do, filiżanka, cena, się, kubeczek, nie, ochota, saszetka, taka, miąć, kawa, super, używać, leż, podgrzewacz, mieć, i, wyłączać, jeżeli, a, naprawdę, w, też, pyszny]",5.0,-0.0026936026936026985,"A mnie nie denerwuje to, że podgrzewacz do filiżanek jest cały czas ciepły. Zawsze tam leżą  2 filiżanki i jak ma ochotę robić kawę to zawsze mam ciepły kubeczek. Wyłącza się to podgrzewanie samo jeżeli przez całą dobę nie robię kawy.Kawa jest pyszna, można też używać kawę w saszetkach. Za taką cenę jest naprawdę super.",55.0,45.0,8.0
negative,positive,"[niesprawny, ciekły, usterka, wysoki, cichy, naprawa, woda, prosty, bez]","[można, do, niesprawny, zostać, uruchomić, natychmiast, ciekły, korzystać, przyczyna, być, ponieważ, usterka, on, nadawać, tacka, nagrzewać, polecać, wysoki, po, cichy, działać, naprawa, się, woda, wyjęcie, prosty, reklamacja, usunąć, spieniać, kubeczek, doskonale, bez, serwis, w, była, ekspres, z, szybko, mleko]",5.0,-0.013431013431013428,"Ekspres natychmiast po uruchomieniu nadawał się do reklamacji ponieważ ciekła z niego woda. w serwisie usterka szybko została usunięta przyczyną była niesprawna pompa.Po naprawie ekspres działa bez zarzutu,jest cichy, szybko się nagrzewa, doskonale spienia mleko, jest prosty w obsłudze,po wyjęciu tacki ociekowej można korzystać z wysokich kubeczków. Polecam!",48.0,39.0,9.0
negative,positive,"[możliwość, ten, marny, dobry, prosty]","[możliwość, plastik, ten, cena, do, intuicyjny, marny, ale, filiżanka, żeby, trzeba, dojść, brakować, kawa, dobry, prosty, wyłączenie, tak, wprawa, rewelacja, i, jakość, to, czego, podgrzewać, w, jedyne, ekspres, trochę, zrobić]",4.0,-0.06888888888888887,"prosty intuicyjny ekspres, żeby zrobić dobrą kawę trzeba dojść do wprawy. trochę marnej jakości plastiki ale w tej cenie to i tak rewelacja. jedyne czego brakuje to możliwość wyłączenia podgrzewania filiżanek",31.0,30.0,5.0
neutral,negative,[oko],[oko],3.0,0.0,"ok.,,",1.0,1.0,1.0
positive,positive,"[ciekawy, wielki, cichy]","[cena, obsługa, ciekawy, i, polecać, propozycja, nie, za, wielki, bardzo, w, przyjemny, cichy]",4.0,0.03296703296703297,Bardzo ciekawa propozycja za nie wielką cenę. Cichy i przyjemny w obsłudze. Polecam!!!,13.0,13.0,3.0
positive,positive,"[dobry, dobry, głośny, który, dobry, ładny]","[móc, cena, ekspres, ale, wygląd, nie, kawa, dobry, dobry, w, głośny, by, który, dla, trochę, dobry, więcej, produkt, ładny, hałasować, dodać, cóż, spotkać, robić, kawa, z, zwykły, jeszcze]",4.0,0.10892857142857142,"Produkt ładny z wyglądu, robi dobrą kawę, trochę głośny ale nie spotkałem jeszcze ekspresu który by nie hałasował. cóż więcej mogę dodać, dla zwykłego wypijacza kawy dobry produkt w dobrej cenie.",31.0,28.0,6.0
