comment,emotion,rate
"Pyszne, genialne jedzenie. Wspaniały klimat lokalu, muzyka na żywo. Jesteśmy po raz kolejny zachwyceni!",positive,5
"Genialna miejscówka na biznesową albo romantyczną kolację. Pyszne, wyszukane jedzenie, piękne wnętrza, znakomita obsługa, ciężko znaleźć wadę.
Ceny adekwatne do wrocławskiego Rynku - dość wysokie - ale jakość jedzenia wszystko rekompensuje.
Można robić rezerwacje mailowo i telefonicznie (duży plus).
Polecam.",positive,5
Kolejna wizyta i kolejne wspaniałe doświadczenie kulinarne. Tym razem spróbowaliśmy policzków wołowych i pierożków z kurkami. Niesamowite smaki a wszystko pięknie podane. Do tego miła obsługa. Bernard to zdecydowanie jedno z naszych ulubionych miejsc.,positive,5
"zawsze szukałem miejsca w którym zjem dobrze zrobiną kaczkę :) uwielbiam ... no i znalazłem...nie była sucha, nie była twarda, nie była gumowa... była super przyrządzona :)",positive,5
"Makaron z kurkami i wołowiną. Jedzenie bardzo dobre, trunki również. Polecam to miejsce. Jest dużo ludzi, co znaczy że lokal ma wysokie standardy.",positive,5
"Od lat z przyjemnością chadzam do tej restauracji. W moim stałym repertuarze znajduje się zupa krem z pomidorów, kurczak Bernarda, czy wątróbka ze śliwowicą. Potrawy są zawsze świeże, pięknie podane i smaczne.",positive,4
"Bardzo smaczne burgers z szarpana wołowiną! Dobre sałatki, dorsz i kaczka. Znakomite piwo bezalkoholowe śliwkowe, polecam! Porcje bardzo obfite, mogły by być mniejsze przy niższej cenie, ale ogólnie polecam. Ciężko o stolik, najlepiej dokonać rezerwacji.",positive,5
"Zamówiłem najtańsze danie składające się z wszystkiego czego nie lubię, czyli drób na puree z białych warzyw i było pyszne. Dodadkowo super kelner, który musiał reorganizować salę, a mimo to nawet przez chwilę nie czułem się olany. Moja żona wymarzona zamówiła pierożki z kurkami i...Więcej",positive,5
"Często jemy tam z żoną,pyszne jedzenie.Trafiliśmy tam dzięki Tripadvisor
i nie żałujemy.Potrawy bezglutenowe zawsze w karcie.Bardzo miła obsługa.",positive,5
"Jedna z moich ulubionych wrocławskich restauracji. Zawsze dobre jedzenie na wysokim poziomie, bogate menu i świetna obsługa. Bardzo polecam wybrać jedno z piw, bo są naprawdę dobre.",positive,5
"Polecam
Dobre menu jest z czego wybierać
Podane gustownie i smacznie
Pyszne piwo
Śmialo Polecam
Bardzo fajny klimat zarówno na kolacje we 2, jak również z rodziną i przyjaciółmi",positive,4
"Gorąco polecam to miejsce. Spędziłam tu naprawdę fajny wieczór przy smakowitym piwie i przekąskach. Zaskoczyła mnie przede wszystkim ilość pyszności, którą restauracja serwuje na ""talerzu przekąsek"" - warte swojej ceny. Miła obsługa, polecam!",positive,5
"Rewelacyjny gulasz wołowy z knedlami, bardzo dobra zupa krem z pomidorów lub z cukinii. Latem polecam piwo arbuzowe.",positive,4
"Byłem ze znajomymi 3 razy. Poprawnie, dania smacznie ale czytając opinie spodziewałam sie więcej. Dla niektórych dania były zbyt słodkie co mnie osobiście było zaletą. Jakość dań nierówna - zupełnie przeciętna, a nawet poniżej była sałatka.",positive,3
"Zamówiliśmy pierś kurczaka z orzechami która była smaczna i schabowego. Schabowy był nadzwyczaj słaby, pokryty dziwna panierka i smażony we frytkownicy, danie jak ze słabego baru za 12 zł a kosztowało dużo więcej.",positive,3
"Zarówno śniadania jak i inne dania z karty na medal. Świeże, smaczne, profesjonalnie podane. Obsługa bardzo miła. Mimo, że w lokalu było dużo gości to wszystko przebiegało bardzo sprawnie. Lokal fajny. Jedyna rzecz, do której mogłabym się przyczepić są ceny. Mogłyby być niższe.",positive,5
Idealne miejsce zarówno na spotkanie biznesowe jak i kolację w gronie przyjaciół. Zróżnicowane menu zaspokoi gusta najbardziej wybrednych klientów. Bardzo duże porcje usatysfakcjonują największego łasucha. Polecam.,positive,5
"Profesjonalna obsługa, przepyszne jedzenie i ładny wystrój wnętrza. Świetne miejsce na obiad, trudno się zdecydować co zjeść - tyle pysznych dań w karcie ;)",positive,5
"Przemila kolacja ze znajomymi zepsuta przecietnym jedzeniem, 2 tylko dlatego ze obsluga byla ok ale same dania ponizej przecietnosci
Na prawde ciezko jest zepsuc schab panierowany i frytki. Zupy przesolone obiad ponizej przecietnej!
Nie polecam",positive,2
"Bardzo dobra, szkoda, że nie ma już talerza żony Bernarda, na którym można było próbować kilku rzeczy.",positive,5
"Obsługa na bardzo średnim poziomie. Stolik z pięknym widokiem na rynek, niestety klimatyzacja tak wieje, że ciężko wysiedzieć.
Zamawiana sałatka za dość wysoką kwotę składała się głównie z sałaty i 3 krewetek. Nie powalała smakiem, choć ładnie wyglądała.
Po takich miejscach oczekuje się jeśli nie...Więcej",positive,3
"Często odwiedzam wraz z koleżanką restauracje Bernard.
Bardzo lubimy jeść w tym miejscu i za każdym razem nam smakuje... ale do rzeczy.
Akurat tego dnia nas obsługiwał Pan.
Bez zarzutów-super. Jednak razem z Panem piętro obsługiwała Pani, która miała minę jakby była w pracy za...Więcej",positive,4
"Po kilku wizytach mogę bardzo polecić. Jadłem juz kilka potraw i zawsze pyszne. Królik, Burger i inne Dania mięsne bardzo dobre. Ceny wysokie ale cos za cos",positive,5
"Śliwki w boczku mistrzostwo swiata :) można na nie wracać i wracać.. Na danie główne zamówiliśmy smażony syr, z frytkami i sałatka, bardzo dobre. Dodatkowo smaczne winko i drinki. Obsługa miła i pomocna. Ceny przystępne.",positive,5
"Po długim szukaniu odpowiedniej restauracji, zdecydowaliśmy się iść do ""Bernarda"".
Pełni nadziei, zarezerwowaliśmy stolik wcześniej. Poprosiłam o ładne nakrycie, ponieważ okazją były ""okrągłe"" urodziny. Z zamówieniem tortu skierowano mnie na kontakt mailowy. Telefonicznie było to zadanie niewykonalne, szkoda. Pomyślałam trudno.. Napisałam maila z zapytaniem. Szybciutko...Więcej",positive,2
Obsługa uprzejma. Ale dobry kelner powinien wiedzieć co w tym dniu jest w restauracji najlepsze. Dla zadowolenia gościa i opinii o restauracji - warto coś doradzić lub odradzić. Niestety mój wybór z menu nie był dobry.,positive,2
"Uchodzi, za jedną z lepszych restauracji we Wrocławiu i faktycznie wielu znajomych pozytywnie się o niej wyraża. Dla mnie potrawy są za ""cięzkie"" I wcale nie przypominają czeskiej kuchni. Zamówiłem moje ulubione knedliki z gulaszem i po prostu się ""zapchałem"". Reasumując - można spróbować wizytę...Więcej",positive,3
"Bardzo dobra czeska restauracja w sercu Wrocławia. Idealna na weekendowy obiad, miła obsługa, krótki czas oczekiwania na dania. Bardzo dobre jedzenie. Czasami problemy z dostaniem wolnego stolika.....",positive,5
"Miła obsługa, każdy coś dla siebie znajdzie smacznego, nietuzinkowego, ciekawego. Duże porcje. Niezła muzyka. Polecam.",positive,5
"Jedzenie super. Bedzie powrot. Zupa genialna! Obsluga sprawna. Restauracja w samym centrum, co ma w sumie plusi i minusy :)",positive,5
"Jedzenie smaczne, choć podano je już dość chłodne.
Fajne i ciekawe smaki, znakomita herbata z pomarańcza :)",positive,4
"wspaniałe wnętrze, ogródek przed restauracją z widokiem na ratusz wrocławski, przepyszne jedzenie, polecam stek i kaczkę",positive,5
"Miła atmosfera i bardzo dobre piwo. Ładny wystrój, obsługa pierwsza klasa. Smaczne przekąski do piwa. Polecam wszystkim",positive,4
"Jedzonko bardzo dobre!
Info dla turystów - jeżeli wybierasz się tam po sezonie, w porze przed kolacją to nie myśl że na bank jest wolny stolik. Mieliśmy to szczęście że trafiliśmy na jedyny wolny stolik (restauracja ma trzy kondygnacje).
Ogólnie wszystko na miejscu 😀 co...Więcej",positive,5
"bardzo dobre jedzenie i piwo, wszystkie składniki idealnie się komponują. Polecam gorąco :) szczególnie sałatki.",positive,5
"Odwiedziliśmy lokal w niedziele ok 13:00, był prawie komplet, ale udało nam się usiąść. Zamówiliśmy pierożki z kurkami i polędwiczkę z sosem serowym, danie dostaliśmy szybko, wyglądało pięknie i smakowicie. Świetna obsługa. Polecam!",positive,5
"Żałuje ze tak późno tu zawitałem.... Problem ze znalezieniem wolnego stolika tez juz o czymś świadczy. Obsługa miła, samo jedzenie zarówno dobrze wyglada jak i smakuje. Krem z pomidorów i knedliki wysoki poziom. Czeski Burger, dorsz curry również na poziomie. Z kija lany oczywiście Bernard....Więcej",positive,4
"W zasadzie Bernard nigdy nas nie zawiódł. Niezależnie od celu wizyty, czy to wybieramy sie na drinka czy na obiad czy na deser- zawsze trafiamy doskonale.
W Bernardzie fajna jest zmienność potraw, ich sezonowość. Za każdym razem zaskakują nas wyszukane kompozycje.
Każdy znajdzie coś dla...Więcej",positive,5
"W restauracji spędziłem kolacje firmową. Pyszne jedzenie. Miła obsługa. Pyszne piwo własnej roboty. Dobre ceny. Za kolacje na 9 osób ( Dania główne, dużo piwa, kilka win , desery, kawy i kilka kieliszków droższej whisky zapłaciliśmy około 950 PLN. Polecam.",positive,5
"Byłam na rocznicowej randce, walentynkowej kolacji i większej uroczystości urodzinowej organizowanej przez znajomych. Kuchnia nie zawiodła przy żadnej okazji.
Bardzo klimatyczne miejsce, zdecydowanie dobra destynacja dla uczczenia jakiejś uroczystości lepszą kuchnią. Jedno zastrzeżenie do oferty walentynkowej - świetnym pomysłem było przygotowanie osobnej karty dla par,...Więcej",positive,4
"Wystrój fajny, piwo bez rewelacji, takie normalne... Obsługa ok, ale nie zachwyca.. Średnio... Nic nie jadłem więc o kuchni se nie wypowiem",positive,3
"Bardzo dobre i świetnie wyglądające potrawy, piwo równie znakomite. Ceny jak na wrocławski rynek standardowe - zawsze może być taniej ale i tak jest ok! W weekendy w porze obiadowej ciężko o miejsce, dlatego trzeba robić rezerwacje. Zdecydowanie polecam!",positive,5
"Bardzo smaczne i znakomicie przyrządzone jedzenie, choć zdarza się niepotrzebnie pojechać z jakąś przyprawą, jak np. anyżek w sosie do sałatki z kaczką. Znakomitej jakości mięsa z niskich temperatur i pyszne sosy, choć nie jest tanio.",positive,5
Takich miejsc gdzie wiedzą w jakiej temperaturze serwować piwo jest niestety niewiele. Fajne miejsce za spotkanie firmowe,positive,5
"Jedzenie choć nie należy do najtańszych, z całą pewnością należy do bardzo smacznych, dopracowanych i wyjątkowych. Miejsce nie daje poczucia ""sztywności"", atmosfera jest bardzo miła, dość luźna, chociaż każdy klient poczuje się wyjątkowo :-) Jeśli chce się usiąść w wyjątkowym miejscu- nad wejściem, z widokiem...Więcej",positive,5
"Polecam na lunch i kolacje z widokiem na rynek , naprawdę smaczne jedzenie szczególnie jeśli chce się spróbować czegoś nowego - polecam kurczaka pina colada, a do tego miła obsługa :)",positive,4
"Świetny klimat, swojskie piwo. jedzonko idealnie pod browarek. stylizują się na czechy i dobrze im to wychodzi Cały tydzień pełno ludzi - zwykli i biznes!",positive,5
"Krążąc wokół wrocławskego rynku i przyległych uliczek wybór padł na Bernard. Udało nam się upolwać stolik na zewnątrz! Kelner w pośpichu przyjął zamówienie, nie za bardzo miał ochotę doradzać, ale z klopotu wybrnęliśmy podpatrując co podano do stolika obok. Kelnera usprawiedliwiam, przy takim obłożeniu lokalu,...Więcej",positive,4
Na comiesięczny rodzinny obiad w restauracji wybraliśmy się do Bernarda. Wybraliśmy dania czeskiej kuchni i wszystko było pyszne. Miejsce godne polecenia.,positive,5
"Porcje wyglądające na małe, lecz w rzeczywistości można się najeść do syta! Obsługa zawsze miła i umiejąca doradzić :) polecam",positive,5
"Bardzo dobra restauracja, świetne piwo, dobra obsluga. Switene miejsce na spotkanie biznesowe. Polecam dla wszystkich ktorzy w swobodnych okolicznosciach przyrody chca milo spedzic czas przy dobrych trunkach i jeszcze lepszym jedzeniu:-)",positive,4
"Jedzenie pyszne. Wszystko co zamowiliśmy było smaczne, ciepłe, ładnie podane. Jedyny minus, bardzo długo czas oczekiwania. Okazało się ze nasze danie przez pomyłkę podano innym. W ramach rekompensaty mogliśmy wybrać deser. Przepyszny :) Dość drogo ale warto :)",positive,4
"Jak tylko zdecydowaliśmy się na weekend w ukochanym Wrocławiu, zarezerwowaliśmy stolik w Bernardzie. Pyszne jedzenie, bardzo dobra obsługa, która potrafi doradzić niezdecydowanym:) i najlepsze piwo! Szybko wydawane potrawy pomimo wielu gości. SUPER!",positive,5
"Kelner taki sobie, wystrój nieszczególny. Ale nie ma to znaczenia jak zamówisz kaczkę z buraczkami, to Fronczewski z Pana Kleksa okulary zgubi z wrażenia.
Po prostu PYSZNE !
Popraxujcie trochę nad obsługą a dam 5 punktów.
OGÓŁEM ZDECYDOWANIE POLECAM",positive,4
Stolik na tarasie rewelacja. Obsługa miła i rzeczowa. Czas oczekiwania na danie nie był długi. Jedzenie świeże i aromatyczne. Doskonałym uzupełnieniem dla niego było piwo serwowane w restauracji.,positive,4
"Jedna z trzech najlepszych restauracji w jakich byłem. Smak, dopracowanie potraw i gustownie podane. Wszystkie dania z karty są wyśmienite a do tego świetne czeskie piwo. jeśli szukasz knajpy na naprawdę wysokim poziomie to zdecydowanie Bernard. w niektóre dni jest muzyka na żywo.",positive,5
"Wyśmienita golonka, warto czekać 40 minut, popijając piwko w tym czasie. Nie warto natomiast brać żadnego czekadełka, bo golonka się już nie zmieści :)
Bardzo miła obsługa.",positive,5
"Jedno z przyjemniejszych miejsc na wrocławskiej mapie gastronomicznej. Wiosną i latem miło usiąść w ogródku i podziwiać architekturę wrocławskiego Rynku, zimą przyjemnie usiąść na piętrze przy oknie wykuszowym i patrzeć w góry na przechodniów. Jedzenie smaczne, piwo pyszne a obsługa bardzo miła.",positive,4
"nie zdążyłem tu jeszcze nic zjeść, choć byłem kilkakrotnie, ale świeże dobre piwo bernard i co ważniejsze domowej roboty nalewki są absolutnie boskie !!
Warto !
Raz czy dwa popijając przy barze umilała wieczorny czas muzyka na żywo :)",positive,5
Dajna restauracja w centrum miasta. Na przystawkę polecam serki a danie główne - zdecydowanie kaczka,positive,5
"Wybraliśmy tę restaurację ze względu na wysoką pozycję na liście na tripie i właściwie nie zawiedliśmy się. Jedzenie przepyszne - zazwyczaj nie wracamy dwa razy w jedno miejsce, ale tu zrobiliśmy z mężem wyjątek. Obsługa w porządku, lokalizacja bardzo dobra, bo sam środek rynku.",positive,5
Stanowczo jedna z lepszych knajp w jakich byłam. Rewelacyjne piwo. Miła obsługa. Lokal czysty. Jedzenie z pomysłem ale bardzo dobre. Bardzo chętnie tam wrócę przy następnej wizycie we Wrocławiu. Miło trafić z drugiego końca polski do takiego lokalu,positive,5
"Moje zdanie, restauracja nastawiona na turystów.
Długo się czeka na obsługę, nie zawsze obsługa jest miła.
Potrawy - smak przeciętny i drogie.
Można w okolicy znaleźć znacznie lepsze restauracje.",positive,3
"Pomimo tego, że czeskie jedzenie kojarzy nam się raczej z typowymi czeskimi gospodami to tutaj jest nieco inaczej - możemy pójść na przysłowiową ""kolację"" i przy okazji zjeść coś z czeskiej kuchni.
To raczej restauracja niż piwiarnia, ale piwo mają tam też dobre. Lokalizacja w...Więcej",positive,5
"Mialem okazje juz pare razy tam jesc. Za kazdym razem probowalem czegos innego (kaczka, ryba) i raczej nie zalowalowalem. Jedyny minus to schabowy grubosci 3 kartek papieru. Polecam natomiast pierozki z serem i kurkami.",positive,5
"Za każdym razem, kiedy wybieram się do Bernarda, odkrywam coś nowego. A wszystko za sprawa kucharza, który nie pozwala nudzić się gościom. Jadłam tam często i zawsze jest pysznie i świeżo (polecam szczególnie gęś, kaczkę i mini serki!). Jest wino, czeskie piwo, urokliwy klimat -...Więcej",positive,5
"Świetna kuchnia w samym centrum Wrocławia. Polecam wszystkim przyjezdnych. Pierożki z kurkami rewelacja, do tego piwo Bernard. Polecam!",positive,5
"Restauracja ma szumnie brzmiące dania, ale ich jakość mogę ocenić wyłącznie na średnim poziomie. Ceny nieadekwatne do jakości (z pewnością jest to ""zasługa"" lokalizacji na Rynku).
Obiad - zimny. Kotlet mielony z cielęciny? W restauracji ""takiej"" rangi? To pomyłka.
Obsługa niemiła.",positive,3
"Miałam okazję być u Bernarda.
Zamawiałam tylko piwo - Bernard jasny - bardzo smaczny, z wyraźną goryczką. Niestety byłam już po posiłku, lecz widziałam dania serwowane na stolikach obok mnie. Śniadania - bardzo duże porcje, pachnące, świeżo wyglądające.
Obsługa kelnerska szybka, sprawna, kulturalna, sympatyczna.
Lokal...Więcej",positive,4
"Jedzenie znakomite,tak samo obsluga:)jedynym mankamentem byla sugestia kelnera,abym karmiła dziecko piersią w toalecie.",positive,4
"Restauracja na wysokim poziomie. Jedna z najlepszych na wrocławskim rynku. Jedzenie świetnie podane i bardzo smaczne.
Miła atomosfera i profesjonalna obsługa.",positive,5
"Pyszne jedzenie, piękne wnętrze :) Polecam spróbować śliwki zawijane w boczku i poczuć atmosferę tego miejsca :)",positive,5
Posiłki pięknie i starannie podane.Bardzo miła obsługa kelnerska. Jedzonko było pyszne-polecam szczególnie sałatkę z owocami morza i owocami sezonowymi- dla mnie pyszotka :)) Wadą jedyna są zbyt wysokie ceny:(,positive,5
"Mimo niewielu osób w restauracji czas oczekiwania był dość długi, a śniadanie ledwo ciepłe. Atmosfera i ceny przystępne :)",positive,3
"Restauracja z dobrym jedzeniem i jeszcze lepszym piwem😊 Obsługa miła i kompetentna potrafiąca dobrze doradzić . Świetna lokalizacja, ceny wysokie ale do przeżycia. POLECAM",positive,4
"Wspaniała kuchnia! Przemiła obsługa! Miejsce doskonałe dla dzieciaków, duży wybór w karcie potraw odpowiednich dla najmłodszych nie koniecznie z menu dziecięcego. Możliwość zamówień specjalnych.
Pomimo dużej ilości klientów bardzo szybka i sprawna obsługa.
Jeśli ktoś potrzebuje chwili spokoju to zdecydowanie polecam stoliki wewnątrz lokalu, w...Więcej",positive,5
"Chyba jedna z lepszych kuchni w samym Rynku, do tego pyszne piwo. Miło można tam spędzić czas ale bez ""fajerwerków"".",positive,4
"Gulasz z knedlikami mega , lepszy niż w nie jednej knajpie w Czechach ! Piwko mega i obsługa tez super .Miejsce tez mega i nie mam się do czego przyczepić. Polecam .",positive,5
"Nie mogę napisać nic nad wyraz wyjątkowego, bo jedzenie również było bardzo poprawne i smaczne, ale bez westchnień jak w kilku innych restauracjach we Wrocławiu. Smacznie i dość drogo. Polecam",positive,4
"Na wstępie zacznę od obsługi. Niestety pierwsze wrażenie trochę Nie na miejscu, staliśmy przy wejściu około 15 minut, kelnerzy wchodzili i wychodzili w ogóle nie interesując się nami przy czym kilka stolików było pustych (na ogródku)
Pózniej było lepiej ale odczucie trochę jakbyśmy sie wypraszali....Więcej",positive,4
"Świetnie jedzenia, bardzo dobra obsługa, wyśmienite drinki, przyjemny klimat! Zdecydowanie obecność obowiązkowa przy każdej wizycie w Bernardzie! Oby tak dalej :)",positive,5
"Mało gdzie można teraz spotkać się z profesjonalizmem ze strony kelnerów, jednak w Bernardzie przy zwykłym odżywczym koktajlu i zupie Bernarda, można było spędzić czas w naprawdę doborowej atmosferze. Chętnie powrócę aby skosztować całej reszty z karty. Wszystko na plus. Zostałam zachęcona i na pewno...Więcej",positive,4
"Odwiedziliśmy lokal grupą 4 osób. Najpierw spróbowaliśmy zupy Bernarda, ponieważ nazwa sugerowała coś specjalnego z tej kuchni a i składniki wydawały nam się dość oryginalne. Ale i smak był bardzo oryginalny i co najważniejsze - dobry. A na drugie co? Wiadomo, Talerz Bernarda, z tego...Więcej",positive,5
"Świetne miejsce na randkę, rocznicę lub spotkanie biznesowe. Raczej nie jest to miejsce na lunch czy zwykły wypad. Ceny jak na rynek nie zabijają ale do niskich też nie należą. Obsługa rewelacja, jedzenie w 95% bardzo bardzo dobre.",positive,4
"Na pewno jest to miejsce godne polecenia ale zdecydowanie lepiej wybrać sie w tygodniu niz w weekend. Kilkukrotnie miałam okazje sie przekonać, ze przy dużej ilości gości serwowane dania wyglądają i smakują nieco inaczej niz w spokojniejsze dni. Mimo to miejsce warte odwiedzenia.",positive,4
"Świetna obsługa, bardzo dobra jakość potraw, pyszne własne piwo i bardzo przyjemny i elegancki wystrój, a do tego miła obsługa. Zdecydowanie polecam",positive,5
"Bardzo dobre jedzenie, dobra obsługa, przystępne ceny, czysto. Porcje wygladaja z klasą i są starannie przygotowane. Bardzo dobre drinki. Jedyna wada to mała przestrzeń, niektóre miejsca tuz przy przejściach, tak wiec malo prywatnie. Jest też spore obłożenie wiec warto rezerwować miejsca na popoludnia/wieczory - zwłaszcza...Więcej",positive,5
"Wnętrze bardzo ciekawe i w ogóle miejsce przyjemne i miłe.
Obsługa 4,5 (nas obsługiwało na zmianę dwie osoby i chyba trochę między sobą się nie dogadali, było małe zamieszanie)
Jedzenie. Nie mogę powiedzieć, że jest niesmaczne, ale oczekiwałam nieco innego od ich serów. A ot...Więcej",positive,3
"Dobre, ładnie podane jedzenie. Nigdzie indziej nie widzieliśmy i nie spotkaliśmy piwa bezglutenowego, a tutaj jest !! Szacun za to !! Warto odwiedzić ponieważ miejsce, wybór menu oraz bardzo dobra obsługa mile zaskoczy.",positive,4
"Pyszne jedzenie, szybkoi ładnie wydane, ceny jak na miejsce niewygórowane. Obiad dla 2 osób ok. 150 zł",positive,4
"Od lat trzyma bardzo wysoki poziom. Miejsce do którego można wracać po długiej przerwie, a jakość będzie nadal ta sama :)",positive,5
"Swietne miejsce dla delegacji zagranicznych. Jedzenie, piwo, wino oraz drnki rewelacja. Mila obsluga i przyjemny wystruj, ceny umiarkowane.",positive,5
Po długiej przerwie ponownie odwiedziłem Bernarda. Dla mnie popisowy jest Burger z szarpanej wołowiny. Obsługa i wnętrza zasługują na pochwałę.,positive,4
"Ciekawe koktajle z piwem, dobre ciasta i kawa. Miła obsługa, dobra miejscówka na Rynku. Warto odwiedzić to miejsce.",positive,5
"Jedzenie przepyszne, każdy znajdzie coś dla siebie, są również dania bezglutenowe. Bardzo szybko podane. Obsługa bardzo sympatyczna.",positive,5
"Schabowy dobry, bardzo duża sałatka jako dodatek. Wołowy gulasz z menu czeskiego niezły, godny polecenia. Obsługa średnia, długi czas oczekiwania na kelnera, bardzo długo siedzieliśmy nawet bez menu, obsługa miała skwaszone miny, praca za trochę za karę.",positive,4
Organizowaliśmy obiad weselny w Bernardzie i do dziś nasi goście wspominają pyszne jedzenie i doskonały tort. Często tu wracamy będąc w rynku zjeść coś pysznego.,positive,5
"Bestseller - ""sviczkova"" wołowina z knedlikami w super sosie. Świetne piwo. Szybka i sprawna obsługa, ceny w normie.",positive,5
"Doskonała obsługa, dania przepyszne, wszystko na wysokim poziomie, dziecko uznało Bernarda za najlepsza restauracje we Wrocławiu. Daje 5/5 😀",positive,5
"Przyjechaliśmy do Wrocławia w odwiedziny i znaleźliśmy ta restauracje na tripAdwisor , jedliśmy kilka dań z karty i muszę powiedzieć ze wszystkie bardzo dobre , godne polecenia!",positive,5
"Niepowtarzalny klimat, niby tylko piwiarnia ale jedzenie i tak wyśmienite. Do tego widok z pierwszego piętra jest bardzo spoko.",positive,5
"Bardzo miła obsługa i atmosfera, jedzenia bardzo smaczne. Podobał mi się wystrój lokalu, polecam ofertę ""danie dnia"".",positive,4
"Wnętrze nie powala z nóg,schludne,bez wyszukanych osobliwości.Trochę się czeka,obsługa jest miła i kompetentna,w każdym bądź razie stara się robic takie wrażenie.Jedzenie;koktail szpinakowo-dyniowy przypadł mi do gustu,krewetki Bernarda i cięlęcina Bernarda.Porcje duże,tak jak i rachunek.Sympatyczniej byłoby usiąść w ogródku na Rynku,ale było gorąco.",positive,3
"Zarówno wnętrze jak i kuchnia OK, gulasz poprawny. Wybór win niewielki, obsługa średnia, ceny dość wysokie.",positive,3
"Jedzenie przepyszne, lemoniada na wysokim poziomie. Bardzo miła obsługa, duże porcje, cudowne nachosy i genialne guacamole. Urokliwa lokalizacja. Jedna z najlepszych restauracji, o ile nie najlepsza we Wrocławiu, polecam.",positive,5
"POLECAM!!!! Obsługa bardzo miła i sympatyczna, każdy uśmiechnięty, jak na kelnera przystało! Jedzenie? Wyśmienite! Krem z pomidorów pyszny, zupa Bernarda jeszcze lepsza! Sałatki na danie główne? Czemu nie?! Sałatka z kozim serem wyśmienita, z łososiem tez przeszła najśmielsze oczekiwania! Porcje sycące i ceny adekwatne do...Więcej",positive,5
"Jak nazwa lokalu wskazuje, w środku znajdziemy czeskie piwo Bernard, pod tą marką kryje się, jedno z moich ulubionych piw ciemnych, więc wizyta w piwiarni obowiązkowa. Piwo w żaden sposób nie rozczarowało, lokal jest bardzo przyjemny, z kilkoma, na różnych poziomach antresolami. Obsługa bardzo sprawna...Więcej",positive,4
"W lokalu panuje bardzo przyjemna atmosfera, bardzo miła obsługa i do tego bardzo dobre jedzenie. Jedynym moim zastrzeżeniem jest gulasz duszony w piwie jego smak nie ""powala"" ,a do tego zupełnie nie przypomina czeskiego gulaszu.",positive,4
"Jedzenie bardzo dobre, obsługa profesjonalna i miła, placki z cukinii to MISTRZOSTWO ŚWIATA. Chętnie tu wracam, choć zupa Bernard była dzisiaj mocno przesolona :(.",positive,4
"Moze główne dania są ok, ale sałatki to dramat. Ostatnio byłam i zamówiłam sałatkę z łososiem za 33zl- skład mnóstwo sałaty, łososia moze było 50g, pomidora malinowego ze świeca szukać, nie wiem czy połowa była??? cztery groszki i odrobina selera naciowego....porażka. Nie polecam!",positive,2
"Nie da się ukryć, że Bernard to wyjątkowe miejsce - od wielu lat trzyma poziom, odświeżając jednocześnie menu. Fajny klimat, świetna lokalizacja, dobra obsługa i oczywiście pyszne jedzenie. Oczywiście o gustach się nie dyskutuje, ale mam wrażenie, że KAŻDY znajdzie tu coś dla siebie bo...Więcej",positive,5
"W Bernardzie byłam już wiele razy w przeciągu ostatnich pięciu lat. Zawsze byliśmy wszyscy zadowoleni. Świetnym pomysłem jest zmieniające się co pół roku menu, dzięki czemu zawsze można spróbować czegoś nowego, sezonowego, a wybór jest taki, że naprawdę ciężko podjąć decyzję.
Dania w Bernardzie są...Więcej",positive,5
"Byłem na kolacji z dziewczyną i byliśmy bardzo zadowoleni. Rzadko spotyka się tak kulturalną i miłą obsługę. Jedzenie wyśmienite, na pewno jeszcze wrócę skosztować innych pozycji z menu.",positive,5
"Uwielbiam tą knajpę a w szczególności makaron Bernarda z piwem śliwkowym.cena przystępna, obsługa super polecam!!!!",positive,5
Bardzo smaczne i zawsze świeże dania. Sałatki duże tak że można najeść się do syta sałatką i daniem głównym. Cenowo trochę drogo ale restauracja jest w rynku więc pewnie dlatego:),positive,4
"Posiłki bardzo smaczne, próbowałam łososia i dosłownie rozpływał się w ustach. Porcje nie są ogromne, ale dla kobiety w sam raz - także na kolację. Obsługa bardzo miła i pomocna.",positive,5
"Restauracja położona samym centrum. Oferowane potrawy smaczne, ale piwo nas nie zachwyciło. Dobrze jest mieć rezerwację, bo w piątki-soboty niedziele jest trudno o miejsce.",positive,4
"Ciężko powiedzieć. Klimat i wystrój nijaki, menu dość eleganckie i wymyślne. Przystawki super, przepyszne, dania główne dziwaczne i nie do końca smaczne, kwestia gustu. Obsługa bardzo fajna, ogólnie ocean dobra",positive,3
"Lokal oferujący 3 poziomy + ogródek w samym rynku Wrocławia. Idealny na spotkanie w większym gronie jak również oferujący kameralne zacisze. Obsługa bez zarzutów, jedzenie smaczne, wybór przekąsek nie za mały nie za duży. No i znakomite czeskie piwo w ofercie :) Duży plus",positive,4
"Bardzo dobre jedzenia, obsługa przemiła i złego słowa powiedzieć nie mogę! Byliśmy na kolacji urodzinowej i na pewno zawitamy tam ponownie!
Polecam z czystym sumieniem",positive,5
"Bylismy dzisiaj ze znajomymi u Bernarda, nie pierwszy raz. Jedzenie dobre jak zwykle jednak do napisania recenzji skłoniło mnie co innego. Podczas dzisiejszej wizyty doszlo do malego incydentu, odpadło mi denko z kufla i 0.5l zimnego piwka pokryło moja koszulke i spodnie.. Bylismy juz PO...Więcej",positive,5
