sentiment,word
-1.0,głębokość
-1.0,głodny
-1.0,głodowanie
-2.0,głodowo
-1.0,głodówka
-2.0,głogowiec
-1.0,głośny
1.0,głowa
-2.0,głód
2.0,głód
-2.0,głód
-2.0,głód alkoholowy
-2.0,głód narkotyczny
-2.0,głód nikotynowy
-2.0,głucha cisza
-1.0,głuchy
-2.0,głuchy
-2.0,głup
1.0,głupawka
-2.0,głupawość
-1.0,głupawy
-2.0,głupawy
-1.0,głupawy
-2.0,głupek
-2.0,głupek
-2.0,głupi
-2.0,głupi
-2.0,głupi
-2.0,głupi
-2.0,głupi
-2.0,głupi
-2.0,głupi
-1.0,głupi
-2.0,głupi jak but
-2.0,głupiec
-2.0,głupiutki
-1.0,głupkowatość
-2.0,głupkowatość
1.0,głupkowatość
-1.0,głupkowaty
-1.0,głupkowaty
-2.0,głupol
-2.0,głupota
-2.0,głupowatość
-1.0,głupowaty
-1.0,głupowaty
-2.0,głuptak
-1.0,głusza
-2.0,gmatwanina
-1.0,gminny
-2.0,gnębiciel
-1.0,gniazdko
-2.0,gnida
-2.0,gniew
-2.0,gniewkowski
-2.0,gnojek
-2.0,gnój
-2.0,gnój
-2.0,gnuśność
-2.0,gnuśność
-2.0,gnuśny
-2.0,gnuśny
-1.0,gocki
2.0,godny
1.0,godny
-2.0,godny przeciwnik
-1.0,godzić się
1.0,godziwy
-2.0,gofferowate
-2.0,goguś
-2.0,goj
-1.0,golas
-2.0,golas
-2.0,golec
-1.0,golem
-2.0,goliat
-2.0,goloneczka
-1.0,goluteńki
-1.0,golutki
1.0,gołąbeczka
2.0,gołąbka
-2.0,gołąbkowy
2.0,gołębica
-2.0,gołodupiec
-2.0,gołosłowny
-2.0,gołowąs
-1.0,goły
-1.0,goły
-1.0,goral
-1.0,goral zwyczajny
-2.0,gorąc
-1.0,gorąca głowa
-1.0,gorąca krew
-1.0,gorąco
1.0,gorącokrwisty
2.0,gorący
2.0,gorący
2.0,gorący
-1.0,gorączka
-1.0,gorączkowość
-1.0,goreteksowy
-2.0,gorliwiec
1.0,gorliwy
1.0,gorsza połowa
-2.0,gorszący
-1.0,gorszyciel
-2.0,gorycz
-2.0,gorzka pigułka
-2.0,gorzknik
2.0,gospodarność
2.0,gościnność
2.0,gościnny
-2.0,gościnny
1.0,gość
1.0,gość honorowy
-1.0,gotowy
-1.0,gotycki
-1.0,gotycki
-1.0,gotycko
-1.0,gotycko
-2.0,góra mięcha
-2.0,góra mięsa
-2.0,góra tłuszczu
-2.0,góral
-1.0,górnolotność
-1.0,górnolotny
-1.0,górność
-1.0,górny
-2.0,górny
-2.0,górowski
-2.0,gównianość
-2.0,gównianość
-2.0,gówniany
-2.0,gówniany
-2.0,gówniany
-2.0,gówniany
-2.0,gówniara
-2.0,gówniarski
-2.0,gówniarski
-2.0,gówniarz
-2.0,gówniarz
-2.0,gówno
-2.0,gra w ciemno
-2.0,grabiciel
-2.0,grabieżca
-2.0,grabieżnik
-1.0,gracz
-1.0,graficznie
-1.0,graficznie
-1.0,graficznie
-1.0,graficzny
-1.0,graficzny
-1.0,graficzny
-2.0,grafoman
-2.0,granat
-2.0,granda
-1.0,grandilokwencja
-1.0,grandziarz
-1.0,grasownik
1.0,gratisowy
-2.0,grelażowy
-2.0,grenadyjski
-1.0,gringo
-2.0,grobowa cisza
-2.0,grobowość
-2.0,groch z kapustą
-1.0,gromada
-1.0,gromada gwiazd
-2.0,gromiciel
-2.0,groszorób
-1.0,groszowy
-2.0,groszowy
-1.0,groteskowy
-1.0,grotstenga
-2.0,groza
-2.0,groza
-2.0,groźba
-2.0,groźny
-1.0,grób pobielany
-2.0,Gródek
-2.0,grubas
-2.0,grubianin
-2.0,grubiański
-2.0,grubiańskość
-2.0,grubiaństwo
-1.0,grubieć
-1.0,grubokościsty
-1.0,gruboskór
-2.0,gruboskórność
-1.0,gruboskórny
-1.0,grubosz widłakowaty
-2.0,grubość
-2.0,gruby
-1.0,gruby
-2.0,gruby
1.0,gruchanie
-2.0,gruchot
-2.0,grujecznikowate
-1.0,gruncik
-2.0,grunge'owy
-2.0,grungowy
-2.0,grunwaldzki
-2.0,gruzowaty
-2.0,grylażowy
-2.0,grylażowy
-1.0,grym
-2.0,grymas
-1.0,grymaszenie
-1.0,grymaśnik
-2.0,grymaśny
-2.0,grypserski
1.0,grywalny
-2.0,gryzący
-2.0,gryzący
-2.0,gryzipiórek
-2.0,gryzipiórek
-2.0,gryzmoła
-1.0,gryzoniowaty
-1.0,grząskość
-1.0,grząskość
-1.0,grzebała
-2.0,grzebuła
-1.0,grzechowy
-1.0,grzeczniś
1.0,grzeczniutki
-2.0,grzeczniutki
1.0,grzeczność
1.0,grzeczny
1.0,grzeczny
1.0,grzeczny
-1.0,grzesznik
-1.0,grzeszny
-1.0,grzeszny
-1.0,grzmot
-2.0,grzyb
-1.0,GS
-1.0,guarana
-1.0,gumowe ucho
2.0,guru
-1.0,gutaperkowy
-2.0,guzdralstwo
-1.0,guzdrała
-1.0,guzik
-2.0,gwałciciel
-1.0,gwałtownik
-2.0,gwałtowność
-2.0,gwałtowność
2.0,gwarantowany
-1.0,gwardiacki
1.0,gwiazda
2.0,gwiazda pierwszej wielkości
1.0,gwiazdka
1.0,gwiazdor
-1.0,gwiazdorski
1.0,gwiazdorski
-1.0,gwiazdorskość
-2.0,gwiazdorstwo
-1.0,gza
-2.0,haczykowiec błyszczący
-1.0,hagiograficzny
-1.0,hajducki
-1.0,halluks
-1.0,haluks
-1.0,hałaburda
-2.0,hałas
-1.0,hałas
-2.0,hamernia
-2.0,handicapizm
-2.0,haniebność
-2.0,haniebny
-2.0,haniebny
-2.0,haniebny
-2.0,hańba
-2.0,haratanina
-1.0,harcerzyk
-2.0,hard core
2.0,hardcorowy
-2.0,hardcorowy
2.0,hardkorowy
-2.0,hardy
-2.0,harmider
-2.0,harpagon
-2.0,harpia
2.0,hart
1.0,hartowny
-1.0,hasłowo
-1.0,hasłowość
-1.0,hasłowy
-2.0,hazardzista
-2.0,hedonistyczny
-1.0,hedonistyczny
-2.0,hejt
-2.0,hejterstwo
-1.0,hemoroidalny
-1.0,herbaciany
-2.0,herezja
2.0,herkules
1.0,herod-baba
-1.0,herodowy
2.0,heroiczny
2.0,heros
-1.0,herostrates
-2.0,herostratyzm
-2.0,hesperozaur
-1.0,hetera
-2.0,hetera
-2.0,hetka-pętelka
-1.0,hetmanat
-1.0,hiena
-2.0,hiena
-2.0,hiena cmentarna
-2.0,hiena cmentarna
-2.0,hienowaty
1.0,hieratyczny
2.0,hieratyka
2.0,hieratyzm
-1.0,hilal
-2.0,hiobowy
-1.0,hip-hopowiec
-1.0,hip-hopowy
-1.0,hiperboliczność
-1.0,hiperkrytycyzm
-2.0,hiperpoprawność
-1.0,hiphopowy
1.0,hipisowski
-2.0,hipokryta
-1.0,hipopotam
1.0,hippiesowski
1.0,hippisowski
-1.0,hipsterski
-2.0,hispaniolaki
-2.0,histeria
-1.0,histeryczny
-2.0,histeryk
1.0,historyczny
-2.0,hitlerowski
1.0,hitowy
1.0,hobbista
1.0,hobbysta
-2.0,hochsztapler
-1.0,hocki-klocki
2.0,hojność
2.0,hojny
2.0,hojny
-1.0,hollywoodzki
-2.0,hołdowniczy
-1.0,homo novus
-2.0,homofob
-2.0,homunkulus
2.0,honorowy
2.0,honorowy
2.0,honorowy
-2.0,hopak
-2.0,horrendalny
-2.0,horror
-1.0,Hotentot
-2.0,houstoński
-1.0,hreczkosiej
-2.0,hrubieszowski
-1.0,hucpiarski
-2.0,hucpiarski
-1.0,hucpiarz
-1.0,huczek
2.0,huczny
-2.0,hulajdusza
-2.0,hulaka
-2.0,hulaszczy
-1.0,hultaj
-2.0,hultajski
2.0,humanitarność
1.0,humanitarny
2.0,humanitarysta
2.0,humanitaryzm
-2.0,humański
2.0,humor
2.0,humor
2.0,humor sytuacyjny
1.0,humorystyczność
1.0,humorystyczny
-2.0,humorzastość
-1.0,humorzasty
-1.0,huncwot
-1.0,huncwot
-2.0,huragan
-1.0,huraoptymistyczny
-2.0,hurapatriota
-2.0,hurapatriotyzm
-1.0,hurraoptymistyczny
-2.0,hurrapatriota
-2.0,hurrapatriotyzm
2.0,hurysa
-2.0,huryska
-1.0,hyksoski
-1.0,hyperbaton
-2.0,ibisodzioby
-2.0,ibramowicki
-1.0,ichneumon
-1.0,idealista
-2.0,idealny
2.0,idealny
2.0,idealny
2.0,idealny
2.0,idealny
1.0,ideał
2.0,ideał
1.0,identyfikowalny
-1.0,ideologiczny
-2.0,idiota
-2.0,idiotyczność
-2.0,idiotyczność
-2.0,idiotyczny
-2.0,idiotyczny
-2.0,idiotyczny
-2.0,idiotyczny
-2.0,idiotyczny
-2.0,idiotyzm
1.0,idol
2.0,idylla
2.0,idylliczność
2.0,idylliczny
2.0,idylliczny
-2.0,igiełeczka
-2.0,ignorancja
-2.0,ignorant
-2.0,igraszka
1.0,ikra
-1.0,ikrowiec
-1.0,iluzoryczność
-1.0,iluzyjność
-2.0,imbecyl
-2.0,imersyjny
-2.0,imieliński
-2.0,immersyjny
-1.0,immobilizm
-1.0,immoralny
-2.0,imperatorski
-1.0,imperatywność
-2.0,imperialistyczny
-2.0,imperialny
-2.0,impertynencja
-2.0,impertynenckość
-2.0,impertynent
2.0,imponujący
-2.0,impotent
1.0,impra
1.0,imprezowy
-1.0,imprezowy
-2.0,improduktyw
-1.0,impulsowy
-2.0,impulsywność
-2.0,impulsywność
1.0,inauguracja
-1.0,incydent
-1.0,indeksowy
-1.0,indolencja
-2.0,indowy
-1.0,induktywny
-1.0,indywidualistyczny
1.0,indywidualny
-1.0,indywiduum
-1.0,inercja
-2.0,inercyjność
-1.0,inertny
-1.0,infamia
-1.0,infantylizacja
-1.0,infantylizm
-1.0,infantylność
-1.0,infantylny
-2.0,infernalny
-1.0,inflacja
1.0,informatyzacja
2.0,inicjatywa
-1.0,inkaust
-1.0,inklinacja
-1.0,inkompetencja
-1.0,inkwirent
2.0,innowacyjny
-1.0,innowierca
-1.0,insektycyd
-1.0,instancyjnie
-1.0,instancyjnie
-1.0,instancyjny
-1.0,instancyjny
-1.0,instrumentalność
-2.0,instrumentalny
-2.0,insynuator
1.0,intelekt
2.0,intelektualista
2.0,inteligencja
1.0,inteligent
1.0,inteligentny
1.0,inteligibilny
1.0,intelligibilny
1.0,intensywny
-2.0,interesowność
-2.0,interesowny
-1.0,interesowy
2.0,interesujący
-1.0,interpretatorski
-1.0,interpretatorski
1.0,interpretowalny
1.0,interpretowalny
-1.0,interstycjalny
-2.0,interwałowy
-1.0,intonacyjnie
-1.0,intonacyjny
-1.0,intonacyjny
2.0,intratny
-2.0,intrygancki
-2.0,intrygancki
-2.0,intrygant
-2.0,intrygantka
1.0,intrygujący
-1.0,inwalidztwo
-1.0,inwarowy
-1.0,inwarowy
-1.0,inwazyjność
1.0,inwencja
-2.0,inwigilator
-1.0,ipekakuana
-2.0,irlandzko
-2.0,ironia
-1.0,ironiczność
-1.0,ironiczny
-1.0,irracjonalność
-1.0,irracjonalny
-2.0,irytacja
1.0,iskra
1.0,istota rozumna
2.0,istotny
1.0,istotny
-2.0,ityfalliczny
-1.0,izomorficzny
-2.0,jadeitowy
-2.0,jadeitowy
-1.0,jadowity
-2.0,jajogłowy
-1.0,jajogłowy
-1.0,jakucki
1.0,jałmużnik
-1.0,jałowiec sawina
-1.0,jałowiec sawiński
-1.0,jałowiecki
-2.0,jałowość
-1.0,jałowy
-1.0,jałowy
-2.0,jałowy
-2.0,jałtański
-1.0,jambiczny
-1.0,jankeski
-2.0,janusowy
-1.0,japiszon
-1.0,jarmarczny
-2.0,jarmarczny
-2.0,jarmarczny
-2.0,jarmarkowy
1.0,jarmarkowy
-2.0,jarosławski
1.0,jary
-2.0,jarzmo
-1.0,jarzyniak
-2.0,Jasień
-2.0,jasieński
-2.0,jaskiniowiec
-2.0,jaskółczy ogon
-2.0,jaskrawość
-2.0,jaskrawość
1.0,jasność
1.0,jasny
1.0,jasny
1.0,jasny
-1.0,jasny
1.0,jasny
-1.0,jassowy
-1.0,jassowy
-2.0,jaszczurczy
-2.0,jaszczurczy
-1.0,jaszczurowy
-2.0,jaśniepan
-1.0,jaśniepański
-1.0,jaśniepański
-2.0,jaśniepaństwo
1.0,jaśniuteńki
1.0,jaśniutki
1.0,jaśniutki
-2.0,jatka
-1.0,jatka
-2.0,jaworski
-2.0,jaworznicki
-1.0,Jaworzyna
-2.0,jazda
-2.0,jazgot
1.0,jazz
-2.0,jąderkowy
-2.0,jąkała
-2.0,jątrzyciel
-2.0,jebak
-2.0,jebaka
-2.0,jechać na ręcznym
-1.0,jednodzielny
-1.0,jednoinstancyjny
-1.0,jednoinstancyjny
-1.0,jednoizbowy
-1.0,jednokierunkowość
-1.0,jednoklasowy
1.0,jednomyślny
-2.0,jednopalcowy
-2.0,jednorazowość
-1.0,jednostajny
-1.0,jednostronność
-1.0,jednostronność
-1.0,jednostronny
-1.0,jednotematyczny
-1.0,jednotorowy
1.0,jednoznaczny
1.0,jedwabisty
1.0,jedwabisty
1.0,jedwabny
-1.0,jedynkowy
2.0,jedyny
1.0,jedyny
-2.0,jeleń
-1.0,jelonek czubaty
-2.0,jelonkowy
-1.0,jełki
-1.0,jełki
-2.0,jełop
-1.0,jeneralski
-2.0,jezuicki
-1.0,jezuicki
-2.0,jezuita
-2.0,jeździć na ręcznym
-1.0,jeż etiopski
-1.0,jeż uszaty
-2.0,jeżozwierz indyjski
-1.0,jęczący
-2.0,jęczenie
1.0,jędrność
1.0,jędrność
-2.0,jędza
-2.0,jędza
-2.0,jędzowaty
-1.0,jękliwy
-1.0,jodan
-1.0,jodan(I)
-1.0,jodan(III)
-1.0,jodan(V)
-1.0,jodan(VII)
-1.0,jodyn
-2.0,jołop
-2.0,jonasz
1.0,jowialność
1.0,jowialny
1.0,jowialny
-2.0,józefowski
-2.0,Józefów
1.0,jubel
-2.0,jubileusz
-2.0,judasz
-2.0,judaszowski
-1.0,judaszowy
-2.0,judziciel
-1.0,judzki
-2.0,junacki
1.0,junak
-2.0,junkierstwo
-1.0,kabalista
-1.0,kabalistyczny
-1.0,kabała
-2.0,kabani
-2.0,kabinowy
-1.0,kabotynizm
-1.0,kabotyński
-1.0,kabotyństwo
-1.0,kac
-1.0,kacenjamer
-1.0,kacyk
-2.0,kaczkowaty
-2.0,kaczy
-2.0,kaczy dół
-2.0,kadłub
-2.0,kadzielniczka
-1.0,kafir
-1.0,kafkowski
-2.0,kainowy
-1.0,kajdaniarz
-1.0,kajzer
-2.0,kakofonia
-2.0,kakofoniczny
-1.0,kakofoniczny
1.0,kakofoniczny
-2.0,kalcytowy
-2.0,kalcytowy
-1.0,kalectwo
-2.0,kalectwo umysłowe
-2.0,kalectwo życiowe
-2.0,kaleka życiowa
-2.0,kaleka życiowy
-1.0,kaleki
-1.0,kaleki
-1.0,kalendarzowy
-2.0,Kalinin
-1.0,kalkulator
-2.0,kalumniator
-1.0,kałmuk
-1.0,kameleon
2.0,kameralność
-2.0,kamienisto
-2.0,kamienne serce
-2.0,kamienność
-2.0,kamienny
-2.0,kamikadze
-2.0,kamikaze
-2.0,kamlotowy
1.0,kamrat
-2.0,kamykowy
-2.0,kanalia
-2.0,kanalikowy
-2.0,kanalikowy
-1.0,kanał
-2.0,kanciarz
-2.0,kanciastość
-1.0,kanciasty
-2.0,kanibal
-2.0,kanopa
-1.0,kantalowy
-2.0,kapcan
-2.0,kapitalista
-2.0,kapitalnie
2.0,kapitalny
-2.0,kapitalny
2.0,kapitalny
2.0,kapitalny
-2.0,kapitulanctwo
-1.0,kapitulant
-2.0,kaplerz
-1.0,kapłoni
-2.0,kapłoni
-1.0,kapodziób
-1.0,kapokowy
-1.0,kapralski
-2.0,kapralstwo
-1.0,kaprawy
-1.0,kapryśnik
-2.0,kapryśność
-1.0,kapryśny
-1.0,kapsa
-1.0,karambol
-1.0,karawaningowy
-2.0,karborundowy
-2.0,karciciel
-1.0,karczemny
-1.0,kardamon zielony
-2.0,kargowski
1.0,kariatyda
-1.0,karibu
-2.0,karierowicz
-2.0,kark
-2.0,karkołomność
-2.0,karkołomność
-2.0,karkołomny
-2.0,karlsbadzki
-2.0,karłowicki
-2.0,karmazynowy
-1.0,karmazynowy
1.0,karnawałowość
-2.0,karogniady
-1.0,kartkowy
-2.0,kartoflany
-2.0,kartoflany
-2.0,karygodny
-1.0,karypel
-2.0,karzeł
-2.0,karzeł
-2.0,kasiarz
2.0,kasowy
-2.0,kaszmirowy
-2.0,kasztan
-2.0,kat
-2.0,kat
-2.0,kataklizm
-1.0,katar kiszek
-2.0,katastrofa
-2.0,katastrofa
-2.0,katastrofa ekologiczna
-2.0,katastrofa naturalna
-2.0,katastrofalny
-2.0,katastroficzny
-2.0,katastroficzny
-2.0,katastrofista
-1.0,kategoryczny
-2.0,katolicki
-2.0,katorga
-2.0,katowski
-2.0,katusza
-1.0,katzenjammer
-2.0,kauzyperda
-1.0,kawalarz
2.0,kawał chłopa
-2.0,kazirodca
-2.0,kazirodczość
-2.0,kazirodczy
-1.0,kaznodziejski
-1.0,kaznodziejstwo
-1.0,kaznodziejstwo
-2.0,kazuista
-2.0,kazuistyczny
-1.0,kazuistyczny
-2.0,kazuistyka
-1.0,kazus
-2.0,kąpieliskowy
-1.0,kąśliwy
-2.0,keksówka
-1.0,kesonowy
-2.0,kidnaper
-2.0,kiełż brzegowy
-1.0,kiełż jeziorny
-2.0,kiełż oceaniczny
-2.0,kiełż zwyczajny
-2.0,kiep
-2.0,kiepskawy
-2.0,kiepski
-1.0,kieratowy
-1.0,kierowca
-1.0,kierunkowy
-1.0,kierunkowy
-1.0,kierunkowy
-2.0,kieszonkowiec
-2.0,kiler
-1.0,kilkugroszowy
-1.0,kilkupoziomowy
-2.0,killer
-2.0,kilometrowy
-1.0,kilometrowy
-1.0,kimonowy
1.0,kino
-2.0,kirengeszoma
-2.0,kisić ogóra
-2.0,kisić się
-2.0,kiwi
-2.0,klakier
-2.0,klapa
-2.0,klaps
-1.0,klaps
-2.0,klapsa
1.0,klarowność
2.0,klarowny
1.0,klarowny
1.0,klaskanie
-1.0,klasowy
-1.0,klasowy
-1.0,klasterowy
-1.0,klasterowy
-1.0,klastrowy
1.0,klasycyzm
-2.0,klasztorny
-2.0,klasztorowy
-2.0,klaun
-2.0,klątwa
-2.0,klejarz
-1.0,klepak
-1.0,kleszczotki
-1.0,kleszczowy
-1.0,kleszczowy
-2.0,klezmerski
-2.0,klezmerski
-2.0,klępa
-2.0,klęska
-2.0,klęska
-2.0,klęska
-1.0,klęska urodzaju
-2.0,klęska żywiołowa
-1.0,klient
-2.0,klikowy
-1.0,klimakteryczny
1.0,klimatyczny
-1.0,kliszograf
-2.0,kloc
-2.0,kloc
-1.0,klocowaty
-1.0,klocowaty
-2.0,klops
-2.0,kloszard
-2.0,klown
-2.0,klucha
-1.0,kluchowaty
1.0,kluczowość
1.0,kluczowy
-2.0,kłajpedzki
-1.0,kłamany
-2.0,kłamca
-2.0,kłamca lustracyjny
-1.0,kłamczuch
-2.0,kłamliwy
-2.0,kłamliwy
-2.0,kłamny
-2.0,kłębek nerwów
-1.0,kłębowisko
-2.0,kłodzki
-1.0,kłonicowy
-1.0,kłopot
-1.0,kłopotliwość
-2.0,kłótliwość
-2.0,kłótliwy
-1.0,kłótnia
-1.0,kłótnik
-2.0,kłusownik
-2.0,kmieć
-2.0,kmiot
-2.0,kmiotek
-1.0,knajacki
-2.0,knajak
-1.0,knajpiany
-1.0,knara
-1.0,kniaziowski
-1.0,knot
-2.0,knowacz
-2.0,knur
-2.0,knypek
-1.0,kob Defassa
-1.0,kobieciarz
-1.0,kobiecina
-1.0,kobiecisko
2.0,kobiecy
-2.0,kobieta fatalna
-1.0,kobieta nieatrakcyjna
1.0,kobieta w wieku poborowym
-1.0,kobieta z przeszłością
2.0,kobieta życia
-2.0,kobieton
-2.0,kobylasty
-2.0,kobyła
-1.0,kochać
2.0,kochana
-2.0,kochanica
2.0,kochanie
2.0,kochaniutki
2.0,kochany
-2.0,kochany
2.0,koci
1.0,kocia mama
-2.0,kocia muzyka
2.0,kociak
-1.0,kocica
-1.0,kociokwik
-2.0,kociokwik
-2.0,kocmołuch
-2.0,koczkodan
-2.0,kogut
-1.0,kogut
1.0,koherentny
-1.0,kohezyjny
1.0,koiciel
-2.0,koimek bezłodygowy
-2.0,kokandzki
-1.0,kokiet
-1.0,kokieta
1.0,kokieteryjny
-2.0,kokosowy
-2.0,kokosowy
1.0,kokosowy
-1.0,kokota
-2.0,koks
-2.0,kolaboracjonista
-2.0,kolaborant
-1.0,kolczak
-1.0,kolczastość
-1.0,kolczasty
-2.0,kolczatka
1.0,kolega
-2.0,kolesiana
1.0,koleżeński
1.0,koleżeński
1.0,koleżeński
1.0,koleżeńskość
1.0,koleżeństwo
-1.0,kolizyjny
-1.0,kolokwialny
-1.0,kolokwialny
-1.0,kolonialny
-1.0,kolorowy
2.0,kolorowy
-1.0,kolorysta
-1.0,koloryzator
-2.0,kolos
-2.0,kolos na glinianych nogach
-2.0,kolski
-1.0,kolubryna
-2.0,kołek
-1.0,kołkowaty
-1.0,kołtun
-1.0,kołtuneria
-2.0,kołtunowaty
-2.0,kołtuński
-2.0,kołtuński
-1.0,kołtuństwo
-2.0,kombajnowy
1.0,kombatant
-1.0,kombinator
-1.0,komedia
-1.0,komediancki
-2.0,komediant
2.0,komfort
2.0,komfort
1.0,komfortowy
1.0,komfortowy
1.0,komiczny
1.0,komik
1.0,komika
1.0,komizm
2.0,komizm sytuacyjny
-1.0,komórka sitowa
1.0,kompan
1.0,kompanion
1.0,kompasja
2.0,kompetentny
-1.0,kompletny
-1.0,komprador
-1.0,kompradorski
1.0,kompromisowy
-2.0,kompromitacja
-2.0,kompulsywny
1.0,komputeryzacja
-1.0,komunijny
2.0,komunikatywny
-2.0,komunizowanie
-1.0,koncentracja
1.0,koncept
-1.0,konceptualistyczny
-1.0,konceptualistyczny
1.0,koncertowy
-2.0,kondolencje
-2.0,kondotierstwo
2.0,koneser
-2.0,konfesjonał
-1.0,konfesyjny
-2.0,konfidencki
-2.0,konfident
-2.0,konfidentka
-2.0,konfiguracyjny
1.0,konfigurowalny
-1.0,konflikt
-2.0,konfliktowość
-2.0,konfliktowy
-2.0,konformistyczny
-2.0,konformizm
-1.0,konfrontacja
-1.0,konfrontacyjny
1.0,kongenialny
-2.0,koniec
-1.0,konik polski
-2.0,koniokrad
-2.0,koniowaty
-2.0,koniunkturalista
-2.0,koniunkturalizm
-2.0,koniunkturalność
-1.0,koniunkturalny
2.0,konkieta
1.0,konkretny
1.0,konkretny
1.0,konkretny
2.0,konkretny
-2.0,konkretny
1.0,konkurencyjny
-2.0,konował
1.0,konsekwentny
2.0,konsekwentny
-1.0,konsensowy
1.0,konsensualny
-1.0,konsensusowy
-2.0,konserwowy
-1.0,konstantanowy
-2.0,konstantynowski
-2.0,konstantynowski
-2.0,konsternacja
1.0,konstruktywność
2.0,konstruktywny
1.0,konstruktywny
2.0,konstruktywny
-1.0,konstytucyjnie
-1.0,konsul
-1.0,konsumpcjonista
-1.0,konsumpcyjny
2.0,kontaktowość
1.0,kontaktowy
1.0,kontemplator
-1.0,kontenans
-1.0,kontener
-2.0,kontestator
-2.0,kontrabandzista
-2.0,kontrast
-2.0,kontrmanifestacja
-2.0,kontrowersyjność
-1.0,konusowaty
-1.0,konwencjonalistyczny
-1.0,konwencjonalny
-1.0,konwentowy
-1.0,konwersja
-2.0,konwojer
-2.0,końskość
-1.0,kop
-2.0,kopciuch
-1.0,kopciuch
-1.0,kopcowy
-1.0,koperek
-1.0,kopia
-1.0,kopidół
-1.0,kopidół
-1.0,kopiec
-1.0,kopniak
-1.0,kopnięcie
-1.0,kopnięty
-1.0,kopr
-1.0,kops
-1.0,koralina
-1.0,koralowy
-1.0,korba
-1.0,korbnięty
1.0,kordialny
-2.0,kordobański
-1.0,korek
-2.0,korkowy
-1.0,korkowy
-2.0,koronarograficzny
-2.0,koronkowy
1.0,koronkowy
1.0,koronny
-2.0,koronograficzny
-2.0,korowódki
-1.0,korpulentność
-1.0,korpulentny
-2.0,korundowy
-2.0,koruptor
2.0,koryfeusz
1.0,korzystność
1.0,korzystny
1.0,korzystny
1.0,korzystny
-1.0,kosa
-2.0,kosarz pospolity
-2.0,kosarz zwyczajny
-1.0,kosarze
-2.0,kossakowski
-1.0,kostium
-1.0,kostropaty
-2.0,kostrzyński
-2.0,kostrzyński
-1.0,kostyczny
-1.0,kosy
-1.0,kosz
-2.0,koszmar
-2.0,koszmar
-2.0,koszmarny
-2.0,koszmarny
-2.0,koszmarny
-2.0,koszmarny
-2.0,koszmarny
-2.0,koszmarny
-1.0,kosztowny
2.0,kosztowny
-2.0,kościany dziadek
-2.0,kościerski
-2.0,kościerzyński
-2.0,kościotrup
-1.0,kościstość
-1.0,kościsty
-1.0,koślawiec
-2.0,koślawiec
-2.0,koślawość
-1.0,koślawy
-1.0,koślawy
-1.0,kot
-2.0,koteryjny
-1.0,kotka
-2.0,kotłowanina
-1.0,kotłowisko
-2.0,koturn
-2.0,koturnowość
-1.0,koturnowy
-1.0,kowarowy
-1.0,koza
-1.0,koza
-1.0,koza bezoarowa
-2.0,kozak
-1.0,kozak
-1.0,kozica iberyjska
-1.0,kozica pirenejska
-2.0,kozielski
-1.0,kozioł
-1.0,kozioł bezoarowy
-2.0,kozioł ofiarny
-1.0,kozioł skalny
-1.0,koziorożec alpejski
-2.0,kółkowy
-1.0,kpiarz
-2.0,krabożery
-2.0,krach
-2.0,kradzież
-1.0,kraksa
-1.0,krańcowość
2.0,krasawica
1.0,krasomówczy
2.0,krasomówstwo
-2.0,kraśnik cieciorkowiec
-2.0,kraśnik komonicowiec
-2.0,kraśnik purpuraczek
-2.0,kraśnik wykowiec
-1.0,krater
-2.0,kreatura
-2.0,kreatywny
1.0,kreatywny
-1.0,kredowy
-2.0,kredowy
-1.0,kredowy
-2.0,kredyt zaufania
1.0,krejzolski
-2.0,kreska
-1.0,kret
-2.0,kret
-2.0,kretyn
-2.0,kretynizm
-2.0,kretyński
-2.0,kretyński
-2.0,kretyński
-2.0,kretyński
-2.0,kretyńskość
-2.0,kretyńskość
-2.0,kretyństwo
1.0,krew z mlekiem
-2.0,krewa
-1.0,krewkość
-1.0,kręgi pod oczami
-1.0,krępacja
-1.0,krępy
-1.0,krętacki
-1.0,krętacki
-1.0,krętacz
-1.0,krętość
-1.0,kręty
-1.0,krokowy
-1.0,kropla w morzu
-1.0,kropla w morzu potrzeb
1.0,krotochwilny
1.0,krotochwilny
1.0,krotofilny
-1.0,krowa
-1.0,krowa
-2.0,krowa
-2.0,krowiasty
-1.0,krowiasty
-1.0,króciusieńki
-1.0,króciuteńki
-1.0,króciutki
-1.0,króciutki
-1.0,król
-1.0,król zwierząt
-2.0,królewicz
1.0,królewska gra
2.0,królewski
1.0,królewskość
-1.0,króliczy
-1.0,królik bagienny
-1.0,królik doświadczalny
-2.0,królobójca
-1.0,krótka kołdra
-1.0,krótkawy
-1.0,krótki
-1.0,krótkofalowy
-2.0,krótkoogonkowy
-2.0,krótkość
-1.0,krótkowidztwo
-2.0,krótkowzroczny
-1.0,krótkowzroczny
-1.0,kruchość
-1.0,kruchusieńki
-1.0,kruchuteńki
-1.0,kruchutki
-1.0,kruchy
1.0,krucjata
-1.0,kruk
1.0,kruszyna
-2.0,krwawy
-2.0,krwawy
-1.0,krwiopijca
-2.0,krwiożerca
-2.0,krwiożerczość
-2.0,krwiożerczy
-2.0,krwiożerczy
-1.0,krygowanie się
-2.0,kryminalista
-2.0,kryminalny
-2.0,kryminał
-1.0,kryptograficzny
-2.0,kryptomeria
-1.0,kryptonimiczny
